riverseg, landseg,flofor,flohvf,flopas,flours,floafo,flocfo,flonpa,flotrp,floalf,flohyw,flohyo,flonhy,flonal,flohom,flonho,flohwm,flonhi,flolwm,flonlo,florpd,flonpd,flocpd,florex,flonex,flocex,florcn,floccn,florid,flonid,flocid,tn for,tn hvf,tn pas,tn urs,tn afo,tn cfo,tn npa,tn trp,tn alf,tn hyw,tn hyo,tn nhy,tn nal,tn hom,tn nho,tn hwm,tn nhi,tn lwm,tn nlo,tn rpd,tn npd,tn cpd,tn rex,tn nex,tn cex,tn rcn,tn ccn,tn rid,tn nid,tn cid,tp for,tp hvf,tp pas,tp urs,tp afo,tp cfo,tp npa,tp trp,tp alf,tp hyw,tp hyo,tp nhy,tp nal,tp hom,tp nho,tp hwm,tp nhi,tp lwm,tp nlo,tp rpd,tp npd,tp cpd,tp rex,tp nex,tp cex,tp rcn,tp ccn,tp rid,tp nid,tp cid,sedafo,sedalf,sedccn,sedcex,sedcfo,sedcid,sedcpd,sedfor,sedhom,sedhvf,sedhwm,sedhyo,sedhyw,sedlwm,sednal,sednex,sednhi,sednho,sednhy,sednid,sednlo,sednpa,sednpd,sedpas,sedrcn,sedrex,sedrid,sedrpd,sedtrp,sedurs
EM2_4100_0001,A24035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,0.04,0,0,0.04,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.032,0.04,0.04,0.04,0.042,0.04,0.069,0.042,0.069,0.045,0.032,0.042,0.042,0.069,0.04
EM2_4101_0000,A24011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.046,0.046,0,0,0.046,0,0,0.055,0.046,0.055,0.046,0.046,0.046,0.046,0.046,0.048,0.046,0.046,0.046,0.053,0.046,0.043,0.053,0.043,0.046,0.048,0.053,0.053,0.043,0.046
EM2_4101_0000,A24035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.039,0.039,0,0,0.039,0,0,0.038,0.039,0.038,0.039,0.039,0.039,0.039,0.039,0.084,0.039,0.039,0.039,0.041,0.039,0.077,0.041,0.077,0.034,0.084,0.041,0.041,0.077,0.039
EM2_4101_0000,A24041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.044,0.044,0,0,0.044,0,0,0.046,0.044,0.046,0.044,0.044,0.044,0.044,0.044,0.05,0.044,0.044,0.044,0.044,0.044,0.043,0.044,0.043,0.053,0.05,0.044,0.044,0.043,0.044
EM2_4101_0000,F24035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.129,0.129,0,0,0.129,0,0,0.139,0.129,0.139,0.129,0.129,0.129,0.129,0.129,0.182,0.129,0.129,0.129,0.138,0.129,0.163,0.138,0.163,0.133,0.182,0.138,0.138,0.163,0.129
EM3_4320_0000,A24011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042,0.042,0,0,0.042,0,0,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.053,0.042,0.042,0.042,0.051,0.042,0.05,0.051,0.05,0.042,0.053,0.051,0.051,0.05,0.042
EM3_4321_0000,A24011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.039,0.039,0,0,0.039,0,0,0.045,0.039,0.045,0.039,0.039,0.039,0.039,0.039,0.043,0.039,0.039,0.039,0.05,0.039,0.048,0.05,0.048,0.055,0.043,0.05,0.05,0.048,0.039
EM3_4325_0000,A24011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.035,0.035,0,0,0.035,0,0,0.037,0.035,0.037,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.042,0.035,0.054,0.042,0.054,0.033,0.035,0.042,0.042,0.054,0.035
EM3_4326_0000,A10001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038,0.038,0,0,0.038,0,0,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.033,0.038,0.038,0.038,0.037,0.038,0.033,0.037,0.033,0.034,0.033,0.037,0.037,0.033,0.038
EM4_4740_0000,A24011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,0.05,0,0,0.05,0,0,0.054,0.05,0.054,0.05,0.05,0.05,0.05,0.05,0.062,0.05,0.05,0.05,0.049,0.05,0.069,0.049,0.069,0.049,0.062,0.049,0.049,0.069,0.05
EM4_4740_0000,A24041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,0.04,0,0,0.04,0,0,0.045,0.04,0.045,0.04,0.04,0.04,0.04,0.04,0.029,0.04,0.04,0.04,0.039,0.04,0.037,0.039,0.037,0.044,0.029,0.039,0.039,0.037,0.04
EU0_2940_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.106,0.106,0,0,0.106,0,0,0.144,0.106,0.144,0.106,0.106,0.106,0.106,0.106,0.144,0.106,0.106,0.106,0.122,0.106,0.12,0.122,0.12,0.139,0.144,0.122,0.122,0.12,0.106
EU0_2941_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.183,0.183,0,0,0.183,0,0,0.174,0.183,0.174,0.183,0.183,0.183,0.183,0.183,0.125,0.183,0.183,0.183,0.155,0.183,0.186,0.155,0.186,0.179,0.125,0.155,0.155,0.186,0.183
EU0_2985_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.056,0.056,0,0,0.056,0,0,0.046,0.056,0.046,0.056,0.056,0.056,0.056,0.056,0.037,0.056,0.056,0.056,0.048,0.056,0.048,0.048,0.048,0.058,0.037,0.048,0.048,0.048,0.056
EU0_3010_0000,A10003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.047,0.047,0,0,0.047,0,0,0.046,0.047,0.046,0.047,0.047,0.047,0.047,0.047,0.048,0.047,0.047,0.047,0.044,0.047,0.045,0.044,0.045,0.058,0.048,0.044,0.044,0.045,0.047
EU0_3010_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.053,0.053,0,0,0.053,0,0,0.059,0.053,0.059,0.053,0.053,0.053,0.053,0.053,0.151,0.053,0.053,0.053,0.061,0.053,0.108,0.061,0.108,0.084,0.151,0.061,0.061,0.108,0.053
EU0_3010_0000,F24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.053,0.053,0,0,0.053,0,0,0.059,0.053,0.059,0.053,0.053,0.053,0.053,0.053,0.151,0.053,0.053,0.053,0.061,0.053,0.108,0.061,0.108,0.084,0.151,0.061,0.061,0.108,0.053
EU0_3011_0000,A10003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.047,0.047,0,0,0.047,0,0,0.046,0.047,0.046,0.047,0.047,0.047,0.047,0.047,0.048,0.047,0.047,0.047,0.044,0.047,0.045,0.044,0.045,0.058,0.048,0.044,0.044,0.045,0.047
EU0_3011_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.053,0.053,0,0,0.053,0,0,0.059,0.053,0.059,0.053,0.053,0.053,0.053,0.053,0.151,0.053,0.053,0.053,0.061,0.053,0.108,0.061,0.108,0.084,0.151,0.061,0.061,0.108,0.053
EU0_3050_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.071,0.071,0,0,0.071,0,0,0.059,0.071,0.059,0.071,0.071,0.071,0.071,0.071,0.044,0.071,0.071,0.071,0.07,0.071,0.087,0.07,0.087,0.063,0.044,0.07,0.07,0.087,0.071
EU0_3130_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.051,0.051,0,0,0.051,0,0,0.067,0.051,0.067,0.051,0.051,0.051,0.051,0.051,0.069,0.051,0.051,0.051,0.067,0.051,0.084,0.067,0.084,0.078,0.069,0.067,0.067,0.084,0.051
EU0_3130_0000,F24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.051,0.051,0,0,0.051,0,0,0.067,0.051,0.067,0.051,0.051,0.051,0.051,0.051,0.069,0.051,0.051,0.051,0.067,0.051,0.084,0.067,0.084,0.078,0.069,0.067,0.067,0.084,0.051
EU0_3131_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.051,0.051,0,0,0.051,0,0,0.067,0.051,0.067,0.051,0.051,0.051,0.051,0.051,0.069,0.051,0.051,0.051,0.067,0.051,0.084,0.067,0.084,0.078,0.069,0.067,0.067,0.084,0.051
EU0_3200_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042,0.042,0,0,0.042,0,0,0.046,0.042,0.046,0.042,0.042,0.042,0.042,0.042,0.04,0.042,0.042,0.042,0.039,0.042,0.036,0.039,0.036,0.035,0.04,0.039,0.039,0.036,0.042
EU0_3201_0000,A10003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025,0.025,0,0,0.025,0,0,0.026,0.025,0.026,0.025,0.025,0.025,0.025,0.025,0.026,0.025,0.025,0.025,0.024,0.025,0.025,0.024,0.025,0.025,0.026,0.024,0.024,0.025,0.025
EU0_3201_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.037,0.037,0,0,0.037,0,0,0.039,0.037,0.039,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.033,0.037,0.035,0.033,0.035,0.04,0.037,0.033,0.033,0.035,0.037
EU0_3202_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.076,0.076,0,0,0.076,0,0,0.095,0.076,0.095,0.076,0.076,0.076,0.076,0.076,0.161,0.076,0.076,0.076,0.089,0.076,0.064,0.089,0.064,0.099,0.161,0.089,0.089,0.064,0.076
EU0_3203_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042,0.042,0,0,0.042,0,0,0.047,0.042,0.047,0.042,0.042,0.042,0.042,0.042,0.043,0.042,0.042,0.042,0.046,0.042,0.038,0.046,0.038,0.04,0.043,0.046,0.046,0.038,0.042
EU0_3203_0000,F24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042017429,0.042017429,0,0,0.042017429,0,0,0.047027886,0.042017429,0.047027886,0.042017429,0.042017429,0.042017429,0.042017429,0.042017429,0.043024401,0.042017429,0.042017429,0.042017429,0.04604183,0.042017429,0.038090631,0.04604183,0.038090631,0.040090631,0.043024401,0.04604183,0.04604183,0.038090631,0.042017429
EU0_3300_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.047,0.047,0,0,0.047,0,0,0.055,0.047,0.055,0.047,0.047,0.047,0.047,0.047,0.05,0.047,0.047,0.047,0.058,0.047,0.064,0.058,0.064,0.066,0.05,0.058,0.058,0.064,0.047
EU0_3301_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.047,0.047,0,0,0.047,0,0,0.055,0.047,0.055,0.047,0.047,0.047,0.047,0.047,0.05,0.047,0.047,0.047,0.058,0.047,0.064,0.058,0.064,0.066,0.05,0.058,0.058,0.064,0.047
EU0_3302_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.051,0.051,0,0,0.051,0,0,0.067,0.051,0.067,0.051,0.051,0.051,0.051,0.051,0.069,0.051,0.051,0.051,0.067,0.051,0.084,0.067,0.084,0.078,0.069,0.067,0.067,0.084,0.051
EU0_3360_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.069,0.069,0,0,0.069,0,0,0.081,0.069,0.081,0.069,0.069,0.069,0.069,0.069,0.075,0.069,0.069,0.069,0.079,0.069,0.052,0.079,0.052,0.095,0.075,0.079,0.079,0.052,0.069
EU0_3360_0000,A24029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.054,0.054,0,0,0.054,0,0,0.061,0.054,0.061,0.054,0.054,0.054,0.054,0.054,0.058,0.054,0.054,0.054,0.056,0.054,0.049,0.056,0.049,0.07,0.058,0.056,0.056,0.049,0.054
EU0_3361_0000,A10003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.036,0.036,0,0,0.036,0,0,0.037,0.036,0.037,0.036,0.036,0.036,0.036,0.036,0.035,0.036,0.036,0.036,0.036,0.036,0.033,0.036,0.033,0.036,0.035,0.036,0.036,0.033,0.036
EU0_3361_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.053,0.053,0,0,0.053,0,0,0.05,0.053,0.05,0.053,0.053,0.053,0.053,0.053,0.052,0.053,0.053,0.053,0.055,0.053,0.045,0.055,0.045,0.051,0.052,0.055,0.055,0.045,0.053
EU0_3361_0000,A24029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.061,0.061,0,0,0.061,0,0,0.05,0.061,0.05,0.061,0.061,0.061,0.061,0.061,0.053,0.061,0.061,0.061,0.055,0.061,0.053,0.055,0.053,0.047,0.053,0.055,0.055,0.053,0.061
EU0_3362_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.056,0.056,0,0,0.056,0,0,0.063,0.056,0.063,0.056,0.056,0.056,0.056,0.056,0.06,0.056,0.056,0.056,0.059,0.056,0.046,0.059,0.046,0.077,0.06,0.059,0.059,0.046,0.056
EU0_3362_0000,A24029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.041,0.041,0,0,0.041,0,0,0.039,0.041,0.039,0.041,0.041,0.041,0.041,0.041,0.043,0.041,0.041,0.041,0.048,0.041,0.048,0.048,0.048,0.036,0.043,0.048,0.048,0.048,0.041
EU0_3363_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.083,0.083,0,0,0.083,0,0,0.1,0.083,0.1,0.083,0.083,0.083,0.083,0.083,0.089,0.083,0.083,0.083,0.089,0.083,0.089,0.089,0.089,0.085,0.089,0.089,0.089,0.089,0.083
EU0_3363_0000,A24029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.057,0.057,0,0,0.057,0,0,0.071,0.057,0.071,0.057,0.057,0.057,0.057,0.057,0.051,0.057,0.057,0.057,0.065,0.057,0.069,0.065,0.069,0.062,0.051,0.065,0.065,0.069,0.057
EU0_3363_0000,F24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.083,0.083,0,0,0.083,0,0,0.1,0.083,0.1,0.083,0.083,0.083,0.083,0.083,0.089,0.083,0.083,0.083,0.089,0.083,0.089,0.089,0.089,0.085,0.089,0.089,0.089,0.089,0.083
EU0_3364_0000,A24015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.051,0.051,0,0,0.051,0,0,0.06,0.051,0.06,0.051,0.051,0.051,0.051,0.051,0.054,0.051,0.051,0.051,0.061,0.051,0.067,0.061,0.067,0.068,0.054,0.061,0.061,0.067,0.051
