A51079,2.789,30.000,39.178,35.033,33.440,10.743,6.662,4.500,8.250,63.287,240.000,12.310,16.315,37.500,18.750,12.310,16.315,18.750,12.310,16.315,37.500,18.750,31.342,28.027,26.752,8.594,5.329,6.600
A51085,3.110,30.000,27.176,24.242,33.186,9.332,7.062,4.500,8.250,67.087,240.000,9.396,16.236,37.500,18.750,9.396,16.236,18.750,9.396,16.236,37.500,18.750,21.741,19.394,26.549,7.465,5.649,6.600
A51087,3.405,30.000,25.107,22.379,34.242,9.742,6.465,4.500,8.250,61.404,240.000,10.359,18.217,37.500,18.750,10.359,18.217,18.750,10.359,18.217,37.500,18.750,20.086,17.903,27.393,7.794,5.172,6.600
A51091,2.495,30.000,36.457,34.068,36.237,9.959,5.367,4.500,8.250,51.017,240.000,13.812,13.495,37.500,18.750,13.812,13.495,18.750,13.812,13.495,37.500,18.750,29.165,27.254,28.990,7.967,4.294,6.600
A51093,2.873,30.000,30.694,27.344,24.234,7.489,7.760,4.500,8.250,73.690,240.000,9.488,16.747,37.500,18.750,9.488,16.747,18.750,9.488,16.747,37.500,18.750,24.555,21.875,19.387,5.992,6.208,6.600
A51095,2.751,30.000,26.752,23.878,33.350,9.857,7.168,4.500,8.250,68.122,240.000,16.562,16.403,37.500,18.750,16.562,16.403,18.750,16.562,16.403,37.500,18.750,21.401,19.102,26.680,7.886,5.735,6.600
A51097,2.918,30.000,26.905,24.005,33.927,9.048,5.801,4.500,8.250,55.124,240.000,8.224,15.630,37.500,18.750,8.224,15.630,18.750,8.224,15.630,37.500,18.750,21.524,19.204,27.142,7.239,4.641,6.600
A51099,2.933,30.000,27.295,24.330,33.593,8.936,6.377,4.500,8.250,60.576,240.000,15.207,16.248,37.500,18.750,15.207,16.248,18.750,15.207,16.248,37.500,18.750,21.836,19.464,26.874,7.149,5.102,6.600
A51101,3.014,30.000,26.436,23.584,32.449,9.105,6.585,4.500,8.250,62.561,240.000,8.396,15.951,37.500,18.750,8.396,15.951,18.750,8.396,15.951,37.500,18.750,21.149,18.867,25.959,7.284,5.268,6.600
A51103,3.019,30.000,25.246,22.521,33.784,8.100,6.180,4.500,8.250,58.721,240.000,16.390,17.429,37.500,18.750,16.390,17.429,18.750,16.390,17.429,37.500,18.750,20.197,18.017,27.028,6.480,4.944,6.600
A51107,3.119,30.000,29.311,26.169,32.137,9.333,6.421,4.500,8.250,60.999,240.000,10.038,15.817,37.500,18.750,10.038,15.817,18.750,10.038,15.817,37.500,18.750,23.449,20.935,25.709,7.466,5.137,6.600
A51109,2.773,30.000,32.830,29.321,33.621,9.949,6.879,4.500,8.250,65.343,240.000,10.183,14.647,37.500,18.750,10.183,14.647,18.750,10.183,14.647,37.500,18.750,26.264,23.457,26.897,7.959,5.503,6.600
A51113,2.783,30.000,32.223,28.790,33.284,10.180,6.847,4.500,8.250,65.045,240.000,11.748,15.371,37.500,18.750,11.748,15.371,18.750,11.748,15.371,37.500,18.750,25.778,23.032,26.627,8.144,5.477,6.600
A51115,2.514,30.000,22.876,20.408,30.703,9.220,6.439,4.500,8.250,61.191,240.000,16.059,14.943,37.500,18.750,16.059,14.943,18.750,16.059,14.943,37.500,18.750,18.301,16.327,24.562,7.376,5.151,6.600
A51119,2.734,30.000,25.451,22.710,30.795,9.477,6.307,4.500,8.250,59.927,240.000,15.776,15.824,37.500,18.750,15.776,15.824,18.750,15.776,15.824,37.500,18.750,20.361,18.168,24.636,7.582,5.046,6.600
A51121,2.494,30.000,41.814,37.369,32.928,9.531,5.992,4.500,8.250,56.955,240.000,9.132,11.767,37.500,18.750,9.132,11.767,18.750,9.132,11.767,37.500,18.750,33.452,29.895,26.342,7.625,4.794,6.600
A51125,2.556,30.000,32.283,28.871,33.528,9.116,5.939,4.500,8.250,56.446,240.000,14.686,14.251,37.500,18.750,14.686,14.251,18.750,14.686,14.251,37.500,18.750,25.826,23.097,26.822,7.292,4.751,6.600
A51127,2.916,30.000,26.052,23.244,33.223,9.707,5.800,4.500,8.250,55.116,240.000,10.115,15.910,37.500,18.750,10.115,15.910,18.750,10.115,15.910,37.500,18.750,20.842,18.596,26.579,7.765,4.640,6.600
A51131,2.581,30.000,22.815,20.359,47.271,5.418,5.640,4.500,8.250,53.608,240.000,16.618,15.062,37.500,18.750,16.618,15.062,18.750,16.618,15.062,37.500,18.750,18.252,16.287,37.817,4.334,4.512,6.600
A51133,2.989,30.000,25.765,22.986,33.397,8.882,6.063,4.500,8.250,57.608,240.000,16.007,16.961,37.500,18.750,16.007,16.961,18.750,16.007,16.961,37.500,18.750,20.612,18.389,26.718,7.105,4.850,6.600
A51135,2.775,30.000,38.094,34.013,32.153,11.521,7.087,4.500,8.250,67.317,240.000,9.327,15.376,37.500,18.750,9.327,15.376,18.750,9.327,15.376,37.500,18.750,30.475,27.210,25.722,9.217,5.670,6.600
A51137,2.793,30.000,31.493,28.130,33.484,9.784,6.704,4.500,8.250,63.693,240.000,9.418,15.122,37.500,18.750,9.418,15.122,18.750,9.418,15.122,37.500,18.750,25.195,22.504,26.787,7.827,5.363,6.600
A51139,3.490,30.000,62.217,55.383,34.057,15.515,9.304,4.500,8.250,88.301,240.000,9.254,16.887,37.500,18.750,9.254,16.887,18.750,9.254,16.887,37.500,18.750,49.773,44.307,27.246,12.412,7.443,6.600
A51145,2.766,30.000,34.377,30.722,32.977,10.055,6.887,4.500,8.250,65.441,240.000,10.699,14.864,37.500,18.750,10.699,14.864,18.750,10.699,14.864,37.500,18.750,27.501,24.577,26.381,8.044,5.510,6.600
A51147,2.649,30.000,36.538,32.673,30.583,10.006,6.610,4.500,8.250,62.814,240.000,8.803,13.876,37.500,18.750,8.803,13.876,18.750,8.803,13.876,37.500,18.750,29.230,26.138,24.466,8.005,5.288,6.600
A51149,3.299,30.000,26.776,23.848,28.100,9.471,6.272,4.500,8.250,59.550,240.000,10.765,18.502,37.500,18.750,10.765,18.502,18.750,10.765,18.502,37.500,18.750,21.421,19.078,22.480,7.577,5.017,6.600
A51153,3.239,30.000,29.709,26.499,35.456,10.244,6.921,4.500,8.250,65.750,240.000,10.831,16.743,37.500,18.750,10.831,16.743,18.750,10.831,16.743,37.500,18.750,23.768,21.199,28.365,8.195,5.537,6.600
A51157,2.852,30.000,31.822,28.450,34.192,9.257,5.982,4.500,8.250,56.842,240.000,12.948,15.248,37.500,18.750,12.948,15.248,18.750,12.948,15.248,37.500,18.750,25.458,22.760,27.354,7.406,4.785,6.600
A51159,3.000,30.000,26.278,23.473,32.776,9.386,5.934,4.500,8.250,56.380,240.000,10.595,16.208,37.500,18.750,10.595,16.208,18.750,10.595,16.208,37.500,18.750,21.023,18.778,26.221,7.509,4.747,6.600
A51161,2.504,30.000,42.177,37.650,33.470,10.737,6.777,4.500,8.250,64.378,240.000,10.376,12.191,37.500,18.750,10.376,12.191,18.750,10.376,12.191,37.500,18.750,33.742,30.120,26.776,8.590,5.421,6.600
A51163,2.387,30.000,39.696,35.441,35.450,9.561,5.985,4.500,8.250,56.892,240.000,9.536,12.293,37.500,18.750,9.536,12.293,18.750,9.536,12.293,37.500,18.750,31.757,28.353,28.360,7.649,4.788,6.600
A51165,3.678,30.000,56.710,50.470,34.638,15.411,9.837,4.500,8.250,93.356,240.000,8.446,17.453,37.500,18.750,8.446,17.453,18.750,8.446,17.453,37.500,18.750,45.368,40.376,27.710,12.328,7.870,6.600
A51171,3.010,30.000,42.235,37.630,34.802,11.556,6.967,4.500,8.250,66.178,240.000,8.049,13.994,37.500,18.750,8.049,13.994,18.750,8.049,13.994,37.500,18.750,33.788,30.104,27.841,9.245,5.574,6.600
A51177,2.926,30.000,29.135,26.013,32.508,9.272,7.107,4.500,8.250,67.521,240.000,9.818,15.572,37.500,18.750,9.818,15.572,18.750,9.818,15.572,37.500,18.750,23.308,20.811,26.006,7.418,5.685,6.600
A51179,3.096,30.000,25.713,22.927,33.316,10.217,6.333,4.500,8.250,60.143,240.000,10.415,16.438,37.500,18.750,10.415,16.438,18.750,10.415,16.438,37.500,18.750,20.570,18.342,26.653,8.174,5.066,6.600
A51181,2.788,30.000,27.806,24.785,24.003,7.831,45.199,4.500,8.250,429.046,240.000,10.817,16.292,37.500,18.750,10.817,16.292,18.750,10.817,16.292,37.500,18.750,22.245,19.828,19.202,6.265,36.159,6.600
A51187,2.739,30.000,40.528,36.143,34.565,8.974,5.921,4.500,8.250,56.266,240.000,7.665,12.855,37.500,18.750,7.665,12.855,18.750,7.665,12.855,37.500,18.750,32.422,28.915,27.652,7.179,4.736,6.600
A51193,2.908,30.000,28.054,25.033,38.668,8.765,5.688,4.500,8.250,54.032,240.000,10.716,15.693,37.500,18.750,10.716,15.693,18.750,10.716,15.693,37.500,18.750,22.443,20.026,30.935,7.012,4.550,6.600
A51199,2.954,30.000,23.414,20.848,35.601,11.532,9.950,4.500,8.250,94.511,240.000,17.308,17.851,37.500,18.750,17.308,17.851,18.750,17.308,17.851,37.500,18.750,18.731,16.679,28.481,9.226,7.960,6.600
A51510,3.685,30.000,27.966,24.892,27.997,9.388,5.136,4.500,8.250,48.782,240.000,7.828,19.591,37.500,18.750,7.828,19.591,18.750,7.828,19.591,37.500,18.750,22.373,19.914,22.397,7.511,4.109,6.600
A51530,2.310,30.000,33.937,30.315,35.924,9.024,4.829,4.500,8.250,45.920,240.000,9.015,12.177,37.500,18.750,9.015,12.177,18.750,9.015,12.177,37.500,18.750,27.150,24.252,28.739,7.219,3.863,6.600
A51540,2.892,30.000,29.949,26.708,30.240,9.180,4.955,4.500,8.250,47.093,240.000,10.376,17.047,37.500,18.750,10.376,17.047,18.750,10.376,17.047,37.500,18.750,23.959,21.366,24.192,7.344,3.964,6.600
A51550,2.934,30.000,17.636,15.712,38.255,9.839,8.271,4.500,8.250,78.581,240.000,17.042,17.792,37.500,18.750,17.042,17.792,18.750,17.042,17.792,37.500,18.750,14.108,12.570,30.604,7.871,6.617,6.600
A51570,3.401,30.000,27.442,24.433,27.616,9.299,5.070,4.500,8.250,48.167,240.000,15.908,19.387,37.500,18.750,15.908,19.387,18.750,15.908,19.387,37.500,18.750,21.954,19.546,22.092,7.439,4.056,6.600
A51580,2.409,30.000,34.121,30.475,36.044,9.057,4.850,4.500,8.250,46.115,240.000,9.613,11.314,37.500,18.750,9.613,11.314,18.750,9.613,11.314,37.500,18.750,27.297,24.380,28.835,7.245,3.880,6.600
A51600,3.871,30.000,31.803,28.331,31.547,9.491,5.180,4.500,8.250,49.190,240.000,11.989,21.912,37.500,18.750,11.989,21.912,18.750,11.989,21.912,37.500,18.750,25.442,22.665,25.237,7.593,4.144,6.600
A51610,3.946,30.000,31.949,28.459,31.651,9.515,5.198,4.500,8.250,49.358,240.000,9.731,22.040,37.500,18.750,9.731,22.040,18.750,9.731,22.040,37.500,18.750,25.559,22.768,25.321,7.612,4.158,6.600
A51630,3.210,30.000,30.541,27.226,30.654,9.282,5.026,4.500,8.250,47.758,240.000,8.142,17.245,37.500,18.750,8.142,17.245,18.750,8.142,17.245,37.500,18.750,24.433,21.781,24.523,7.425,4.021,6.600
A51650,2.147,30.000,25.251,22.512,26.039,8.898,4.795,4.500,8.250,45.605,240.000,14.754,12.613,37.500,18.750,14.754,12.613,18.750,14.754,12.613,37.500,18.750,20.201,18.009,20.831,7.119,3.836,6.600
A51660,3.777,30.000,36.757,32.780,37.833,9.495,5.158,4.500,8.250,48.983,240.000,10.179,18.233,37.500,18.750,10.179,18.233,18.750,10.179,18.233,37.500,18.750,29.406,26.224,30.266,7.596,4.126,6.600
A51670,5.240,30.000,30.959,27.522,30.198,9.875,5.516,4.500,8.250,52.325,240.000,20.362,30.827,37.500,18.750,20.362,30.827,18.750,20.362,30.827,37.500,18.750,24.767,22.017,24.158,7.900,4.413,6.600
A51678,2.344,30.000,34.000,30.370,35.965,9.035,4.836,4.500,8.250,45.987,240.000,7.834,12.163,37.500,18.750,7.834,12.163,18.750,7.834,12.163,37.500,18.750,27.200,24.296,28.772,7.228,3.869,6.600
A51680,2.698,30.000,29.595,26.398,29.993,9.117,4.912,4.500,8.250,46.695,240.000,9.815,14.520,37.500,18.750,9.815,14.520,18.750,9.815,14.520,37.500,18.750,23.676,21.118,23.994,7.294,3.930,6.600
A51683,3.458,30.000,31.009,27.636,30.983,9.361,5.083,4.500,8.250,48.288,240.000,17.249,19.009,37.500,18.750,17.249,19.009,18.750,17.249,19.009,37.500,18.750,24.807,22.109,24.787,7.488,4.067,6.600
A51685,3.507,30.000,31.100,27.715,31.049,9.376,5.095,4.500,8.250,48.393,240.000,17.629,19.428,37.500,18.750,17.629,19.428,18.750,17.629,19.428,37.500,18.750,24.880,22.172,24.839,7.501,4.076,6.600
A51700,2.981,30.000,26.684,23.768,27.067,9.165,4.975,4.500,8.250,47.277,240.000,17.040,17.949,37.500,18.750,17.040,17.949,18.750,17.040,17.949,37.500,18.750,21.347,19.014,21.653,7.332,3.980,6.600
A51710,3.357,30.000,27.361,24.361,27.556,9.285,5.060,4.500,8.250,48.071,240.000,18.044,20.654,37.500,18.750,18.044,20.654,18.750,18.044,20.654,37.500,18.750,21.889,19.489,22.045,7.428,4.048,6.600
A51730,3.175,30.000,27.031,24.071,27.317,9.227,5.018,4.500,8.250,47.683,240.000,10.093,17.545,37.500,18.750,10.093,17.545,18.750,10.093,17.545,37.500,18.750,21.625,19.257,21.854,7.381,4.015,6.600
A51735,1.973,30.000,24.965,22.262,25.834,8.842,4.759,4.500,8.250,45.274,240.000,14.219,11.460,37.500,18.750,14.219,11.460,18.750,14.219,11.460,37.500,18.750,19.972,17.809,20.667,7.073,3.807,6.600
A51740,3.435,30.000,27.504,24.487,27.660,9.309,5.078,4.500,8.250,48.239,240.000,18.118,21.247,37.500,18.750,18.118,21.247,18.750,18.118,21.247,37.500,18.750,22.004,19.590,22.128,7.447,4.062,6.600
A51760,3.572,30.000,27.755,24.707,27.843,9.352,5.110,4.500,8.250,48.534,240.000,10.591,19.277,37.500,18.750,10.591,19.277,18.750,10.591,19.277,37.500,18.750,22.204,19.766,22.274,7.482,4.088,6.600
A51790,2.822,30.000,34.891,31.148,36.561,9.190,4.939,4.500,8.250,46.948,240.000,7.936,13.919,37.500,18.750,7.936,13.919,18.750,7.936,13.919,37.500,18.750,27.913,24.919,29.249,7.352,3.951,6.600
A51800,2.806,30.000,26.375,23.527,24.167,9.172,6.306,4.500,8.250,59.918,240.000,11.779,16.360,37.500,18.750,11.779,16.360,18.750,11.779,16.360,37.500,18.750,21.100,18.822,19.333,7.337,5.045,6.600
A51810,2.711,30.000,18.922,16.856,40.859,8.809,7.709,4.500,8.250,73.251,240.000,16.469,16.469,37.500,18.750,16.469,16.469,18.750,16.469,16.469,37.500,18.750,15.137,13.485,32.688,7.047,6.168,6.600
A51820,2.986,30.000,35.206,31.423,36.772,9.243,4.976,4.500,8.250,47.287,240.000,17.740,17.980,37.500,18.750,17.740,17.980,18.750,17.740,17.980,37.500,18.750,28.165,25.139,29.418,7.394,3.981,6.600
A51830,2.918,30.000,26.571,23.669,26.985,9.145,4.960,4.500,8.250,47.145,240.000,17.376,17.850,37.500,18.750,17.376,17.850,18.750,17.376,17.850,37.500,18.750,21.257,18.935,21.588,7.316,3.968,6.600
A51840,2.892,30.000,35.025,31.265,36.651,9.213,4.955,4.500,8.250,47.092,240.000,7.837,13.878,37.500,18.750,7.837,13.878,18.750,7.837,13.878,37.500,18.750,28.020,25.012,29.321,7.370,3.964,6.600
A54003,2.990,30.000,34.825,31.122,34.825,8.176,5.802,4.500,8.250,55.127,240.000,9.158,14.216,37.500,18.750,9.158,14.216,18.750,9.158,14.216,37.500,18.750,27.860,24.898,27.860,6.541,4.641,6.600
A54023,3.274,30.000,42.977,38.423,36.766,9.782,6.101,4.500,8.250,57.945,240.000,22.089,20.834,37.500,18.750,22.089,20.834,18.750,22.089,20.834,37.500,18.750,34.382,30.738,29.412,7.826,4.881,6.600
A54027,2.731,30.000,35.882,32.077,34.068,7.956,5.468,4.500,8.250,51.967,240.000,8.460,12.442,37.500,18.750,8.460,12.442,18.750,8.460,12.442,37.500,18.750,28.706,25.662,27.255,6.364,4.374,6.600
A54031,3.025,30.000,54.133,48.323,35.539,10.487,7.975,4.500,8.250,75.697,240.000,11.425,14.419,37.500,18.750,11.425,14.419,18.750,11.425,14.419,37.500,18.750,43.306,38.659,28.431,8.390,6.380,6.600
A54037,2.992,30.000,30.893,27.599,34.732,8.641,6.029,4.500,8.250,57.294,240.000,8.035,14.240,37.500,18.750,8.035,14.240,18.750,8.035,14.240,37.500,18.750,24.714,22.079,27.785,6.913,4.824,6.600
A54057,2.888,30.000,37.608,33.626,35.657,8.391,5.372,4.500,8.250,51.055,240.000,12.380,15.441,37.500,18.750,12.380,15.441,18.750,12.380,15.441,37.500,18.750,30.087,26.901,28.526,6.713,4.298,6.600
A54063,2.450,30.000,36.459,32.630,35.575,8.050,5.751,4.500,8.250,54.669,240.000,10.936,11.589,37.500,18.750,10.936,11.589,18.750,10.936,11.589,37.500,18.750,29.167,26.104,28.460,6.440,4.601,6.600
A54065,2.906,30.000,37.188,33.255,34.635,7.572,5.660,4.500,8.250,53.782,240.000,11.003,14.127,37.500,18.750,11.003,14.127,18.750,11.003,14.127,37.500,18.750,29.751,26.604,27.708,6.058,4.528,6.600
A54071,2.634,30.000,38.829,34.753,36.173,10.149,6.729,4.500,8.250,63.907,240.000,8.185,11.429,37.500,18.750,8.185,11.429,18.750,8.185,11.429,37.500,18.750,31.063,27.803,28.938,8.119,5.383,6.600
A54077,3.472,30.000,34.632,31.002,37.109,7.753,6.134,4.500,8.250,58.265,240.000,33.058,25.623,37.500,18.750,33.058,25.623,18.750,33.058,25.623,37.500,18.750,27.706,24.802,29.687,6.203,4.907,6.600
A54093,3.395,30.000,33.553,29.818,34.649,7.876,5.675,4.500,8.250,53.909,240.000,36.877,26.957,37.500,18.750,36.877,26.957,18.750,36.877,26.957,37.500,18.750,26.842,23.854,27.719,6.301,4.540,6.600
B24001,2.874,30.000,37.390,33.424,34.961,7.456,6.386,4.500,8.250,60.684,240.000,13.563,15.393,37.500,18.750,13.563,15.393,18.750,13.563,15.393,37.500,18.750,29.912,26.739,27.968,5.965,5.109,6.600
B24021,3.403,30.000,31.710,28.316,37.747,5.171,12.215,4.500,8.250,116.073,240.000,12.305,18.677,37.500,18.750,12.305,18.677,18.750,12.305,18.677,37.500,18.750,25.368,22.653,30.198,4.137,9.772,6.600
B42001,3.504,30.000,38.001,33.944,35.693,8.847,9.312,4.500,8.250,88.458,240.000,19.332,21.276,37.500,18.750,19.332,21.276,18.750,19.332,21.276,37.500,18.750,30.401,27.155,28.554,7.078,7.450,6.600
B42009,3.002,30.000,36.451,32.603,33.842,7.705,8.853,4.500,8.250,84.130,240.000,14.956,15.215,37.500,18.750,14.956,15.215,18.750,14.956,15.215,37.500,18.750,29.160,26.083,27.073,6.164,7.082,6.600
B42015,3.076,30.000,34.254,30.628,37.082,7.518,9.131,4.500,8.250,86.767,240.000,16.030,16.777,37.500,18.750,16.030,16.777,18.750,16.030,16.777,37.500,18.750,27.403,24.502,29.665,6.015,7.305,6.600
B42027,3.040,30.000,33.397,29.866,60.338,7.795,9.692,4.500,8.250,92.104,240.000,16.505,17.775,37.500,18.750,16.505,17.775,18.750,16.505,17.775,37.500,18.750,26.718,23.893,48.270,6.236,7.753,6.600
B42035,3.122,30.000,34.687,31.023,33.526,8.170,12.331,4.500,8.250,117.182,240.000,15.004,17.392,37.500,18.750,15.004,17.392,18.750,15.004,17.392,37.500,18.750,27.749,24.818,26.821,6.536,9.865,6.600
B42041,3.397,30.000,37.023,33.091,33.726,8.038,13.175,4.500,8.250,125.197,240.000,12.881,19.231,37.500,18.750,12.881,19.231,18.750,12.881,19.231,37.500,18.750,29.618,26.473,26.981,6.431,10.540,6.600
B42043,3.795,30.000,37.943,33.895,35.399,8.961,12.623,4.500,8.250,119.912,240.000,16.093,20.796,37.500,18.750,16.093,20.796,18.750,16.093,20.796,37.500,18.750,30.354,27.116,28.319,7.169,10.099,6.600
B42055,3.298,30.000,37.799,33.783,34.715,8.747,15.484,4.500,8.250,147.150,240.000,13.361,17.496,37.500,18.750,13.361,17.496,18.750,13.361,17.496,37.500,18.750,30.239,27.026,27.772,6.998,12.387,6.600
B42079,3.035,30.000,33.218,29.707,34.667,7.367,8.362,4.500,8.250,79.458,240.000,21.540,18.495,37.500,18.750,21.540,18.495,18.750,21.540,18.495,37.500,18.750,26.575,23.766,27.733,5.893,6.689,6.600
B42081,3.038,30.000,33.496,29.955,35.142,7.510,9.016,4.500,8.250,85.668,240.000,13.344,15.946,37.500,18.750,13.344,15.946,18.750,13.344,15.946,37.500,18.750,26.797,23.964,28.114,6.008,7.212,6.600
B42119,3.246,30.000,35.694,31.909,40.960,9.290,15.191,4.500,8.250,144.335,240.000,14.724,17.345,37.500,18.750,14.724,17.345,18.750,14.724,17.345,37.500,18.750,28.555,25.527,32.768,7.432,12.153,6.600
B42131,3.026,30.000,33.615,30.062,33.300,7.381,7.819,4.500,8.250,74.309,240.000,18.714,18.165,37.500,18.750,18.714,18.165,18.750,18.714,18.165,37.500,18.750,26.892,24.049,26.640,5.905,6.255,6.600
B51003,2.997,30.000,32.627,29.160,34.249,9.191,6.173,4.500,8.250,58.652,240.000,12.805,18.117,37.500,18.750,12.805,18.117,18.750,12.805,18.117,37.500,18.750,26.101,23.328,27.399,7.353,4.938,6.600
B51009,2.556,30.000,33.553,30.014,30.673,9.262,5.991,4.500,8.250,56.944,240.000,18.658,14.884,37.500,18.750,18.658,14.884,18.750,18.658,14.884,37.500,18.750,26.842,24.011,24.538,7.410,4.793,6.600
B51015,2.815,30.000,44.517,39.696,32.727,11.165,6.669,4.500,8.250,63.353,240.000,18.029,15.965,37.500,18.750,18.029,15.965,18.750,18.029,15.965,37.500,18.750,35.614,31.757,26.182,8.932,5.335,6.600
B51017,2.261,30.000,39.738,35.518,33.547,9.181,5.520,4.500,8.250,52.489,240.000,11.446,11.595,37.500,18.750,11.446,11.595,18.750,11.446,11.595,37.500,18.750,31.790,28.415,26.837,7.345,4.416,6.600
B51019,2.522,30.000,38.444,34.405,32.723,9.380,6.317,4.500,8.250,60.033,240.000,9.379,13.056,37.500,18.750,9.379,13.056,18.750,9.379,13.056,37.500,18.750,30.755,27.524,26.178,7.504,5.054,6.600
B51023,2.529,30.000,41.996,37.523,32.361,9.235,6.002,4.500,8.250,57.044,240.000,14.075,14.471,37.500,18.750,14.075,14.471,18.750,14.075,14.471,37.500,18.750,33.597,30.019,25.889,7.388,4.801,6.600
B51061,2.933,30.000,30.676,27.392,34.276,9.373,6.331,4.500,8.250,60.154,240.000,13.111,16.219,37.500,18.750,13.111,16.219,18.750,13.111,16.219,37.500,18.750,24.541,21.914,27.421,7.498,5.065,6.600
B51079,3.103,30.000,39.784,35.563,33.841,10.835,6.731,4.500,8.250,63.932,240.000,17.305,18.867,37.500,18.750,17.305,18.867,18.750,17.305,18.867,37.500,18.750,31.827,28.450,27.073,8.668,5.385,6.600
B51091,2.471,30.000,36.415,34.032,36.207,9.952,5.362,4.500,8.250,50.968,240.000,13.482,13.036,37.500,18.750,13.482,13.036,18.750,13.482,13.036,37.500,18.750,29.132,27.225,28.966,7.961,4.290,6.600
B51113,3.062,30.000,32.737,29.240,33.639,10.261,6.908,4.500,8.250,65.616,240.000,17.224,17.837,37.500,18.750,17.224,17.837,18.750,17.224,17.837,37.500,18.750,26.189,23.392,26.912,8.209,5.526,6.600
B51125,2.761,30.000,32.662,29.202,33.781,9.181,5.983,4.500,8.250,56.856,240.000,17.280,15.883,37.500,18.750,17.280,15.883,18.750,17.280,15.883,37.500,18.750,26.129,23.362,27.025,7.345,4.786,6.600
B51139,3.318,30.000,61.912,55.115,33.827,15.474,9.265,4.500,8.250,87.939,240.000,12.667,17.572,37.500,18.750,12.667,17.572,18.750,12.667,17.572,37.500,18.750,49.530,44.092,27.062,12.379,7.412,6.600
B51157,3.051,30.000,32.197,28.778,34.446,9.321,6.026,4.500,8.250,57.251,240.000,16.075,16.966,37.500,18.750,16.075,16.966,18.750,16.075,16.966,37.500,18.750,25.758,23.023,27.557,7.457,4.821,6.600
B51163,2.525,30.000,39.933,35.648,35.619,9.606,6.014,4.500,8.250,57.163,240.000,10.192,13.487,37.500,18.750,10.192,13.487,18.750,10.192,13.487,37.500,18.750,31.946,28.519,28.495,7.685,4.811,6.600
B51165,2.895,30.000,55.350,49.273,33.609,15.228,9.662,4.500,8.250,91.726,240.000,9.979,12.587,37.500,18.750,9.979,12.587,18.750,9.979,12.587,37.500,18.750,44.280,39.419,26.887,12.183,7.730,6.600
B51171,2.979,30.000,42.181,37.583,34.762,11.548,6.961,4.500,8.250,66.114,240.000,12.884,14.562,37.500,18.750,12.884,14.562,18.750,12.884,14.562,37.500,18.750,33.745,30.067,27.809,9.239,5.568,6.600
B51187,2.863,30.000,40.743,36.332,34.722,9.013,5.948,4.500,8.250,56.519,240.000,10.727,14.859,37.500,18.750,10.727,14.859,18.750,10.727,14.859,37.500,18.750,32.595,29.066,27.778,7.210,4.758,6.600
B54023,2.781,30.000,42.005,37.574,36.124,9.666,5.992,4.500,8.250,56.926,240.000,7.949,12.574,37.500,18.750,7.949,12.574,18.750,7.949,12.574,37.500,18.750,33.604,30.059,28.899,7.733,4.793,6.600
B54031,2.823,30.000,53.761,47.998,35.282,10.442,7.931,4.500,8.250,75.291,240.000,8.273,12.362,37.500,18.750,8.273,12.362,18.750,8.273,12.362,37.500,18.750,43.009,38.398,28.226,8.353,6.345,6.600
B54057,2.542,30.000,36.953,33.054,35.218,8.302,5.297,4.500,8.250,50.352,240.000,6.848,11.499,37.500,18.750,6.848,11.499,18.750,6.848,11.499,37.500,18.750,29.563,26.443,28.174,6.641,4.237,6.600
B54071,2.723,30.000,39.001,34.904,36.284,10.169,6.748,4.500,8.250,64.082,240.000,11.662,13.325,37.500,18.750,11.662,13.325,18.750,11.662,13.325,37.500,18.750,31.201,27.923,29.027,8.135,5.398,6.600
C42009,3.003,30.000,36.452,32.605,33.843,7.705,8.853,4.500,8.250,84.132,240.000,12.013,15.030,37.500,18.750,12.013,15.030,18.750,12.013,15.030,37.500,18.750,29.162,26.084,27.074,6.164,7.082,6.600
C51015,2.545,30.000,44.055,39.291,32.391,11.098,6.611,4.500,8.250,62.814,240.000,10.645,12.614,37.500,18.750,10.645,12.614,18.750,10.645,12.614,37.500,18.750,35.244,31.433,25.913,8.878,5.289,6.600
C51165,3.241,30.000,55.939,49.791,34.055,15.307,9.738,4.500,8.250,92.431,240.000,14.336,18.247,37.500,18.750,14.336,18.247,18.750,14.336,18.247,37.500,18.750,44.751,39.833,27.244,12.246,7.790,6.600
F10005,3.740,30.000,44.232,39.353,60.689,6.822,14.979,4.500,8.250,142.191,240.000,18.609,22.260,37.500,18.750,18.609,22.260,18.750,18.609,22.260,37.500,18.750,35.385,31.483,48.551,5.457,11.983,6.600
F11001,3.957,30.000,26.702,23.757,30.069,4.975,5.201,4.500,8.250,49.381,240.000,8.635,21.339,37.500,18.750,8.635,21.339,18.750,8.635,21.339,37.500,18.750,21.361,19.006,24.055,3.980,4.160,6.600
F24001,2.680,30.000,37.025,33.105,34.715,7.398,6.344,4.500,8.250,60.290,240.000,9.580,12.772,37.500,18.750,9.580,12.772,18.750,9.580,12.772,37.500,18.750,29.620,26.484,27.772,5.919,5.075,6.600
F24003,3.675,30.000,26.725,23.831,38.140,5.711,8.063,4.500,8.250,76.577,240.000,17.750,20.928,37.500,18.750,17.750,20.928,18.750,17.750,20.928,37.500,18.750,21.380,19.065,30.512,4.569,6.450,6.600
