A51079,0.098,0.800,2.126,2.104,2.483,0.973,0.690,0.400,0.700,8.282,85.000,0.648,2.268,7.000,3.500,0.648,2.268,3.500,0.648,2.268,7.000,3.500,1.913,1.894,2.235,0.875,0.621,0.360
A51085,0.101,0.800,1.939,1.929,2.314,0.711,0.732,0.400,0.700,8.788,85.000,0.440,2.038,7.000,3.500,0.440,2.038,3.500,0.440,2.038,7.000,3.500,1.745,1.736,2.082,0.640,0.659,0.360
A51087,0.104,0.800,1.978,1.972,2.529,0.867,0.684,0.400,0.700,8.211,85.000,0.501,2.099,7.000,3.500,0.501,2.099,3.500,0.501,2.099,7.000,3.500,1.780,1.774,2.276,0.781,0.616,0.360
A51091,0.095,0.800,2.410,2.486,2.417,0.784,0.518,0.400,0.700,6.218,85.000,0.792,2.092,7.000,3.500,0.792,2.092,3.500,0.792,2.092,7.000,3.500,2.169,2.238,2.175,0.706,0.467,0.360
A51093,0.099,0.800,2.446,2.438,2.231,0.702,0.846,0.400,0.700,10.157,85.000,0.348,2.261,7.000,3.500,0.348,2.261,3.500,0.348,2.261,7.000,3.500,2.201,2.194,2.008,0.632,0.761,0.360
A51095,0.098,0.800,1.808,1.797,2.354,0.737,0.711,0.400,0.700,8.526,85.000,0.843,2.311,7.000,3.500,0.843,2.311,3.500,0.843,2.311,7.000,3.500,1.627,1.617,2.119,0.663,0.640,0.360
A51097,0.099,0.800,1.884,1.874,2.403,0.772,0.584,0.400,0.700,7.012,85.000,0.360,2.084,7.000,3.500,0.360,2.084,3.500,0.360,2.084,7.000,3.500,1.696,1.687,2.163,0.695,0.526,0.360
A51099,0.099,0.800,2.099,2.092,2.522,0.901,0.674,0.400,0.700,8.095,85.000,0.718,2.156,7.000,3.500,0.718,2.156,3.500,0.718,2.156,7.000,3.500,1.889,1.882,2.270,0.811,0.607,0.360
A51101,0.100,0.800,1.886,1.877,2.527,0.722,0.674,0.400,0.700,8.086,85.000,0.375,2.063,7.000,3.500,0.375,2.063,3.500,0.375,2.063,7.000,3.500,1.697,1.689,2.274,0.649,0.606,0.360
A51103,0.100,0.800,1.825,1.817,2.162,0.613,0.628,0.400,0.700,7.537,85.000,0.833,2.248,7.000,3.500,0.833,2.248,3.500,0.833,2.248,7.000,3.500,1.643,1.635,1.946,0.552,0.565,0.360
A51107,0.101,0.800,1.898,1.885,2.470,0.755,0.667,0.400,0.700,8.003,85.000,0.473,1.981,7.000,3.500,0.473,1.981,3.500,0.473,1.981,7.000,3.500,1.708,1.696,2.223,0.680,0.600,0.360
A51109,0.098,0.800,2.020,2.004,2.454,0.982,0.720,0.400,0.700,8.643,85.000,0.620,2.051,7.000,3.500,0.620,2.051,3.500,0.620,2.051,7.000,3.500,1.818,1.804,2.209,0.884,0.648,0.360
A51113,0.098,0.800,1.923,1.907,2.449,0.944,0.708,0.400,0.700,8.499,85.000,0.539,2.145,7.000,3.500,0.539,2.145,3.500,0.539,2.145,7.000,3.500,1.730,1.716,2.204,0.849,0.637,0.360
A51115,0.095,0.800,1.684,1.677,2.178,0.697,0.634,0.400,0.700,7.609,85.000,0.829,2.296,7.000,3.500,0.829,2.296,3.500,0.829,2.296,7.000,3.500,1.516,1.509,1.960,0.627,0.571,0.360
A51119,0.097,0.800,1.788,1.778,1.853,0.756,0.639,0.400,0.700,7.671,85.000,0.787,2.244,7.000,3.500,0.787,2.244,3.500,0.787,2.244,7.000,3.500,1.609,1.601,1.668,0.680,0.575,0.360
A51121,0.095,0.800,2.364,2.342,2.299,0.635,0.579,0.400,0.700,6.944,85.000,0.470,1.830,7.000,3.500,0.470,1.830,3.500,0.470,1.830,7.000,3.500,2.128,2.108,2.069,0.571,0.521,0.360
A51125,0.096,0.800,1.778,1.760,2.399,0.651,0.580,0.400,0.700,6.954,85.000,0.691,2.157,7.000,3.500,0.691,2.157,3.500,0.691,2.157,7.000,3.500,1.600,1.584,2.159,0.586,0.522,0.360
A51127,0.099,0.800,1.841,1.831,2.376,0.714,0.581,0.400,0.700,6.974,85.000,0.527,2.122,7.000,3.500,0.527,2.122,3.500,0.527,2.122,7.000,3.500,1.656,1.648,2.139,0.642,0.523,0.360
A51131,0.096,0.800,1.636,1.628,2.333,0.597,0.543,0.400,0.700,6.517,85.000,0.936,2.257,7.000,3.500,0.936,2.257,3.500,0.936,2.257,7.000,3.500,1.472,1.465,2.100,0.538,0.489,0.360
A51133,0.100,0.800,1.834,1.825,2.373,0.654,0.616,0.400,0.700,7.390,85.000,0.815,2.209,7.000,3.500,0.815,2.209,3.500,0.815,2.209,7.000,3.500,1.650,1.642,2.135,0.588,0.554,0.360
A51135,0.098,0.800,2.359,2.340,2.343,1.508,0.753,0.400,0.700,9.037,85.000,0.513,2.150,7.000,3.500,0.513,2.150,3.500,0.513,2.150,7.000,3.500,2.123,2.106,2.109,1.357,0.678,0.360
A51137,0.098,0.800,1.936,1.921,2.484,0.854,0.690,0.400,0.700,8.276,85.000,0.516,2.102,7.000,3.500,0.516,2.102,3.500,0.516,2.102,7.000,3.500,1.743,1.729,2.235,0.769,0.621,0.360
A51139,0.104,0.800,4.854,4.834,2.618,3.950,1.089,0.400,0.700,13.081,85.000,0.421,1.905,7.000,3.500,0.421,1.905,3.500,0.421,1.905,7.000,3.500,4.369,4.351,2.356,3.555,0.980,0.360
A51145,0.098,0.800,1.994,1.976,2.495,0.862,0.701,0.400,0.700,8.407,85.000,0.608,2.088,7.000,3.500,0.608,2.088,3.500,0.608,2.088,7.000,3.500,1.795,1.779,2.246,0.776,0.631,0.360
A51147,0.097,0.800,1.999,1.979,2.273,0.791,0.663,0.400,0.700,7.955,85.000,0.492,2.033,7.000,3.500,0.492,2.033,3.500,0.492,2.033,7.000,3.500,1.799,1.781,2.046,0.712,0.597,0.360
A51149,0.103,0.800,2.256,2.251,2.482,0.868,0.697,0.400,0.700,8.369,85.000,0.467,2.193,7.000,3.500,0.467,2.193,3.500,0.467,2.193,7.000,3.500,2.030,2.026,2.234,0.781,0.627,0.360
A51153,0.102,0.800,2.104,2.093,2.646,0.957,0.723,0.400,0.700,8.676,85.000,0.585,2.022,7.000,3.500,0.585,2.022,3.500,0.585,2.022,7.000,3.500,1.893,1.884,2.381,0.861,0.651,0.360
A51157,0.099,0.800,1.803,1.786,2.509,0.696,0.599,0.400,0.700,7.191,85.000,0.616,2.079,7.000,3.500,0.616,2.079,3.500,0.616,2.079,7.000,3.500,1.622,1.607,2.258,0.626,0.539,0.360
A51159,0.100,0.800,1.830,1.831,2.161,0.730,0.602,0.400,0.700,7.220,85.000,0.497,2.105,7.000,3.500,0.497,2.105,3.500,0.497,2.105,7.000,3.500,1.647,1.648,1.945,0.657,0.542,0.360
A51161,0.095,0.800,2.628,2.608,2.350,1.430,0.704,0.400,0.700,8.445,85.000,0.541,1.888,7.000,3.500,0.541,1.888,3.500,0.541,1.888,7.000,3.500,2.365,2.347,2.115,1.287,0.633,0.360
A51163,0.094,0.800,2.455,2.435,2.349,0.625,0.575,0.400,0.700,6.901,85.000,0.519,1.990,7.000,3.500,0.519,1.990,3.500,0.519,1.990,7.000,3.500,2.209,2.192,2.114,0.562,0.518,0.360
A51165,0.106,0.800,4.581,4.565,2.793,4.171,1.162,0.400,0.700,13.961,85.000,0.356,1.874,7.000,3.500,0.356,1.874,3.500,0.356,1.874,7.000,3.500,4.123,4.108,2.514,3.754,1.046,0.360
A51171,0.100,0.800,3.141,3.126,2.574,1.765,0.740,0.400,0.700,8.882,85.000,0.393,1.816,7.000,3.500,0.393,1.816,3.500,0.393,1.816,7.000,3.500,2.827,2.813,2.317,1.588,0.666,0.360
A51177,0.099,0.800,1.880,1.867,2.440,0.702,0.727,0.400,0.700,8.720,85.000,0.574,2.071,7.000,3.500,0.574,2.071,3.500,0.574,2.071,7.000,3.500,1.692,1.681,2.196,0.632,0.654,0.360
A51179,0.101,0.800,1.935,1.927,2.542,1.331,0.682,0.400,0.700,8.189,85.000,0.554,2.072,7.000,3.500,0.554,2.072,3.500,0.554,2.072,7.000,3.500,1.742,1.735,2.288,1.198,0.614,0.360
A51181,0.098,0.800,2.135,2.127,2.209,0.696,5.190,0.400,0.700,62.325,85.000,0.506,2.264,7.000,3.500,0.506,2.264,3.500,0.506,2.264,7.000,3.500,1.921,1.914,1.988,0.627,4.671,0.360
A51187,0.098,0.800,2.770,2.753,2.475,0.714,0.587,0.400,0.700,7.042,85.000,0.413,1.828,7.000,3.500,0.413,1.828,3.500,0.413,1.828,7.000,3.500,2.493,2.477,2.227,0.643,0.528,0.360
A51193,0.099,0.800,1.932,1.921,2.318,0.590,0.591,0.400,0.700,7.090,85.000,0.502,2.099,7.000,3.500,0.502,2.099,3.500,0.502,2.099,7.000,3.500,1.738,1.729,2.086,0.531,0.532,0.360
A51199,0.100,0.800,2.107,2.104,2.389,1.977,1.049,0.400,0.700,12.595,85.000,0.836,2.348,7.000,3.500,0.836,2.348,3.500,0.836,2.348,7.000,3.500,1.896,1.894,2.150,1.779,0.945,0.360
A51510,0.106,0.800,2.004,1.992,2.265,0.861,0.551,0.400,0.700,6.610,85.000,0.241,2.097,7.000,3.500,0.241,2.097,3.500,0.241,2.097,7.000,3.500,1.804,1.793,2.038,0.775,0.496,0.360
A51530,0.093,0.800,1.780,1.759,2.339,0.602,0.440,0.400,0.700,5.274,85.000,0.499,2.036,7.000,3.500,0.499,2.036,3.500,0.499,2.036,7.000,3.500,1.602,1.583,2.105,0.542,0.396,0.360
A51540,0.099,0.800,1.805,1.788,2.109,0.704,0.485,0.400,0.700,5.816,85.000,0.581,2.289,7.000,3.500,0.581,2.289,3.500,0.581,2.289,7.000,3.500,1.625,1.609,1.898,0.633,0.436,0.360
A51550,0.099,0.800,1.640,1.640,2.523,0.778,0.844,0.400,0.700,10.133,85.000,0.809,2.354,7.000,3.500,0.809,2.354,3.500,0.809,2.354,7.000,3.500,1.476,1.476,2.271,0.700,0.760,0.360
A51570,0.104,0.800,1.917,1.904,2.161,0.806,0.527,0.400,0.700,6.319,85.000,0.709,2.235,7.000,3.500,0.709,2.235,3.500,0.709,2.235,7.000,3.500,1.725,1.714,1.945,0.726,0.474,0.360
A51580,0.094,0.800,1.808,1.786,2.371,0.619,0.447,0.400,0.700,5.363,85.000,0.535,1.823,7.000,3.500,0.535,1.823,3.500,0.535,1.823,7.000,3.500,1.627,1.608,2.134,0.557,0.403,0.360
A51600,0.107,0.800,2.104,2.088,2.463,0.891,0.567,0.400,0.700,6.803,85.000,0.594,2.240,7.000,3.500,0.594,2.240,3.500,0.594,2.240,7.000,3.500,1.893,1.879,2.216,0.802,0.510,0.360
A51610,0.108,0.800,2.127,2.111,2.491,0.906,0.573,0.400,0.700,6.883,85.000,0.304,2.215,7.000,3.500,0.304,2.215,3.500,0.304,2.215,7.000,3.500,1.915,1.900,2.242,0.816,0.516,0.360
A51630,0.102,0.800,1.900,1.883,2.220,0.763,0.511,0.400,0.700,6.127,85.000,0.410,2.101,7.000,3.500,0.410,2.101,3.500,0.410,2.101,7.000,3.500,1.710,1.695,1.998,0.687,0.460,0.360
A51650,0.091,0.800,1.560,1.546,1.736,0.580,0.428,0.400,0.700,5.130,85.000,0.772,2.258,7.000,3.500,0.772,2.258,3.500,0.772,2.258,7.000,3.500,1.404,1.391,1.562,0.522,0.385,0.360
A51660,0.107,0.800,2.215,2.194,2.851,0.874,0.559,0.400,0.700,6.705,85.000,0.376,1.911,7.000,3.500,0.376,1.911,3.500,0.376,1.911,7.000,3.500,1.993,1.975,2.566,0.786,0.503,0.360
A51670,0.117,0.800,2.512,2.502,2.873,1.183,0.692,0.400,0.700,8.311,85.000,0.756,2.409,7.000,3.500,0.756,2.409,3.500,0.756,2.409,7.000,3.500,2.261,2.252,2.586,1.065,0.622,0.360
A51678,0.094,0.800,1.789,1.768,2.350,0.608,0.443,0.400,0.700,5.305,85.000,0.426,2.005,7.000,3.500,0.426,2.005,3.500,0.426,2.005,7.000,3.500,1.611,1.591,2.115,0.547,0.398,0.360
A51680,0.097,0.800,1.749,1.732,2.043,0.669,0.470,0.400,0.700,5.631,85.000,0.496,2.087,7.000,3.500,0.496,2.087,3.500,0.496,2.087,7.000,3.500,1.574,1.559,1.839,0.602,0.423,0.360
A51683,0.104,0.800,1.975,1.959,2.310,0.810,0.531,0.400,0.700,6.376,85.000,0.857,2.159,7.000,3.500,0.857,2.159,3.500,0.857,2.159,7.000,3.500,1.778,1.763,2.079,0.729,0.478,0.360
A51685,0.104,0.800,1.989,1.972,2.327,0.820,0.535,0.400,0.700,6.425,85.000,0.874,2.178,7.000,3.500,0.874,2.178,3.500,0.874,2.178,7.000,3.500,1.790,1.775,2.095,0.738,0.482,0.360
A51700,0.100,0.800,1.792,1.779,2.012,0.727,0.492,0.400,0.700,5.902,85.000,0.805,2.340,7.000,3.500,0.805,2.340,3.500,0.805,2.340,7.000,3.500,1.613,1.601,1.810,0.654,0.443,0.360
A51710,0.103,0.800,1.903,1.891,2.145,0.798,0.523,0.400,0.700,6.273,85.000,0.821,2.407,7.000,3.500,0.821,2.407,3.500,0.821,2.407,7.000,3.500,1.713,1.702,1.930,0.718,0.471,0.360
A51730,0.102,0.800,1.849,1.836,2.080,0.763,0.508,0.400,0.700,6.091,85.000,0.451,2.158,7.000,3.500,0.451,2.158,3.500,0.451,2.158,7.000,3.500,1.664,1.652,1.872,0.687,0.457,0.360
A51735,0.090,0.800,1.514,1.500,1.682,0.551,0.416,0.400,0.700,4.980,85.000,0.757,2.229,7.000,3.500,0.757,2.229,3.500,0.757,2.229,7.000,3.500,1.363,1.350,1.514,0.496,0.374,0.360
A51740,0.104,0.800,1.927,1.914,2.173,0.813,0.529,0.400,0.700,6.353,85.000,0.820,2.423,7.000,3.500,0.820,2.423,3.500,0.820,2.423,7.000,3.500,1.734,1.723,1.956,0.731,0.476,0.360
A51760,0.105,0.800,1.969,1.956,2.223,0.839,0.541,0.400,0.700,6.492,85.000,0.508,2.124,7.000,3.500,0.508,2.124,3.500,0.508,2.124,7.000,3.500,1.772,1.761,2.001,0.755,0.487,0.360
A51790,0.098,0.800,1.924,1.903,2.509,0.692,0.479,0.400,0.700,5.748,85.000,0.403,1.921,7.000,3.500,0.403,1.921,3.500,0.403,1.921,7.000,3.500,1.732,1.713,2.258,0.623,0.431,0.360
A51800,0.098,0.800,1.895,1.886,2.208,0.688,0.636,0.400,0.700,7.633,85.000,0.697,2.259,7.000,3.500,0.697,2.259,3.500,0.697,2.259,7.000,3.500,1.706,1.698,1.987,0.619,0.573,0.360
A51810,0.097,0.800,1.732,1.732,2.341,0.731,0.784,0.400,0.700,9.411,85.000,0.811,2.351,7.000,3.500,0.811,2.351,3.500,0.811,2.351,7.000,3.500,1.559,1.558,2.107,0.658,0.706,0.360
A51820,0.100,0.800,1.973,1.952,2.565,0.722,0.492,0.400,0.700,5.906,85.000,0.832,2.343,7.000,3.500,0.832,2.343,3.500,0.832,2.343,7.000,3.500,1.776,1.756,2.309,0.650,0.443,0.360
A51830,0.099,0.800,1.773,1.760,1.990,0.715,0.487,0.400,0.700,5.840,85.000,0.871,2.376,7.000,3.500,0.871,2.376,3.500,0.871,2.376,7.000,3.500,1.596,1.584,1.791,0.644,0.438,0.360
A51840,0.099,0.800,1.945,1.924,2.533,0.705,0.485,0.400,0.700,5.815,85.000,0.403,1.872,7.000,3.500,0.403,1.872,3.500,0.403,1.872,7.000,3.500,1.751,1.731,2.279,0.635,0.436,0.360
A54003,0.100,0.800,2.017,1.999,2.581,0.924,0.585,0.400,0.700,7.015,85.000,0.404,1.857,7.000,3.500,0.404,1.857,3.500,0.404,1.857,7.000,3.500,1.815,1.799,2.323,0.831,0.526,0.360
A54023,0.102,0.800,2.344,2.320,2.653,1.978,0.655,0.400,0.700,7.857,85.000,1.093,2.481,7.000,3.500,1.093,2.481,3.500,1.093,2.481,7.000,3.500,2.109,2.088,2.388,1.780,0.589,0.360
A54027,0.097,0.800,2.013,1.994,2.481,0.857,0.535,0.400,0.700,6.415,85.000,0.463,1.775,7.000,3.500,0.463,1.775,3.500,0.463,1.775,7.000,3.500,1.812,1.794,2.233,0.771,0.481,0.360
A54031,0.100,0.800,3.280,3.252,2.686,2.667,0.917,0.400,0.700,11.016,85.000,0.623,1.862,7.000,3.500,0.623,1.862,3.500,0.623,1.862,7.000,3.500,2.952,2.927,2.417,2.400,0.826,0.360
A54037,0.100,0.800,1.874,1.859,2.580,1.002,0.607,0.400,0.700,7.283,85.000,0.347,1.858,7.000,3.500,0.347,1.858,3.500,0.347,1.858,7.000,3.500,1.687,1.673,2.322,0.902,0.546,0.360
A54057,0.099,0.800,2.071,2.050,2.414,1.001,0.532,0.400,0.700,6.380,85.000,0.631,2.079,7.000,3.500,0.631,2.079,3.500,0.631,2.079,7.000,3.500,1.864,1.845,2.173,0.901,0.479,0.360
A54063,0.095,0.800,1.863,1.842,2.410,0.791,0.551,0.400,0.700,6.609,85.000,0.623,1.836,7.000,3.500,0.623,1.836,3.500,0.623,1.836,7.000,3.500,1.676,1.657,2.169,0.712,0.496,0.360
A54065,0.099,0.800,2.024,2.003,2.547,0.685,0.566,0.400,0.700,6.790,85.000,0.607,1.896,7.000,3.500,0.607,1.896,3.500,0.607,1.896,7.000,3.500,1.822,1.803,2.292,0.616,0.509,0.360
A54071,0.097,0.800,1.957,1.934,2.477,2.290,0.727,0.400,0.700,8.722,85.000,0.455,1.689,7.000,3.500,0.455,1.689,3.500,0.455,1.689,7.000,3.500,1.761,1.740,2.229,2.061,0.654,0.360
A54077,0.104,0.800,1.991,1.976,2.812,0.768,0.650,0.400,0.700,7.801,85.000,1.791,2.883,7.000,3.500,1.791,2.883,3.500,1.791,2.883,7.000,3.500,1.792,1.778,2.530,0.691,0.585,0.360
A54093,0.104,0.800,1.951,1.935,2.660,0.793,0.595,0.400,0.700,7.142,85.000,2.042,3.091,7.000,3.500,2.042,3.091,3.500,2.042,3.091,7.000,3.500,1.756,1.741,2.394,0.714,0.536,0.360
B24001,0.099,0.800,2.093,2.073,2.472,0.660,0.642,0.400,0.700,7.699,85.000,0.695,2.085,7.000,3.500,0.695,2.085,3.500,0.695,2.085,7.000,3.500,1.884,1.866,2.225,0.594,0.578,0.360
B24021,0.104,0.800,1.993,1.978,2.678,0.633,1.229,0.400,0.700,14.739,85.000,0.531,2.151,7.000,3.500,0.531,2.151,3.500,0.531,2.151,7.000,3.500,1.794,1.780,2.411,0.570,1.106,0.360
B42001,0.104,0.800,2.269,2.250,2.761,1.544,0.977,0.400,0.700,11.730,85.000,1.070,2.382,7.000,3.500,1.070,2.382,3.500,1.070,2.382,7.000,3.500,2.042,2.025,2.485,1.390,0.880,0.360
B42009,0.100,0.800,1.951,1.930,2.522,0.763,0.877,0.400,0.700,10.524,85.000,0.797,1.978,7.000,3.500,0.797,1.978,3.500,0.797,1.978,7.000,3.500,1.756,1.737,2.270,0.687,0.790,0.360
B42015,0.101,0.800,1.903,1.884,2.552,0.679,0.912,0.400,0.700,10.946,85.000,0.846,2.128,7.000,3.500,0.846,2.128,3.500,0.846,2.128,7.000,3.500,1.712,1.696,2.297,0.611,0.821,0.360
B42027,0.100,0.800,1.837,1.819,2.507,0.801,0.963,0.400,0.700,11.546,85.000,0.728,2.276,7.000,3.500,0.728,2.276,3.500,0.728,2.276,7.000,3.500,1.653,1.637,2.256,0.721,0.866,0.360
B42035,0.101,0.800,1.883,1.864,2.490,0.939,1.233,0.400,0.700,14.787,85.000,0.713,2.173,7.000,3.500,0.713,2.173,3.500,0.713,2.173,7.000,3.500,1.695,1.678,2.241,0.845,1.109,0.360
B42041,0.104,0.800,2.103,2.083,2.679,0.975,1.316,0.400,0.700,15.786,85.000,0.474,2.218,7.000,3.500,0.474,2.218,3.500,0.474,2.218,7.000,3.500,1.892,1.875,2.411,0.877,1.184,0.360
B42043,0.107,0.800,2.248,2.229,2.813,1.506,1.320,0.400,0.700,15.836,85.000,0.748,2.167,7.000,3.500,0.748,2.167,3.500,0.748,2.167,7.000,3.500,2.024,2.006,2.532,1.356,1.188,0.360
B42055,0.103,0.800,2.147,2.127,2.674,1.456,1.539,0.400,0.700,18.462,85.000,0.606,2.077,7.000,3.500,0.606,2.077,3.500,0.606,2.077,7.000,3.500,1.932,1.914,2.406,1.310,1.385,0.360
B42079,0.100,0.800,1.827,1.809,2.555,0.682,0.838,0.400,0.700,10.051,85.000,1.089,2.371,7.000,3.500,1.089,2.371,3.500,1.089,2.371,7.000,3.500,1.645,1.629,2.299,0.614,0.754,0.360
B42081,0.100,0.800,1.843,1.825,2.532,0.792,0.908,0.400,0.700,10.896,85.000,0.620,2.046,7.000,3.500,0.620,2.046,3.500,0.620,2.046,7.000,3.500,1.659,1.642,2.279,0.713,0.817,0.360
B42119,0.102,0.800,2.001,1.982,2.654,1.850,1.553,0.400,0.700,18.639,85.000,0.711,2.092,7.000,3.500,0.711,2.092,3.500,0.711,2.092,7.000,3.500,1.801,1.783,2.388,1.665,1.398,0.360
B42131,0.100,0.800,1.845,1.827,2.519,0.632,0.776,0.400,0.700,9.313,85.000,0.997,2.334,7.000,3.500,0.997,2.334,3.500,0.997,2.334,7.000,3.500,1.661,1.644,2.267,0.569,0.699,0.360
B51003,0.100,0.800,1.895,1.878,2.557,0.727,0.628,0.400,0.700,7.536,85.000,0.625,2.349,7.000,3.500,0.625,2.349,3.500,0.625,2.349,7.000,3.500,1.706,1.691,2.302,0.654,0.565,0.360
B51009,0.096,0.800,1.802,1.783,2.326,0.656,0.585,0.400,0.700,7.022,85.000,0.987,2.251,7.000,3.500,0.987,2.251,3.500,0.987,2.251,7.000,3.500,1.622,1.605,2.093,0.591,0.527,0.360
B51015,0.098,0.800,3.037,3.018,2.380,1.467,0.690,0.400,0.700,8.281,85.000,0.871,2.203,7.000,3.500,0.871,2.203,3.500,0.871,2.203,7.000,3.500,2.733,2.716,2.142,1.321,0.621,0.360
B51017,0.093,0.800,2.231,2.210,2.260,0.632,0.516,0.400,0.700,6.186,85.000,0.699,1.981,7.000,3.500,0.699,1.981,3.500,0.699,1.981,7.000,3.500,2.008,1.989,2.034,0.569,0.464,0.360
B51019,0.095,0.800,1.960,1.938,2.317,0.659,0.625,0.400,0.700,7.497,85.000,0.475,2.003,7.000,3.500,0.475,2.003,3.500,0.475,2.003,7.000,3.500,1.764,1.744,2.085,0.593,0.562,0.360
B51023,0.095,0.800,2.417,2.394,2.344,0.679,0.583,0.400,0.700,6.998,85.000,0.723,2.210,7.000,3.500,0.723,2.210,3.500,0.723,2.210,7.000,3.500,2.175,2.155,2.109,0.611,0.525,0.360
B51061,0.099,0.800,1.943,1.929,2.509,0.704,0.642,0.400,0.700,7.698,85.000,0.578,2.152,7.000,3.500,0.578,2.152,3.500,0.578,2.152,7.000,3.500,1.749,1.736,2.258,0.633,0.577,0.360
B51079,0.101,0.800,2.218,2.197,2.592,1.030,0.715,0.400,0.700,8.586,85.000,0.896,2.367,7.000,3.500,0.896,2.367,3.500,0.896,2.367,7.000,3.500,1.997,1.977,2.333,0.927,0.644,0.360
B51091,0.095,0.800,2.403,2.479,2.409,0.780,0.517,0.400,0.700,6.195,85.000,0.697,2.042,7.000,3.500,0.697,2.042,3.500,0.697,2.042,7.000,3.500,2.163,2.231,2.168,0.702,0.465,0.360
B51113,0.101,0.800,2.004,1.988,2.546,0.995,0.731,0.400,0.700,8.768,85.000,0.813,2.269,7.000,3.500,0.813,2.269,3.500,0.813,2.269,7.000,3.500,1.803,1.789,2.291,0.895,0.658,0.360
B51125,0.098,0.800,1.836,1.819,2.467,0.687,0.596,0.400,0.700,7.145,85.000,0.834,2.230,7.000,3.500,0.834,2.230,3.500,0.834,2.230,7.000,3.500,1.652,1.637,2.221,0.618,0.536,0.360
B51139,0.103,0.800,4.802,4.782,2.556,3.917,1.075,0.400,0.700,12.907,85.000,0.597,2.074,7.000,3.500,0.597,2.074,3.500,0.597,2.074,7.000,3.500,4.322,4.304,2.300,3.525,0.967,0.360
B51157,0.100,0.800,1.861,1.844,2.577,0.732,0.615,0.400,0.700,7.383,85.000,0.785,2.168,7.000,3.500,0.785,2.168,3.500,0.785,2.168,7.000,3.500,1.675,1.660,2.319,0.659,0.554,0.360
B51163,0.095,0.800,2.492,2.473,2.394,0.649,0.586,0.400,0.700,7.027,85.000,0.532,2.067,7.000,3.500,0.532,2.067,3.500,0.532,2.067,7.000,3.500,2.243,2.226,2.154,0.584,0.527,0.360
B51165,0.099,0.800,4.347,4.330,2.513,4.024,1.097,0.400,0.700,13.178,85.000,0.580,1.699,7.000,3.500,0.580,1.699,3.500,0.580,1.699,7.000,3.500,3.913,3.897,2.261,3.622,0.988,0.360
B51171,0.100,0.800,3.132,3.117,2.563,1.759,0.738,0.400,0.700,8.852,85.000,0.674,1.908,7.000,3.500,0.674,1.908,3.500,0.674,1.908,7.000,3.500,2.819,2.805,2.307,1.583,0.664,0.360
B51187,0.099,0.800,2.805,2.788,2.517,0.737,0.597,0.400,0.700,7.160,85.000,0.574,2.019,7.000,3.500,0.574,2.019,3.500,0.574,2.019,7.000,3.500,2.525,2.509,2.265,0.663,0.537,0.360
B54023,0.098,0.800,2.197,2.173,2.481,1.888,0.615,0.400,0.700,7.376,85.000,0.395,1.761,7.000,3.500,0.395,1.761,3.500,0.395,1.761,7.000,3.500,1.977,1.956,2.233,1.699,0.553,0.360
B54031,0.098,0.800,3.221,3.193,2.616,2.631,0.901,0.400,0.700,10.822,85.000,0.464,1.709,7.000,3.500,0.464,1.709,3.500,0.464,1.709,7.000,3.500,2.899,2.874,2.354,2.368,0.811,0.360
B54057,0.096,0.800,1.971,1.951,2.297,0.940,0.505,0.400,0.700,6.053,85.000,0.339,1.759,7.000,3.500,0.339,1.759,3.500,0.339,1.759,7.000,3.500,1.774,1.756,2.067,0.846,0.454,0.360
B54071,0.097,0.800,1.982,1.959,2.507,2.305,0.734,0.400,0.700,8.805,85.000,0.562,1.902,7.000,3.500,0.562,1.902,3.500,0.562,1.902,7.000,3.500,1.784,1.763,2.256,2.075,0.660,0.360
C42009,0.100,0.800,1.951,1.931,2.523,0.763,0.877,0.400,0.700,10.525,85.000,0.682,1.953,7.000,3.500,0.682,1.953,3.500,0.682,1.953,7.000,3.500,1.756,1.738,2.270,0.687,0.790,0.360
C51015,0.096,0.800,2.961,2.942,2.290,1.420,0.669,0.400,0.700,8.028,85.000,0.643,1.922,7.000,3.500,0.643,1.922,3.500,0.643,1.922,7.000,3.500,2.665,2.648,2.061,1.278,0.602,0.360
C51165,0.102,0.800,4.448,4.432,2.634,4.088,1.125,0.400,0.700,13.517,85.000,0.711,2.202,7.000,3.500,0.711,2.202,3.500,0.711,2.202,7.000,3.500,4.003,3.989,2.370,3.679,1.013,0.360
F10005,0.106,0.800,3.804,3.796,2.862,1.487,1.707,0.400,0.700,20.494,85.000,0.730,2.348,7.000,3.500,0.730,2.348,3.500,0.730,2.348,7.000,3.500,3.424,3.416,2.576,1.338,1.536,0.360
F11001,0.108,0.800,1.992,1.982,2.535,0.830,0.574,0.400,0.700,6.894,85.000,0.296,2.140,7.000,3.500,0.296,2.140,3.500,0.296,2.140,7.000,3.500,1.793,1.784,2.282,0.747,0.517,0.360
F24001,0.097,0.800,2.037,2.017,2.406,0.625,0.627,0.400,0.700,7.515,85.000,0.561,1.854,7.000,3.500,0.561,1.854,3.500,0.561,1.854,7.000,3.500,1.834,1.815,2.166,0.563,0.564,0.360
F24003,0.106,0.800,1.986,1.978,2.919,0.876,0.861,0.400,0.700,10.329,85.000,0.797,2.245,7.000,3.500,0.797,2.245,3.500,0.797,2.245,7.000,3.500,1.787,1.780,2.627,0.788,0.775,0.360
