ROMS CELLS,lseg,rseg,weight***
1457,N51099,PL0_5920_0000,0.083333333
1336,N51193,PL0_6141_0000,0.166666667
272,N51193,PL0_6140_0000,0.111111111
244,N51193,PL0_6141_0000,0.333333334
1178,N51001,EL0_5895_0000,0.285714286
197,N24039,EL0_6011_0000,0.04166668
210,N24039,EL0_6003_0000,0.033333333
211,N24039,EL0_6003_0000,0.033333333
1212,N24039,EL0_6003_0000,0.033333333
480,N51059,PL0_5131_0000,0.05
446,N51153,PL0_5491_0000,0.1
436,N51153,PL0_5496_0000,1
426,N51153,PL0_5492_0000,1
382,N51099,PL0_5921_0000,0.500000001
370,N51099,PL0_5922_0000,0.333333333
362,N51099,PL0_5922_0000,0.333333333
1179,N51001,EL0_5895_0000,0.142857143
196,N51001,EL0_5895_0000,0.285714286
203,N24039,EL0_6011_0000,0.12500004
1198,N24039,EL0_6011_0000,0.04166668
1210,N24039,EL0_6011_0000,0.04166668
461,N51059,PL0_5251_0000,0.181818182
461,N51059,PL0_5253_0000,1
376,N51099,PL0_5922_0000,0.333333333
195,N51001,EL0_5895_0000,0.285714286
1187,N24039,EL0_5890_0000,0.02173913
1226,N24039,EL0_6003_0000,0.033333333
490,N51059,PL7_4981_0000,0.2
490,N51059,PL7_4980_0000,1
480,N51059,PL7_4981_0000,0.3
466,N51059,PL0_5131_0000,0.05
196,N24039,EL0_5890_0000,0.02173913
202,N24039,EL0_5890_0000,0.04347826
1224,N24039,EL0_6003_0000,0.066666666
526,N51013,PL7_4962_0000,1
526,N51059,PL7_4962_0000,1
526,N51510,PL7_4962_0000,1
526,N51510,PL7_4965_0000,0.9
526,N51610,PL7_4962_0000,1
516,N51059,PL7_4981_0000,0.2
516,N51510,PL0_5090_0000,1
516,N51510,PL7_4980_0000,0.666666666
516,N51059,PL0_5090_0000,1
480,N51059,PL7_4982_0000,0.25
480,N51059,PL7_4983_0000,1
472,N51059,PL7_4984_0000,1
467,N51059,PL0_5252_0000,1
467,N51059,PL0_5251_0000,0.090909091
201,N24039,EL0_5890_0000,0.04347826
1196,N24039,EL0_5890_0000,0.08695652
536,N51013,PL7_4911_0000,1
536,N51059,PL7_4911_0000,1
536,N51059,PL7_4910_0000,1
536,N51013,PL7_4941_0000,0.666666668
536,N11001,PL7_4941_0000,1
530,N51013,PL7_4941_0000,0.333333334
530,N51013,PL7_4964_0000,1
530,N51510,PL7_4964_0000,1
520,N51510,PL7_4963_0000,1
520,N51510,PL7_4965_0000,0.1
520,N51510,PL7_4980_0000,0.333333333
508,N51059,PL7_4981_0000,0.2
500,N51059,PL7_4981_0000,0.1
500,N51059,PL7_4982_0000,0.25
490,N51059,PL7_4982_0000,0.5
208,N24039,EL0_5890_0000,0.13043478
221,N24039,EL0_5893_0000,0.333333333
221,N24039,EL0_6004_0000,1
536,N11001,PL7_4910_0000,1
536,N11001,PL2_4945_0000,0.246
536,N11001,PL7_4940_0000,0.1
536,N11001,PL7_4942_0000,1
207,N24039,EL0_5890_0000,0.17391304
530,N11001,PL7_4940_0000,0.6
377,N24017,PL0_5790_0000,0.076923077
363,N24017,PL0_5790_0000,0.230769231
1234,N24039,EL0_5893_0000,0.111111111
227,N24039,EL0_5893_0000,0.222222222
382,N24017,PL0_5790_0000,0.076923077
382,N24017,PL0_5791_0000,0.333333333
1269,N24039,EL0_5893_0000,0.111111111
235,N24039,EL0_5893_0000,0.111111111
1249,N24039,EL0_5893_0000,0.111111111
1249,N24039,EL0_6002_0000,1
537,N24033,PL2_4811_0000,1
537,N11001,PL2_4810_0000,0.625
537,N11001,PL2_4811_0000,1
537,N24033,PL2_4810_0000,1
1622,N11001,PL2_4810_0000,0.375
1622,N11001,PL2_4945_0000,0.754
1622,N11001,PL7_4940_0000,0.3
530,N11001,PL7_4960_0000,0.133333334
526,N11001,PL7_4960_0000,0.133333334
520,N11001,PL7_4960_0000,0.4
520,N24031,PL7_4960_0000,1
520,N51059,PL7_4960_0000,1
520,N51107,PL7_4960_0000,1
520,N24033,PL7_4980_0000,0.125
508,N24033,PL7_4980_0000,0.25
500,N24033,PL7_4980_0000,0.125
490,N24033,PL7_4980_0000,0.125
490,N24033,PL1_5061_0000,0.05
473,N24033,PL0_5290_0000,1
473,N24017,PL0_5290_0000,0.625
467,N24017,PL0_5290_0000,0.25
461,N24017,PL0_5290_0000,0.125
461,N24017,PL0_5390_0000,0.5
461,N24033,PL0_5390_0000,1
455,N24017,PL0_5390_0000,0.42
455,N24031,PL0_5390_0000,1
447,N24017,PL0_5390_0000,0.08
437,N24017,PL0_5391_0000,0.2
427,N24017,PL0_5391_0000,0.8
427,N24017,PL0_5392_0000,0.142857143
417,N24017,PL0_5392_0000,0.285714286
409,N24017,PL0_5392_0000,0.285714286
403,N24017,PL0_5392_0000,0.142857143
397,N24017,PL0_5392_0000,0.142857143
397,N24017,PL0_5930_0000,0.1
389,N24017,PL0_5930_0000,0.2
383,N24017,PL0_5930_0000,0.7
389,N24017,PL0_5860_0000,0.999999999
388,N24017,PL0_5791_0000,0.666666666
1391,N24037,PL0_6020_0000,0.066666667
1312,N24037,PL0_5983_0000,0.333333334
1221,N24039,EL0_5890_0000,0.04347826
1249,N24039,EL0_6001_0000,0.01
520,N24033,PL7_4960_0000,0.5
516,N24033,PL7_4980_0000,0.25
501,N24033,PL0_4961_0000,1
501,N24033,PL7_4980_0000,0.125
480,N24033,PL1_5061_0000,0.2
437,N24017,PL0_5581_0000,0.4
389,N24017,PL0_5580_0000,0.2
355,N24017,PL0_5790_0000,0.076923077
347,N24017,PL0_5790_0000,0.076923077
339,N24017,PL0_5790_0000,0.153846154
1437,N24017,PL0_5790_0000,0.076923077
1438,N24017,PL0_5790_0000,0.230769231
313,N24037,PL0_6020_0000,0.866666667
1392,N24037,PL0_5951_0000,0.333333333
1392,N24037,PL0_5950_0000,0.05
303,N24037,PL0_6060_0000,0.15
273,N24037,PL0_6060_0000,0.05
1313,N24037,PL0_5983_0000,0.166666667
1314,N24037,PL0_5983_0000,0.166666667
1300,N24037,PL0_5983_0000,0.333333334
231,N24037,PL0_6110_0000,0.1
1244,N24037,PL0_6110_0000,0.05
1220,N24039,EL0_5890_0000,0.02173913
216,N24039,EL0_5890_0000,0.04347826
1270,N24039,EL0_5892_0000,0.08
235,N24039,EL0_5892_0000,0.16
235,N24039,EL0_6001_0000,0.99
521,N11001,PL7_4960_0000,0.333333333
521,N24033,PL7_4960_0000,0.5
481,N24033,PL1_5061_0000,0.75
397,N24017,PL0_5580_0000,0.6
396,N24017,PL0_5584_0000,0.25
323,N24037,PL0_6020_0000,0.066666667
314,N24037,PL0_5950_0000,0.05
314,N24037,PL0_5951_0000,0.333333333
1413,N24037,PL0_5960_0000,0.111111111
1369,N24037,PL0_6060_0000,0.1
1370,N24037,PL0_6060_0000,0.1
295,N24037,PL0_6060_0000,0.1
1357,N24037,PL0_6060_0000,0.2
287,N24037,PL0_6060_0000,0.1
279,N24037,PL0_6060_0000,0.2
1300,N24037,PL0_5980_0000,0.125
1281,N24037,PL0_5980_0000,0.05
245,N24037,PL0_6110_0000,0.383333333
1273,N24037,PL0_6110_0000,0.1
239,N24037,PL0_6110_0000,0.05
232,N24037,PL0_6110_0000,0.05
232,N24037,WL0_5881_0000,0.375
215,N24039,EL0_5890_0000,0.02173913
1266,N24039,EL0_5892_0000,0.08
1268,N24039,EL0_5892_0000,0.16
481,N24033,PL1_5060_0000,1
447,N24017,PL0_5581_0000,0.6
403,N24017,PL0_5580_0000,0.2
403,N24017,PL0_5582_0000,1
403,N24017,PL0_5585_0000,1
397,N24017,PL0_5583_0000,1
402,N24017,PL0_5584_0000,0.5
323,N24037,PL0_5670_0000,0.1
1412,N24037,PL0_5950_0000,0.1
1412,N24037,PL0_5951_0000,0.333333333
1414,N24037,PL0_5960_0000,0.111111111
1314,N24037,PL0_5980_0000,0.3125
263,N24037,PL0_5980_0000,0.0625
253,N24037,PL0_5980_0000,0.05
1281,N24037,PL0_6110_0000,0.1
1230,N24039,EL0_5890_0000,0.02173913
1265,N24039,EL0_5892_0000,0.16
341,N24017,PL0_5670_0000,0.4
341,N24037,PL0_5670_0000,0.2
1413,N24037,PL0_5950_0000,0.8
315,N24037,PL0_5960_0000,0.777777777
1301,N24037,PL0_5980_0000,0.025
1297,N24039,EL0_5892_0000,0.2
447,N24017,PL0_5450_0000,1
408,N24017,PL0_5440_0000,1
408,N24017,PL0_5584_0000,0.25
1413,N24037,PL0_5952_0000,1
264,N24037,PL0_5980_0000,0.3
1316,N24037,PL0_5980_0000,0.075
253,N24037,PL0_6110_0000,0.166666667
240,N24037,WL0_5881_0000,0.625
1232,N24039,EL0_5890_0000,0.02173913
1264,N24039,EL0_5892_0000,0.08
348,N24017,PL0_5670_0000,0.2
349,N24037,PL0_5670_0000,0.1
315,N24037,PL0_5961_0000,1
315,N24037,PL0_5962_0000,1
225,N24039,EL0_5890_0000,0.04347826
1246,N24039,EL0_5890_0000,0.02173913
226,N24039,EL0_5890_0000,0.04347826
1258,N24039,EL0_5894_0000,0.125
1259,N24039,EL0_5891_0000,0.1
1262,N24039,EL0_5891_0000,0.1
1263,N24039,EL0_5892_0000,0.08
356,N24017,PL0_5670_0000,0.2
357,N24037,PL0_5670_0000,0.5
357,N24037,PL0_5672_0000,1
265,N24037,PL0_5982_0000,0.6
246,N24037,WL0_5880_0000,0.230769231
1257,N24039,EL0_5894_0000,0.25
1260,N24039,EL0_5891_0000,0.3
364,N24017,PL0_5670_0000,0.2
1465,N24037,PL0_5670_0000,0.1
1316,N24037,PL0_5982_0000,0.266666666
1283,N24037,WL0_5880_0000,0.076923077
233,N24039,EL0_5890_0000,0.06521739
234,N24039,EL0_5890_0000,0.06521739
1278,N24039,EL0_5891_0000,0.5
364,N24017,PL0_5671_0000,1
364,N24017,PL2_5800_0000,1
364,N24037,PL0_5671_0000,1
254,N24037,WL0_5880_0000,0.230769231
241,N24039,EL0_5894_0000,0.125
1277,N24039,EL0_5894_0000,0.125
266,N24037,WL0_5880_0000,0.153846154
1284,N24019,EL0_5890_0000,0.333333336
1275,N24039,EL0_5890_0000,0.02173913
1276,N24039,EL0_5890_0000,0.04347826
249,N24039,EL0_5894_0000,0.375
264,N24037,PL0_5982_0000,0.033333333
1275,N24019,EL0_5890_0000,0.047619048
1416,N24037,PL0_5981_0000,1
1416,N24037,PL0_5982_0000,0.1
1318,N24037,WL0_5880_0000,0.076923077
247,N24019,EL0_5890_0000,0.095238096
248,N24019,EL0_5890_0000,0.047619048
1290,N24039,EL0_5765_0000,0.2
1291,N24039,EL0_5765_0000,0.2
257,N24039,EL0_5765_0000,0.4
258,N24039,EL0_5763_0000,0.15
258,N24039,EL0_5765_0000,0.2
259,N24039,EL0_5763_0000,0.8
274,N24037,WL0_5880_0000,0.076923077
1305,N24019,EL0_5890_0000,0.095238096
280,N24037,WL0_5880_0000,0.076923077
255,N24019,EL0_5890_0000,0.095238096
1304,N24019,EL0_5890_0000,0.047619048
256,N24019,EL0_5890_0000,0.047619048
1342,N24037,WL0_5880_0000,0.076923077
1325,N24045,EL0_5761_0000,0.027777778
269,N24039,EL0_5763_0000,0.05
1342,N24037,WL0_4924_0000,0.2
267,N24019,EL0_5890_0000,0.095238096
268,N24019,EL0_5890_0000,0.047619048
277,N24045,EL0_5764_0000,1
1327,N24045,EL0_5761_0000,0.055555556
269,N24039,EL0_5761_0000,0.38
269,N24045,EL0_5761_0000,0.25
288,N24037,WL0_4924_0000,0.4
1320,N24019,EL0_5890_0000,0.047619048
276,N24019,EL0_5766_0000,1
1340,N24019,EL0_5282_0000,0.025
1349,N24019,EL0_4598_0000,0.1
285,N24045,EL0_4598_0000,0.333333334
296,N24037,WL0_4924_0000,0.4
1338,N24019,EL0_5284_0000,0.041666667
1339,N24019,EL0_5284_0000,0.041666667
283,N24019,EL0_5282_0000,0.025
1363,N24019,EL0_4598_0000,0.3
259,N24039,EL0_5761_0000,0.6
259,N24045,EL0_5761_0000,0.166666667
289,N24019,EL0_5284_0000,0.166666668
289,N24019,EL0_5285_0000,0.125
1344,N24019,EL0_5284_0000,0.083333334
1347,N24019,EL0_5283_0000,0.3
1360,N24019,EL0_5282_0000,0.5
1386,N24019,EL0_4598_0000,0.2
1387,N24045,EL0_4598_0000,0.166666667
1410,N24039,EL0_5761_0000,0.02
1410,N24039,EL0_5762_0000,1
1410,N24045,EL0_5761_0000,0.5
1410,N24045,EL0_5762_0000,1
342,N24037,XL0_4953_0000,1.000000001
304,N24037,XL0_4956_0000,0.5
1373,N24019,EL0_5285_0000,0.125
1374,N24019,EL0_5285_0000,0.125
1359,N24019,EL0_5283_0000,0.4
1406,N24019,EL0_4598_0000,0.1
1407,N24045,EL0_4596_0000,1
1407,N24045,EL0_4598_0000,0.166666667
1393,N24037,XL0_4956_0000,0.1875
1372,N24019,EL0_5285_0000,0.375
1377,N24019,EL0_5284_0000,0.125000001
328,N24019,EL0_4598_0000,0.2
1427,N24045,EL0_4598_0000,0.166666667
1410,N24045,EL0_5760_0000,1
342,N24037,XL0_4955_0000,0.1
316,N24037,XL0_4956_0000,0.125
1374,N24019,EL0_5284_0000,0.041666667
1375,N24019,EL0_5284_0000,0.125000001
298,N24019,EL0_5283_0000,0.2
299,N24019,EL0_5282_0000,0.4
329,N24019,EL0_4593_0000,1
329,N24019,EL0_4598_0000,0.1
329,N24045,EL0_4595_0000,1
329,N24045,EL0_4598_0000,0.166666667
329,N24045,EL0_5040_0000,1
384,N24037,XL0_5340_0000,0.333333333
378,N24037,XL0_5344_0000,1
1474,N24037,XL0_5347_0000,0.111111111
372,N24037,XL0_5347_0000,0.222222222
1467,N24037,XL0_5347_0000,0.111111111
366,N24037,XL0_5347_0000,0.222222222
1459,N24037,XL0_5347_0000,0.111111111
358,N24037,XL0_5347_0000,0.222222222
358,N24037,XL0_5349_0000,0.125
350,N24037,XL0_5349_0000,0.5
342,N24037,XL0_5349_0000,0.375
332,N24037,XL0_4955_0000,0.3
324,N24037,XL0_4955_0000,0.2
1416,N24037,XL0_4955_0000,0.1
1417,N24037,XL0_4955_0000,0.1
1418,N24037,XL0_4955_0000,0.1
1429,N24037,XL0_4955_0000,0.1
1430,N24037,XL0_4956_0000,0.0625
1431,N24037,XL0_4956_0000,0.125
1373,N24019,EL0_5284_0000,0.083333334
297,N24019,EL0_5284_0000,0.083333334
1399,N24019,EL0_5280_0000,0.1
1399,N24019,EL0_5283_0000,0.1
1402,N24019,EL0_5282_0000,0.05
329,N24045,EL0_4593_0000,1
438,N24033,XL3_4952_0000,0.25
428,N24033,XL3_4952_0000,0.5
418,N24033,XL0_5340_0000,0.5
418,N24033,XL3_4952_0000,0.25
410,N24017,XL0_5340_0000,0.333333333
410,N24033,XL0_5340_0000,0.5
404,N24017,XL0_5340_0000,0.666666666
398,N24037,XL0_5340_0000,0.333333333
390,N24037,XL0_5340_0000,0.333333333
1394,N24019,EL0_5285_0000,0.25
1400,N24019,EL0_5280_0000,0.1
1402,N24019,EL0_5281_0000,0.1
574,N24003,XL3_4710_0000,0.666666578
574,N24033,XL3_4710_0000,0.666666666
1657,N24003,XL3_4710_0000,0.333333289
1657,N24003,XL3_4711_0000,0.5
1657,N24033,XL3_4710_0000,0.333333333
1657,N24033,XL3_4711_0000,0.5
522,N24003,XL3_4711_0000,0.5
522,N24003,XL3_4712_0000,0.333333333
522,N24033,XL3_4711_0000,0.5
482,N24003,XL3_4712_0000,0.666666666
482,N24033,XL3_4712_0000,1
482,N24033,XL1_4691_0000,1
482,N24003,XL3_4713_0000,1
482,N24033,XL3_4713_0000,0.999999999
482,N24009,XL3_4713_0000,1
482,N24033,XL3_4950_0000,0.166666667
475,N24003,XL3_4950_0000,1
475,N24009,XL3_4950_0000,0.4
475,N24033,XL3_4950_0000,0.333333334
469,N24009,XL3_4950_0000,0.4
469,N24033,XL3_4950_0000,0.333333334
462,N24009,XL3_4950_0000,0.2
462,N24033,XL3_4950_0000,0.166666667
456,N24009,XL3_4951_0000,0.333333333
456,N24033,XL3_4951_0000,0.5
449,N24009,XL3_4951_0000,0.333333333
449,N24033,XL3_4951_0000,0.5
439,N24009,XL3_4951_0000,0.333333333
429,N24009,XL3_4952_0000,0.9
305,N24019,EL0_5284_0000,0.083333334
1396,N24019,EL0_5284_0000,0.041666667
307,N24019,EL0_5284_0000,0.041666667
326,N24019,EL0_5280_0000,0.8
1432,N24019,EL0_5151_0000,1
319,N24019,EL0_5281_0000,0.9
329,N24019,EL0_4592_0000,1
329,N10005,EL0_4594_0000,1
329,N10005,EL0_4597_0000,1
329,N24045,EL0_4594_0000,1
329,N24045,EL0_4597_0000,1
419,N24009,XL0_5350_0000,1
419,N24009,XL3_4952_0000,0.1
411,N24009,XL0_5341_0000,0.5
405,N24009,XL0_5341_0000,0.5
405,N24009,XL0_5343_0000,0.1
399,N24009,XL0_5343_0000,0.5
391,N24009,XL0_5343_0000,0.2
317,N24019,EL0_4892_0000,0.133333334
305,N24019,EL0_5590_0000,0.166666668
306,N24019,EL0_5284_0000,0.041666667
306,N24019,EL0_5590_0000,0.111111112
329,N10005,EL0_4591_0000,1
329,N10005,EL2_4630_0000,0.399999953
329,N10005,EL2_4634_0000,1
329,N24011,EL0_4591_0000,1
329,N24019,EL0_4591_0000,1
329,N24019,EL2_4630_0000,1
329,N24019,EL2_4634_0000,1
329,N24045,EL2_4630_0000,1
329,N24045,EL2_4634_0000,1
385,N24009,XL0_5343_0000,0.2
1482,N24009,XL0_5346_0000,0.1
379,N24009,XL0_5346_0000,0.1
1476,N24009,XL0_5346_0000,0.2
373,N24009,XL0_5346_0000,0.1
1469,N24009,XL0_5346_0000,0.5
1470,N24009,XL0_5348_0000,0.066666666
367,N24009,XL0_5348_0000,0.233333333
1461,N24009,XL0_5348_0000,0.116666666
351,N24009,XL0_5348_0000,0.133333333
343,N24009,XL0_4954_0000,0.115384615
332,N24009,XL0_4954_0000,0.046153845
333,N24009,XL0_4954_0000,0.82307692
1429,N24009,XL0_4954_0000,0.015384615
334,N24009,WL0_4925_0000,0.25
1442,N24009,WL0_4925_0000,0.25
325,N24019,EL0_4892_0000,0.266666668
317,N24019,EL0_5590_0000,0.27777778
329,N10005,EL0_4632_0000,1
329,N24011,EL2_4630_0000,1
329,N10005,EL0_4633_0000,1
1482,N24009,XL0_5345_0000,0.1
1450,N24009,WL0_4925_0000,0.25
1443,N24019,EL0_4892_0000,0.400000002
1562,N10005,EL0_4631_0000,1
1562,N10005,EL2_4630_0000,0.6
329,N24045,EL0_4633_0000,1
385,N24009,XL0_5342_0000,1
385,N24009,XL0_5345_0000,0.9
359,N24009,XL0_5348_0000,0.05
325,N24019,EL0_5590_0000,0.055555556
352,N24009,WL0_4925_0000,0.25
335,N24019,EL0_5590_0000,0.333333336
380,N24009,XL0_5348_0000,0.4
360,N24009,WL0_4923_0000,1
345,N24019,EL0_4892_0000,0.066666667
353,N24019,EL0_4892_0000,0.066666667
368,N24009,WL0_4922_0000,0.076923077
361,N24019,EL0_4892_0000,0.066666667
345,N24019,EL0_5262_0000,1
345,N24019,EL0_5590_0000,0.055555556
374,N24009,WL0_4922_0000,0.153846154
361,N24019,EM0_4891_0000,1
361,N24019,EM0_5261_0000,0.5
1478,N24009,WL0_4922_0000,0.076923077
369,N24019,EM0_4887_0000,0.166666667
369,N24019,EM0_5261_0000,0.5
380,N24009,WL0_4922_0000,0.153846154
375,N24019,EM0_4887_0000,0.333333334
386,N24009,WL0_4922_0000,0.153846154
381,N24019,EM0_4887_0000,0.166666667
387,N24019,EM0_4887_0000,0.333333334
392,N24009,WL0_4922_0000,0.076923077
1488,N24019,EM0_5260_0000,0.133333334
400,N24009,WL0_4922_0000,0.153846154
393,N24019,EM0_5260_0000,0.133333334
393,N24019,EM0_5263_0000,1
1493,N24019,EM0_5260_0000,0.066666667
394,N24019,EM0_5260_0000,0.133333334
406,N24009,WL0_4922_0000,0.153846154
1494,N24019,EM0_5260_0000,0.066666667
395,N24019,EM0_4886_0000,1
395,N24019,EM0_5260_0000,0.066666667
1502,N24019,EM0_4885_0000,0.250000001
401,N24019,EM0_5260_0000,0.200000001
1501,N24019,EM0_5260_0000,0.066666667
412,N24009,WL0_4921_0000,1
401,N24019,EM0_4883_0000,0.066666667
1499,N24019,EM0_5260_0000,0.066666667
1503,N24019,EM0_4885_0000,0.708333334
1510,N24019,EM0_4883_0000,0.200000001
1511,N24019,EM0_4883_0000,0.066666667
1512,N24019,EM0_4883_0000,0.066666667
1514,N24019,EM0_4883_0000,0.200000001
1514,N24019,EM0_5260_0000,0.066666667
407,N24019,EM0_4885_0000,0.041666667
420,N24009,WL0_4920_0000,0.047619048
421,N24019,EM0_4883_0000,0.200000001
1515,N24019,EM0_4883_0000,0.066666667
430,N24009,WL0_4920_0000,0.095238096
1516,N24019,EM0_4883_0000,0.066666667
1516,N24019,EM0_4884_0000,0.333333333
413,N24019,EM0_4883_0000,0.066666667
413,N24019,EM0_4884_0000,0.666666667
440,N24009,WL0_4920_0000,0.047619048
431,N24019,EM0_4888_0000,0.1875
450,N24009,WL0_4920_0000,0.714285715
1546,N24019,EM0_4888_0000,0.125
458,N24009,WL0_4920_0000,0.095238096
441,N24019,EM0_4888_0000,0.1875
1549,N24019,EM0_4888_0000,0.125
1551,N24019,EM0_4888_0000,0.0625
1552,N24019,EM0_4888_0000,0.0625
442,N24019,EM0_4889_0000,0.75
1537,N24019,EM0_4881_0000,0.3
1547,N24019,EM0_4888_0000,0.0625
1554,N24019,EM0_4888_0000,0.0625
1555,N24019,EM0_4888_0000,0.0625
432,N24019,EM0_4889_0000,0.25
1529,N24019,EM0_4881_0000,0.2
422,N24019,EM0_4881_0000,0.1
414,N24019,EM0_4881_0000,0.2
1534,N24019,EM0_4881_0000,0.2
445,N24019,EM0_4880_0000,0.375
1570,N24019,EM0_4880_0000,0.625
1570,N24019,EM0_4890_0000,0.25
453,N24011,EM0_4322_0000,1
453,N24019,EM0_4322_0000,1
453,N24019,EM0_4890_0000,0.75
453,N24011,EM0_4323_0000,1
453,N24011,EM4_4740_0000,0.4
1567,N24011,EM4_4740_0000,0.2
452,N24011,EM4_4740_0000,0.2
1570,N24011,EM4_4740_0000,0.2
453,N24011,EM0_4324_0000,1
453,N24011,EM0_4327_0000,1
453,N24011,EM3_4325_0000,1
453,N10001,EM3_4326_0000,0.1
453,N24011,EM3_4321_0000,0.1
573,N10001,EM3_4326_0000,0.9
573,N24011,EM3_4321_0000,0.9
573,N24011,EM3_4320_0000,1
464,N24009,WL0_4772_0000,0.027777778
1548,N24019,EM0_4888_0000,0.0625
470,N24009,WL0_4772_0000,0.055555556
459,N24041,EM0_4876_0000,0.25
1563,N24041,EM0_4876_0000,0.5
1565,N24041,EM0_4876_0000,0.25
1558,N24041,EM0_4882_0000,0.1
1542,N24041,EM0_4882_0000,0.1
423,N24041,EM0_4882_0000,0.5
1534,N24041,EM0_4882_0000,0.05
434,N24041,EM0_4882_0000,0.05
444,N24041,EM0_4882_0000,0.1
1569,N24041,EM0_4882_0000,0.1
453,N24041,EM4_4740_0000,0.111111111
1570,N24041,EM4_4740_0000,0.666666667
452,N24041,EM4_4740_0000,0.222222222
1570,N24041,EM0_4324_0000,0.833333333
453,N24041,EM0_4324_0000,0.166666667
453,N24011,EM2_4101_0000,0.2
453,N24041,EM2_4101_0000,0.2
1656,N24011,EM2_4101_0000,0.2
1656,N24041,EM2_4101_0000,0.2
573,N24011,EM2_4101_0000,0.6
573,N24041,EM2_4101_0000,0.6
573,N24035,EM2_4101_0000,1
471,N24041,EM0_4871_0000,1
476,N24009,WL0_4772_0000,0.027777778
1579,N24041,EM0_4875_0000,0.047619048
1581,N24041,EM0_4875_0000,0.095238096
1577,N24041,EM0_4870_0000,0.025
1578,N24041,EM0_4874_0000,0.024999968
1582,N24041,EM0_4874_0000,0.024999968
484,N24009,WL0_4772_0000,0.861111111
1579,N24041,EM0_4551_0000,0.142857143
477,N24041,EM0_4870_0000,0.05
1594,N24041,EM0_4874_0000,0.050000036
485,N24041,EM0_4551_0000,0.285714286
486,N24041,EM0_4875_0000,0.095238096
498,N24041,EM0_4874_0000,0.4
492,N24009,WL0_4772_0000,0.027777778
1591,N24041,EM0_4870_0000,0.025
487,N24041,EM0_4870_0000,0.1
499,N24041,EM0_4874_0000,0.5
1597,N24003,WL0_4772_0000,0.066666667
493,N24041,EM0_4551_0000,0.142857143
494,N24041,EM0_4875_0000,0.047619048
495,N24041,EM0_4875_0000,0.047619048
496,N24041,EM0_4870_0000,0.025
496,N24041,EM0_4875_0000,0.047619048
1600,N24041,EM0_4870_0000,0.025
497,N24041,EM0_4870_0000,0.025
502,N24003,WL0_4772_0000,0.066666667
503,N24041,EM0_4551_0000,0.142857143
504,N24041,EM0_4875_0000,0.047619048
505,N24041,EM0_4875_0000,0.047619048
507,N24041,EM0_4870_0000,0.025
510,N24003,WL0_4772_0000,0.133333334
511,N24041,EM0_4551_0000,0.285714286
512,N24041,EM0_4875_0000,0.047619048
1604,N24041,EM0_4875_0000,0.095238096
514,N24041,EM0_4870_0000,0.2
515,N24041,EM0_4870_0000,0.5
518,N24003,WL0_4771_0000,1
511,N24041,EU0_4550_0000,0.066666708
1608,N24003,WL0_4772_0000,0.066666667
519,N24041,EU0_4550_0000,0.066666708
513,N24041,EM0_4875_0000,0.047619048
524,N24003,WL0_4772_0000,0.133333334
525,N24041,EU0_4550_0000,0.133333416
1613,N24041,EM0_4875_0000,0.166666667
528,N24003,WL0_4772_0000,0.2
1618,N24041,EM0_4875_0000,0.166666667
1616,N24041,EU0_4873_0000,0.35
1635,N24041,EU0_4700_0000,1
1635,N24041,EU0_4873_0000,0.1
532,N24003,WL0_4772_0000,0.066666667
529,N24041,EU0_4550_0000,0.066666708
1615,N24041,EU0_4873_0000,0.1
1617,N24003,WL0_4772_0000,0.066666667
533,N24041,EU0_4550_0000,0.133333416
1614,N24041,EU0_4873_0000,0.05
538,N24003,WL0_4772_0000,0.133333334
1628,N24035,EU0_4872_0000,0.043478261
534,N24041,EU0_4873_0000,0.2
543,N24035,EU0_4491_0000,0.076923077
1636,N24035,EU0_4872_0000,0.086956522
539,N24041,EU0_4550_0000,0.066666708
1629,N24041,EU0_4550_0000,0.066666708
1632,N24041,EU0_4550_0000,0.066666708
540,N24041,EU0_4873_0000,0.05
541,N24041,EU0_4873_0000,0.1
1624,N24003,WL0_4770_0000,0.8
1639,N24003,WL0_4770_0000,0.1
1640,N24003,WL0_4770_0000,0.1
1640,N24003,WL0_4772_0000,0.066666667
549,N24035,EU0_4491_0000,0.153846154
545,N24041,EU0_4550_0000,0.066666708
546,N24041,EU0_4550_0000,0.066666708
1638,N24003,WL0_4602_0000,0.94
1640,N24003,WL0_4602_0000,0.03
550,N24035,EU0_4872_0000,0.043478261
551,N24041,EU0_4550_0000,0.066666708
552,N24041,EU0_4550_0000,0.066666708
1643,N24041,EU0_4873_0000,0.05
554,N24003,WL0_4602_0000,0.03
555,N24035,EU0_4491_0000,0.076923077
556,N24035,EU0_4872_0000,0.043478261
1641,N24041,EU0_4550_0000,0.066666708
1643,N24035,EU0_4474_0000,0.133333334
1643,N24041,EU0_4474_0000,0.055555556
554,N24003,WL0_4601_0000,0.1
561,N24035,EU0_4491_0000,0.076923077
562,N24035,EU0_4872_0000,0.086956522
557,N24035,EU0_4872_0000,0.043478261
558,N24035,EU0_4474_0000,0.133333334
558,N24041,EU0_4474_0000,0.111111112
559,N24035,EU0_4474_0000,0.066666667
559,N24041,EU0_4474_0000,0.333333333
1652,N24035,EU0_4474_0000,0.066666667
1652,N24041,EU0_4474_0000,0.055555556
1654,N24035,EU0_4474_0000,0.066666667
1654,N24041,EU0_4474_0000,0.333333333
1647,N24003,WL0_4601_0000,0.2
