river,name***
SL1_1700_1780,Shamokin Creek
SL1_1730_1700,Shamokin Creek
SL1_1790_1840,Middle Creek
SL1_2000_2090,Little Swatara Creek
SL1_2190_2350,Cocalico Creek
SL1_2390_2420,Mill Creek
SL1_2670_2370,Branch Creek
SL1_2760_2730,York Indian Rock Dam
SL1_2770_2730,Codorus Creek South Branch
SL1_2830_2760,Codorus Creek West Branch
SL2_1670_1880,Mahanoy Creek
SL2_1810_2030,Mahantango Creek
SL2_1850_1990,Swatara Creek
SL2_1990_2070,Swatara Creek
SL2_2070_2090,Swatara Creek
SL2_2200_2350,Conestoga Creek
SL2_2300_2520,Chickens Creek
SL2_2410_2700,Pequea Creek
SL2_2480_0001,Octoraro Creek
SL2_2540_2370,Conogoguinet Creek
SL2_2750_2720,Muddy Creek
SL2_2910_3060,Deer Creek
SL2_3060_0001,Deer Creek
SL3_1710_1740,Penns Creek
SL3_1740_1840,Penns Creek
SL3_1840_1880,Middle Creek
SL3_1960_2080,Wiconisco Creek
SL3_2260_2050,Sherman Creek
SL3_2290_2260,Sherman Creek
SL3_2350_2470,Conestoga Creek
SL3_2400_2440,Yellow Breeches Creek
SL3_2420_2700,Conestoga Creek
SL3_2440_2380,Yellow Breeches Creek
SL3_2460_2430,Conewago Creek
SL3_2470_2420,Conestoga Creek
SL3_2550_2490,Codorus Creek
SL3_2730_2550,Codorus Creek
SL4_2090_2100,Swatara Creek
SL4_2100_2140,Swatara Creek
SL4_2140_2240,Swatara Creek
SL4_2240_2310,Swatara Creek
SL4_2330_2270,Conogoguinet Creek
SL4_2370_2330,Conogoguinet Creek
SL8_1760_1780,Susquehanna River
SL8_1780_1880,Susquehanna River
SL8_1880_2030,Susquehanna River
SL8_2030_2080,Susquehanna River
SL8_2080_2050,Susquehanna River
SL9_2050_2270,Susquehanna River
SL9_2270_2380,Susquehanna River
SL9_2310_2430,Susquehanna River
SL9_2380_2310,Susquehanna River
SL9_2430_2490,Susquehanna River
SL9_2490_2520,Susquehanna River
SL9_2520_2700,Safe Harbor Dam
SL9_2700_2720,Holtwood Dam
SL9_2720_0001,Conowingo Dam
SL9_2970_0000,Susquehanna River
SL9_2971_0000,Susquehanna River
SU1_0050_0090,Sangerfield River
SU1_0060_0190,Wharton Creek
SU1_0080_0210,Butternut Creek
SU1_0200_0270,Canasawacta Creek
SU1_0330_0560,Owego Creek East Branch
SU1_0380_0400,Susquehanna River
SU1_0390_0560,Owego Creek West Branch
SU1_0410_0480,Wylie Creek
SU1_0660_0710,Tunkhannock Creek
SU1_0820_0740,Cowanesque River
SU1_0840_0831,Hammond Dam
SU1_0940_0900,Schrader Creek
SU1_1480_1500,Black Creek
SU1_1630_1610,Roaring Creek
SU2_0020_0140,Oaks Creek
SU2_0030_0140,Otsego Lake Dam
SU2_0040_0180,Cherry Valley Creek
SU2_0070_0090,Chenango River
SU2_0100_0230,Schenevus Creek
SU2_0110_0240,Otselic River
SU2_0120_0260,Tioughnioga Creek
SU2_0130_0250,Otego Creek
SU2_0150_0220,Charlotte Creek
SU2_0160_0260,Tioughnioga River West Branch
SU2_0210_0300,Butternut Creek
SU2_0280_0430,Genegantslet Creek
SU2_0290_0291,Ouleout Creek
SU2_0291_0320,East Sidney Dam
SU2_0320_0340,Ouleout Creek
SU2_0360_0460,Kelsie Creek
SU2_0440_0550,Nanticoke Creek
SU2_0450_0720,Cayuta Creek
SU2_0470_0590,Catatonk Creek
SU2_0510_0570,Canisteo River
SU2_0560_0590,Owego Creek
SU2_0570_0580,Canisteo River
SU2_0620_0580,Bennetts Creek
SU2_0640_0630,Tuscarora Creek North Branch
SU2_0670_0810,Lackawanna River
SU2_0680_0610,Seeley Creek
SU2_0700_0860,Wyalusing Creek
SU2_0740_0741,Cowanesque River
SU2_0741_0690,Cowanesque Dam
SU2_0760_0960,Meshoppen Creek
SU2_0780_0710,Tunkhannock Creek East Branch
SU2_0800_0850,Sugar Creek
SU2_0830_0831,Tioga River
SU2_0890_0900,Towanda Creek
SU2_0900_0870,Towanda Creek
SU2_0920_0830,Tioga River
SU2_0990_0950,Mehoopany Creek
SU2_1020_0980,Bowman Creek
SU2_1200_1310,Huntington Creek
SU2_1210_1310,Fishing Creek
SU2_1290_1500,Nescopeck Creek
SU2_1550_1620,Catawissa Creek
SU3_0010_0190,Unadilla River
SU3_0090_0170,Chenango River
SU3_0140_0180,Susquehanna River
SU3_0170_0270,Chenango River
SU3_0180_0230,Susquehanna River
SU3_0190_0300,Unadilla River
SU3_0240_0350,Whitney Point Dam
SU3_0370_0490,Cohocton River
SU3_0490_0530,Cohocton River
SU3_0590_0540,Owego Creek
SU3_0710_0910,Tunkhannock Creek
SU3_0770_0690,Tioga River
SU3_0790_0770,Tioga River
SU3_0810_0970,Lackawanna River
SU3_0831_0790,Tioga Dam
SU3_0870_0730,Towanda Creek
SU3_0910_1010,Tunkhannock Creek
SU3_0970_1120,Lackawanna River
SU3_1280_1590,Fishing Creek
SU3_1310_1280,Fishing Creek
SU3_1500_1420,Nescopeck Creek
SU4_0220_0250,Susquehanna River
SU4_0230_0220,Susquehanna River
SU4_0250_0340,Susquehanna River
SU4_0260_0350,Tioughnioga River
SU4_0270_0430,Chenango River
SU4_0300_0310,Unadilla River
SU4_0350_0420,Tioughnioga River
SU4_0430_0420,Chenango River
SU4_0580_0630,Canisteo River
SU4_0630_0650,Canisteo River
SU4_0690_0650,Tioga River
SU5_0310_0400,Susquehanna River
SU5_0340_0310,Susquehanna River
SU5_0400_0460,Susquehanna River
SU5_0420_0500,Chenango River
SU5_0460_0480,Susquehanna River
SU5_0530_0610,Chemung River
SU5_0600_0750,Chemung River
SU5_0610_0600,Chemung River
SU5_0650_0530,Tioga River
SU6_0480_0520,Susquehanna River
SU6_0500_0550,Susquehanna River
SU6_0520_0500,Susquehanna River
SU7_0540_0720,Susquehanna River
SU7_0550_0540,Susquehanna River
SU7_0720_0750,Susquehanna River
SU7_0730_0860,Susquehanna River
SU7_0750_0850,Susquehanna River
SU7_0850_0730,Susquehanna River
SU7_0860_0960,Susquehanna River
SU7_0950_1010,Susquehanna River
SU7_0960_0950,Susquehanna River
SU7_0980_1120,Susquehanna River
SU7_1010_0980,Susquehanna River
SU7_1120_1140,Susquehanna River
SU7_1140_1420,Susquehanna River
SU7_1420_1590,Susquehanna River
SU8_1530_1760,Susquehanna River
SU8_1590_1620,Susquehanna River
SU8_1610_1530,Susquehanna River
SU8_1620_1610,Susquehanna River
SW0_1520_1600,Beech Creek
SW1_1160_1260,Wallis Run
SW1_1170_1270,Sinnemahoning Portage Creek
SW1_1180_1190,Muncy Creek
SW1_1450_1510,Chillisquaque Creek
SW1_1510_1680,Chillisquaque Creek
SW1_1560_1460,White Deer Creek
SW1_1570_1640,Buffalo Creek
SW1_1830_1690,Spring Creek
SW1_1890_1830,Spring Creek
SW1_1910_1890,Spring Creek
SW2_0880_0930,Pine Creek
SW2_1000_1110,Babb Creek
SW2_1030_1060,Little Loyalsock Creek
SW2_1050_0930,Pine Creek West Branch
SW2_1070_1060,Loyalsock Creek
SW2_1100_1130,Kettle Creek
SW2_1190_1410,Muncy Creek
SW2_1240_1270,West Creek
SW2_1360_1430,Bennette Branch
SW2_1770_1690,Bald Eagle Creek
SW2_1950_1940,Susquehanna River West Branch
SW2_2020_1940,Chest Creek
SW3_0930_1110,Pine Creek
SW3_1040_1220,Lycoming Creek
SW3_1060_1260,Loyalsock Creek
SW3_1080_1350,Texas Creek
SW3_1090_1091,Sinnemahoning Creek First Fork
SW3_1091_1380,George B. Stevenson Dam
SW3_1130_1390,Alvin R. Bush Dam
SW3_1220_1320,Lycoming Creek
SW3_1250_1340,Larrys Creek
SW3_1270_1370,Driftwood Branch
SW3_1370_1430,Driftwood Branch
SW3_1380_1490,Sinnemahoning Creek First Fork
SW3_1390_1330,Kettle Creek
SW3_1580_1440,Bald Eagle Creek
SW3_1600_1580,Beech Creek
SW3_1660_1580,Bald Eagle Creek
SW3_1690_1660,Foster Joseph Sayers Dam
SW3_1750_1540,Moshannon Creek
SW3_1800_1650,Clearfield Creek
SW3_1870_1800,Clearfield Creek
SW3_1920_1750,Moshannon Creek
SW4_1110_1150,Pine Creek
SW4_1150_1350,Pine Creek
SW4_1260_1300,Loyalsock Creek
SW4_1430_1490,Bennette Branch
SW4_1490_1400,Sinnemahoning Creek
SW4_1720_1650,Susquehanna River West Branch
SW4_1860_1720,Curwensville Dam
SW4_1940_1860,Susquehanna River West Branch
SW5_1350_1470,Pine Creek
SW5_1540_1400,Susquehanna River West Branch
SW5_1650_1540,Susquehanna River West Branch
SW6_1230_1440,Susquehanna River West Branch
SW6_1330_1230,Susquehanna River West Branch
SW6_1400_1330,Susquehanna River West Branch
SW6_1440_1470,Susquehanna River West Branch
SW7_1300_1410,Susquehanna River West Branch
SW7_1320_1300,Susquehanna River West Branch
SW7_1340_1320,Susquehanna River West Branch
SW7_1410_1460,Susquehanna River West Branch
SW7_1460_1640,Susquehanna River West Branch
SW7_1470_1340,Susquehanna River West Branch
SW7_1640_1680,Susquehanna River West Branch
SW7_1680_1760,Susquehanna River West Branch
WL0_4390_0000,Drains to Tidal Water - No River Simulation
WL0_4391_0000,Drains to Tidal Water - No River Simulation
WL0_4392_0000,Drains to Tidal Water - No River Simulation
WL0_4393_0000,Drains to Tidal Water - No River Simulation
WL0_4394_0000,Drains to Tidal Water - No River Simulation
WL0_4420_0000,Drains to Tidal Water - No River Simulation
WL0_4421_0000,Drains to Tidal Water - No River Simulation
WL0_4422_0000,Drains to Tidal Water - No River Simulation
WL0_4423_0000,Drains to Tidal Water - No River Simulation
WL0_4424_0000,Drains to Tidal Water - No River Simulation
WL0_4425_0000,Drains to Tidal Water - No River Simulation
WL0_4600_0000,Drains to Tidal Water - No River Simulation
WL0_4601_0000,Drains to Tidal Water - No River Simulation
WL0_4602_0000,Drains to Tidal Water - No River Simulation
WL0_4603_0000,Drains to Tidal Water - No River Simulation
WL0_4770_0000,Drains to Tidal Water - No River Simulation
WL0_4771_0000,Drains to Tidal Water - No River Simulation
WL0_4772_0000,Drains to Tidal Water - No River Simulation
WL0_4920_0000,Drains to Tidal Water - No River Simulation
WL0_4921_0000,Drains to Tidal Water - No River Simulation
WL0_4922_0000,Drains to Tidal Water - No River Simulation
WL0_4923_0000,Drains to Tidal Water - No River Simulation
WL0_4924_0000,Drains to Tidal Water - No River Simulation
WL0_4925_0000,Drains to Tidal Water - No River Simulation
WL0_5880_0000,Drains to Tidal Water - No River Simulation
WL0_5881_0000,Drains to Tidal Water - No River Simulation
WM0_3650_0001,Jones Falls
WM0_3740_0001,Herring Run
WM0_3741_0000,Drains to Tidal Water - No River Simulation
WM0_3742_0000,Drains to Tidal Water - No River Simulation
WM0_3743_0000,Drains to Tidal Water - No River Simulation
WM0_3744_0000,Drains to Tidal Water - No River Simulation
WM0_3745_0000,Drains to Tidal Water - No River Simulation
WM0_3881_3880,Liberty Dam
WM0_3960_0000,Drains to Tidal Water - No River Simulation
WM0_3961_0000,Drains to Tidal Water - No River Simulation
WM0_3962_0000,Drains to Tidal Water - No River Simulation
WM0_3963_0000,Drains to Tidal Water - No River Simulation
WM0_3964_0000,Drains to Tidal Water - No River Simulation
WM0_3965_0000,Drains to Tidal Water - No River Simulation
WM0_3966_0000,Drains to Tidal Water - No River Simulation
WM1_3660_3910,Gwynns Falls
WM1_3882_3880,Patapsco River
WM1_3910_0001,Gwynns Falls
WM3_3880_4060,Patapsco River
WM3_4060_0001,Patapsco River
WU0_3021_3020,Prettyboy Dam
WU0_3160_0000,Drains to Tidal Water - No River Simulation
WU0_3161_0000,Drains to Tidal Water - No River Simulation
WU0_3162_0000,Drains to Tidal Water - No River Simulation
WU0_3163_0000,Drains to Tidal Water - No River Simulation
WU0_3164_0000,Drains to Tidal Water - No River Simulation
WU0_3250_0001,Bynum Run
WU0_3251_0000,Drains to Tidal Water - No River Simulation
WU0_3252_0000,Drains to Tidal Water - No River Simulation
WU0_3253_0000,Drains to Tidal Water - No River Simulation
WU0_3254_0000,Drains to Tidal Water - No River Simulation
WU0_3255_0000,Drains to Tidal Water - No River Simulation
WU0_3540_0000,Drains to Tidal Water - No River Simulation
WU0_3541_0000,Drains to Tidal Water - No River Simulation
WU0_3542_0000,Drains to Tidal Water - No River Simulation
WU0_3670_0001,Whitemarsh Run
WU0_3671_0000,Drains to Tidal Water - No River Simulation
WU0_3820_0000,Drains to Tidal Water - No River Simulation
WU0_3821_0000,Drains to Tidal Water - No River Simulation
WU1_3240_3331,Winters Run
WU1_3330_0001,Winters Run
WU1_3331_3330,Winters Run
WU1_3350_3490,Western Run
WU1_3482_0001,Western Run
WU1_3490_3480,Gunpowder Falls
WU2_3020_3320,Gunpowder Falls
WU2_3320_3480,Gunpowder Falls
WU3_3480_3481,Loch Raven Dam
WU3_3481_0001,Gunpowder Falls
XL0_4953_0000,Drains to Tidal Water - No River Simulation
XL0_4954_0000,Drains to Tidal Water - No River Simulation
XL0_4955_0000,Drains to Tidal Water - No River Simulation
XL0_4956_0000,Drains to Tidal Water - No River Simulation
XL0_5320_0001,Hunting Creek
XL0_5340_0000,Drains to Tidal Water - No River Simulation
XL0_5341_0000,Drains to Tidal Water - No River Simulation
XL0_5342_0000,Drains to Tidal Water - No River Simulation
XL0_5343_0000,Drains to Tidal Water - No River Simulation
XL0_5344_0000,Drains to Tidal Water - No River Simulation
XL0_5345_0000,Drains to Tidal Water - No River Simulation
XL0_5346_0000,Drains to Tidal Water - No River Simulation
XL0_5347_0000,Drains to Tidal Water - No River Simulation
XL0_5348_0000,Drains to Tidal Water - No River Simulation
XL0_5349_0000,Drains to Tidal Water - No River Simulation
XL0_5350_0000,Hunting Creek
XL1_4690_0001,Patuxent River Western Branch
XL1_4691_0000,Patuxent River Western Branch
XL3_4710_0000,Patuxent River
XL3_4711_0000,Drains to Tidal Water - No River Simulation
XL3_4712_0000,Drains to Tidal Water - No River Simulation
XL3_4713_0000,Drains to Tidal Water - No River Simulation
XL3_4950_0000,Patuxent River
XL3_4951_0000,Drains to Tidal Water - No River Simulation
XL3_4952_0000,Drains to Tidal Water - No River Simulation
XU0_4090_4270,Little Patuxent River
XU0_4091_4270,Middle Patuxent River
XU0_4092_4090,TODO Little Patuxent River
XU0_4130_4070,Patuxent River
XU2_4070_4330,Brighton Dam
XU2_4270_4650,Little Patuxent River
XU2_4330_4480,Rocky Gorge Dam
XU2_4480_4650,Patuxent River
XU3_4650_0001,Patuxent River
YL0_6581_0000,Drains to Tidal Water - No River Simulation
YL0_6870_0000,Drains to Tidal Water - No River Simulation
YL0_6871_0000,Drains to Tidal Water - No River Simulation
YL0_6872_0000,Drains to Tidal Water - No River Simulation
YL0_6929_0000,Drains to Tidal Water - No River Simulation
YL0_6930_0000,Drains to Tidal Water - No River Simulation
YL0_6931_0000,Drains to Tidal Water - No River Simulation
YL0_6932_0000,Drains to Tidal Water - No River Simulation
YL0_7010_0000,Owens Creek
YL0_7230_0000,Drains to Tidal Water - No River Simulation
YL0_7370_0000,Drains to Tidal Water - No River Simulation
YL0_7371_0000,Drains to Tidal Water - No River Simulation
YL0_7372_0000,Drains to Tidal Water - No River Simulation
YL2_6580_0001,Piankatank River
YM0_6621_0000,Mattaponi River
YM0_6622_0000,Drains to Tidal Water - No River Simulation
YM0_6623_0000,Mattaponi River
YM1_6370_6620,Maracossic Creek
YM2_6120_6430,Po river
YM3_6430_6620,Mattaponi River
YM4_6620_0001,Mattaponi River
YP0_6781_0000,Drains to Tidal Water - No River Simulation
YP0_6782_0000,Drains to Tidal Water - No River Simulation
YP0_6783_0000,Drains to Tidal Water - No River Simulation
YP0_6840_0001,Totopotomoy Creek
YP0_6860_6840,Totopotomoy Creek
YP1_6570_6680,Little River
YP1_6680_6670,Little River
YP2_6390_6330,North Anna Dam
YP3_6330_6700,North Anna River
YP3_6470_6690,South Anna River
YP3_6670_6720,North Anna River
YP3_6690_6720,South Anna River
YP3_6700_6670,North Anna River
YP4_6720_6750,Pamunkey River
YP4_6750_0001,Pamunkey River
YP5_6780_0000,Pamunkey River
ZZ0_7663_0000,Drains to Tidal Water - No River Simulation
ZZ0_9999_9999,Land Segment Only- No River Simulation
end,
