TABLE->,PHOS-YIELD,PHOS-YIELD,MON-PUPT-FR1,MON-PUPT-FR1,MON-PUPT-FR1,MON-PUPT-FR1,MON-PUPT-FR1,MON-PUPT-FR1,MON-PUPT-FR1,MON-PUPT-FR1,MON-PUPT-FR1,MON-PUPT-FR1,MON-PUPT-FR1,MON-PUPT-FR1,MON-PUPT-FR2#1,MON-PUPT-FR2#1,MON-PUPT-FR2#1,MON-PUPT-FR2#1,MON-PUPT-FR2#1,MON-PUPT-FR2#1,MON-PUPT-FR2#1,MON-PUPT-FR2#1,MON-PUPT-FR2#1,MON-PUPT-FR2#1,MON-PUPT-FR2#1,MON-PUPT-FR2#1,MON-PUPT-FR2#2,MON-PUPT-FR2#2,MON-PUPT-FR2#2,MON-PUPT-FR2#2,MON-PUPT-FR2#2,MON-PUPT-FR2#2,MON-PUPT-FR2#2,MON-PUPT-FR2#2,MON-PUPT-FR2#2,MON-PUPT-FR2#2,MON-PUPT-FR2#2,MON-PUPT-FR2#2,MON-PUPT-FR2#3,MON-PUPT-FR2#3,MON-PUPT-FR2#3,MON-PUPT-FR2#3,MON-PUPT-FR2#3,MON-PUPT-FR2#3,MON-PUPT-FR2#3,MON-PUPT-FR2#3,MON-PUPT-FR2#3,MON-PUPT-FR2#3,MON-PUPT-FR2#3,MON-PUPT-FR2#3,MON-PUPT-FR2#4,MON-PUPT-FR2#4,MON-PUPT-FR2#4,MON-PUPT-FR2#4,MON-PUPT-FR2#4,MON-PUPT-FR2#4,MON-PUPT-FR2#4,MON-PUPT-FR2#4,MON-PUPT-FR2#4,MON-PUPT-FR2#4,MON-PUPT-FR2#4,MON-PUPT-FR2#4
A37081,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A37131,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A37135,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A37145,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A37157,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A37169,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A37171,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A37181,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A37185,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A37189,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42001,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42009,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42011,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42013,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42015,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42021,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42023,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42025,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42027,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42029,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42033,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42035,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42037,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42041,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42043,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42047,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42055,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42057,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42061,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42063,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42065,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42067,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42069,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42071,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42075,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42079,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42081,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42083,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42087,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42093,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42097,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42099,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42105,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42107,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42109,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42111,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42113,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42115,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42117,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42119,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42127,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42131,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A42133,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A47091,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A47163,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A51001,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A51003,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
A51005,13,1.5,0.01,0.04,0.09,0.115,0.135,0.145,0.15,0.14,0.095,0.05,0.025,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.56,0.75,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.56,0.56,0.43,0.43,0.24,0.19,0.19,0.19,0.19,0.29,0.39,0.39,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0
