POT_IJ,BAY_IJ,BAY_ICM
34103,52071,2751
32105,52072,2766
30106,52073,2780
28105,52074,2793
26106,52075,2806
24106,52076,2820
22106,52077,2833
17106,52078,2844
12106,52079,2854
9106,52080,2869
6106,52081,2879
4106,52082,2889
157103,53024,415
155104,53025,493
154105,53026,569
151107,53027,656
143113,53030,890
139114,53031,976
134114,53032,1079
130113,53033,1211
125112,53034,1331
121111,53035,1460
117110,53036,1584
113111,53037,1697
108111,53038,1800
104109,53039,1866
102110,53040,1929
100110,53041,1985
97110,53042,2033
94111,53043,2075
91111,53044,2118
89109,53045,2157
86108,53046,2193
84106,53047,2231
82108,53048,2271
79108,53049,2301
77106,53050,2334
75106,53051,2361
74110,53052,2387
72108,53053,2411
69107,53054,2434
67110,53055,2456
66110,53056,2478
64108,53057,2500
63108,53058,2520
61106,53059,2541
59108,53060,2564
56106,53061,2585
54104,53062,2605
53105,53063,2622
52107,53064,2642
50106,53065,2658
48108,53066,2674
43108,53067,2692
40108,53068,2707
38109,53069,2726
36111,53070,2740
34106,53071,2752
32105,53072,2767
30111,53073,2781
28108,53074,2794
26109,53075,2807
24107,53076,2821
22108,53077,2834
17107,53078,2845
12106,53079,2855
9106,53080,2870
6106,53081,2880
4108,53082,2890
167100,54020,210
166100,54021,249
163101,54022,307
160104,54023,357
157107,54024,416
156109,54025,494
154111,54026,570
152112,54027,657
149114,54028,735
147115,54029,808
144116,54030,891
140117,54031,977
135117,54032,1080
131116,54033,1212
127115,54034,1332
122114,54035,1461
118113,54036,1585
112112,54037,1698
107112,54038,1801
104112,54039,1867
102113,54040,1930
100112,54041,1986
98112,54042,2034
95113,54043,2076
91113,54044,2119
88112,54045,2158
86111,54046,2194
84109,54047,2232
81112,54048,2272
79112,54049,2302
77109,54050,2335
75110,54051,2362
74112,54052,2388
72110,54053,2412
69109,54054,2435
67111,54055,2457
66111,54056,2479
64112,54057,2501
63111,54058,2521
61108,54059,2542
59111,54060,2565
56109,54061,2586
54109,54062,2606
53110,54063,2623
52110,54064,2643
50109,54065,2659
48111,54066,2675
44111,54067,2693
41111,54068,2708
39111,54069,2727
35111,54071,2753
33107,54072,2768
31111,54073,2782
29111,54074,2795
26110,54075,2808
24111,54076,2822
22111,54077,2835
17109,54078,2846
12107,54079,2856
9106,54080,2871
6107,54081,2881
4108,54082,2891
160108,55023,358
158111,55024,417
155113,55025,495
153114,55026,571
152115,55027,658
143119,55030,892
139120,55031,978
135120,55032,1081
131119,55033,1213
127118,55034,1333
121116,55035,1462
116115,55036,1586
104115,55039,1868
102115,55040,1931
86112,55046,2195
84112,55047,2233
78114,55049,2303
66113,55056,2480
62111,55059,2543
40111,55068,2709
33110,55072,2769
26112,55075,2809
22112,55077,2836
11111,55079,2857
167111,56019,183
167111,56020,211
166110,56021,250
163110,56022,308
160112,56023,359
158113,56024,418
155115,56025,496
152117,56026,572
151118,56027,659
146120,56029,809
143121,56030,893
139122,56031,979
135122,56032,1082
130121,56033,1214
126120,56034,1334
120118,56035,1463
116118,56036,1587
113118,56037,1699
104118,56039,1869
103118,56040,1932
85117,56044,2120
85116,56045,2159
85114,56046,2196
83114,56047,2234
78116,56049,2304
66114,56056,2481
62113,56059,2544
40113,56068,2710
8111,56079,2858
163111,57022,309
159114,57023,360
158115,57024,419
155117,57025,497
152119,57026,573
150120,57027,660
145122,57029,810
143123,57030,894
139123,57031,980
134123,57032,1083
129122,57033,1215
125121,57034,1335
120120,57035,1464
116119,57036,1588
114119,57037,1700
104121,57039,1870
85117,57044,2121
83115,57047,2235
79118,57049,2305
62114,57059,2545
61114,57060,2566
40114,57068,2711
6111,57079,2859
168112,58019,184
167112,58020,212
165112,58021,251
162114,58022,310
158117,58023,361
157117,58024,420
154120,58025,498
152121,58026,574
150122,58027,661
148123,58028,736
146123,58029,811
142125,58030,895
139125,58031,981
135125,58032,1084
129124,58033,1216
123123,58034,1336
119122,58035,1465
115121,58036,1589
115122,58037,1701
104123,58039,1871
83116,58047,2236
79119,58049,2306
40115,58068,2712
5111,58079,2860
154122,59024,421
153123,59025,499
151124,59026,575
150124,59027,662
143126,59030,896
139127,59031,982
135127,59032,1085
129126,59033,1217
123125,59034,1337
118124,59035,1466
115124,59036,1590
114124,59037,1702
83116,59047,2237
79120,59049,2307
40116,59068,2713
4111,59079,2861
154124,60024,422
153124,60025,500
151125,60026,576
149126,60027,663
143128,60030,897
139128,60031,983
135129,60032,1086
130128,60033,1218
124127,60034,1338
119126,60035,1467
115126,60036,1591
114126,60037,1703
78120,60049,2308
163124,61019,185
161125,61020,213
159125,61021,252
158125,61022,311
156125,61023,362
155125,61024,423
152126,61025,501
151126,61026,577
149127,61027,664
148128,61028,737
145129,61029,812
143129,61030,898
139130,61031,984
135130,61032,1087
130129,61033,1219
124128,61034,1339
118127,61035,1468
115127,61036,1592
113127,61037,1704
161127,62020,214
159126,62021,253
158126,62022,312
156126,62023,363
155126,62024,424
153127,62025,502
151127,62026,578
149128,62027,665
148129,62028,738
145130,62029,813
143131,62030,899
139131,62031,985
134131,62032,1088
130131,62033,1220
125130,62034,1340
119129,62035,1469
115129,62036,1593
113129,62037,1705
162134,63012,65
162133,63013,82
162133,63014,99
162132,63015,116
162131,63016,133
162131,63017,151
162130,63018,166
162129,63019,186
161128,63020,215
159128,63021,254
158127,63022,313
156127,63023,364
155127,63024,425
153128,63025,503
151128,63026,579
150129,63027,666
148130,63028,739
145131,63029,814
143132,63030,900
139132,63031,986
135133,63032,1089
130132,63033,1221
124131,63034,1341
118130,63035,1470
115130,63036,1594
113130,63037,1706
159129,64021,255
158129,64022,314
156129,64023,365
155129,64024,426
153129,64025,504
151129,64026,580
150130,64027,667
144132,64029,815
139134,64031,987
135134,64032,1090
130133,64033,1222
125133,64034,1342
119132,64035,1471
115132,64036,1595
113132,64037,1707
159130,65021,256
158129,65022,315
156129,65023,366
154130,65024,427
153130,65025,505
151131,65026,581
150131,65027,668
144135,65029,816
138135,65031,988
134135,65032,1091
130135,65033,1223
124134,65034,1343
119133,65035,1472
115133,65036,1596
114133,65037,1708
159131,66021,257
158131,66022,316
157131,66023,367
152133,66026,582
150133,66027,669
143137,66029,817
139137,66030,901
137137,66031,989
134137,66032,1092
129136,66033,1224
123135,66034,1344
119135,66035,1473
116134,66036,1597
115134,66037,1709
113136,66039,1872
110136,66040,1933
108136,66041,1987
105136,66042,2035
104134,66043,2077
103133,66044,2122
99136,66045,2160
97136,66046,2197
95136,66047,2238
93136,66048,2273
91136,66049,2309
88136,66050,2336
87136,66051,2363
85136,66052,2389
82137,66053,2413
79137,66054,2436
77137,66055,2458
159132,67021,258
159132,67022,317
158132,67023,368
153135,67026,583
152136,67027,670
142140,67029,818
140140,67030,902
137140,67031,990
134139,67032,1093
130139,67033,1225
123137,67034,1345
118136,67035,1474
117136,67036,1598
116136,67037,1710
115136,67038,1802
113136,67039,1873
110136,67040,1934
108136,67041,1988
105136,67042,2036
103135,67043,2078
101136,67044,2123
99136,67045,2161
97136,67046,2198
95136,67047,2239
93136,67048,2274
91136,67049,2310
88136,67050,2337
87136,67051,2364
85136,67052,2390
82137,67053,2414
79137,67054,2437
77137,67055,2459
159134,68021,259
159134,68022,318
157134,68023,369
153137,68026,584
151138,68027,671
142143,68029,819
137143,68031,991
134142,68032,1094
130141,68033,1226
125140,68034,1346
120139,68035,1475
119139,68036,1599
117138,68037,1711
115138,68038,1803
113138,68039,1874
110137,68040,1935
108137,68041,1989
105137,68042,2037
103136,68043,2079
101137,68044,2124
99138,68045,2162
97138,68046,2199
95137,68047,2240
93137,68048,2275
91137,68049,2311
88137,68050,2338
87137,68051,2365
84137,68052,2391
82137,68053,2415
79137,68054,2438
77137,68055,2460
75137,68056,2482
73138,68057,2502
71138,68058,2522
69138,68059,2546
67138,68060,2567
65138,68061,2587
63138,68062,2607
61138,68063,2624
159135,69021,260
158135,69022,319
157135,69023,370
141145,69029,820
136145,69031,992
134145,69032,1095
131144,69033,1227
126143,69034,1347
122142,69035,1476
120141,69036,1600
118141,69037,1712
116140,69038,1804
113140,69039,1875
110139,69040,1936
108139,69041,1990
105139,69042,2038
103138,69043,2080
101139,69044,2125
99139,69045,2163
97139,69046,2200
95138,69047,2241
93138,69048,2276
91137,69049,2312
89138,69050,2339
87138,69051,2366
85138,69052,2392
82138,69053,2416
79137,69054,2439
77138,69055,2461
75138,69056,2483
73138,69057,2503
71138,69058,2523
69138,69059,2547
67138,69060,2568
158136,70021,261
157136,70022,320
157136,70023,371
135148,70031,993
134148,70032,1096
130147,70033,1228
125146,70034,1348
122145,70035,1477
121145,70036,1601
119144,70037,1713
113140,70039,1876
110139,70040,1937
108140,70041,1991
106140,70042,2039
103139,70043,2081
101140,70044,2126
99140,70045,2164
97140,70046,2201
95139,70047,2242
93139,70048,2277
91139,70049,2313
89139,70050,2340
87139,70051,2367
85139,70052,2393
82138,70053,2417
79138,70054,2440
77139,70055,2462
75138,70056,2484
73138,70057,2504
71138,70058,2524
69138,70059,2548
67138,70060,2569
159137,71021,262
159137,71022,321
157137,71023,372
136153,71031,994
133152,71032,1097
129151,71033,1229
123149,71034,1349
118148,71035,1478
118148,71036,1602
117148,71037,1714
98141,71046,2202
87141,71051,2368
159138,72021,263
159138,72022,322
158138,72023,373
148161,72026,585
144159,72027,672
142158,72028,740
140158,72029,821
138157,72030,903
135156,72031,995
133156,72032,1098
129155,72033,1230
123153,72034,1350
118152,72035,1479
117152,72036,1603
117152,72037,1715
98143,72046,2203
159139,73021,264
159139,73022,323
159139,73023,374
148161,73026,586
145160,73027,673
142159,73028,741
141159,73029,822
139159,73030,904
137159,73031,996
134158,73032,1099
130157,73033,1231
124156,73034,1351
121156,73035,1480
118155,73036,1604
117155,73037,1716
159140,74021,265
157140,74023,375
149163,74026,587
146161,74027,674
143161,74028,742
142161,74029,823
140161,74030,905
137160,74031,997
134159,74032,1100
131159,74033,1232
126158,74034,1352
121157,74035,1481
119157,74036,1605
117157,74037,1717
159141,75021,266
157141,75023,376
142164,75029,824
141164,75030,906
138163,75031,998
134162,75032,1101
131161,75033,1233
127160,75034,1353
123160,75035,1482
119159,75036,1606
117159,75037,1718
143167,76029,825
141167,76030,907
137166,76031,999
134165,76032,1102
131164,76033,1234
127163,76034,1354
124163,76035,1483
120162,76036,1607
119162,76037,1719
178169,77005,8
177169,77006,11
175169,77007,14
174169,77008,17
173169,77009,20
172169,77010,35
170169,77011,50
169171,77012,66
168170,77013,83
167169,77014,100
166171,77015,117
165171,77016,134
164170,77017,152
162169,77018,167
161169,77019,187
160168,77020,216
159169,77021,267
158169,77022,324
156169,77023,377
154168,77024,428
154168,77025,506
150168,77026,588
149169,77027,675
146169,77028,743
143169,77029,826
140169,77030,908
137168,77031,1000
134167,77032,1103
131167,77033,1235
128166,77034,1355
124166,77035,1484
121165,77036,1608
119165,77037,1720
169171,78012,67
168170,78013,84
167170,78014,101
166171,78015,118
165171,78016,135
164171,78017,153
162169,78018,168
161170,78019,188
160168,78020,217
159169,78021,268
157169,78022,325
156170,78023,378
154169,78024,429
151169,78025,507
150170,78026,589
148171,78027,676
145171,78028,744
143171,78029,827
140170,78030,909
138170,78031,1001
134169,78032,1104
131168,78033,1236
128168,78034,1356
124167,78035,1485
120167,78036,1609
120167,78037,1721
174171,79001,1
174171,79002,2
173171,79003,4
173171,79004,6
172171,79005,9
172171,79006,12
171171,79007,15
171171,79008,18
170171,79009,21
170171,79010,36
169169,79011,51
169171,79012,68
168171,79013,85
167171,79014,102
166171,79015,119
165171,79016,136
164171,79017,154
162171,79018,169
161171,79019,189
160170,79020,218
159170,79021,269
157170,79022,326
155171,79023,379
153169,79024,430
151170,79025,508
149172,79026,590
147173,79027,677
144173,79028,745
142172,79029,828
140172,79030,910
138171,79031,1002
135171,79032,1105
132170,79033,1237
128170,79034,1357
123169,79035,1486
120169,79036,1610
119169,79037,1722
157170,80022,327
155171,80023,380
153171,80024,431
150172,80025,509
148174,80026,591
146175,80027,678
144175,80028,746
142174,80029,829
140173,80030,911
138173,80031,1003
135172,80032,1106
133172,80033,1238
129172,80034,1358
123171,80035,1487
120171,80036,1611
118171,80037,1723
152172,81024,432
147176,81026,592
143177,81028,747
138174,81031,1004
136174,81032,1107
133173,81033,1239
129173,81034,1359
123173,81035,1488
120173,81036,1612
118172,81037,1724
152183,82017,155
151183,82018,170
150183,82019,190
150183,82020,219
149183,82021,270
149183,82022,328
152174,82024,433
147178,82026,593
143180,82028,748
139175,82031,1005
136175,82032,1108
133174,82033,1240
129174,82034,1360
124174,82035,1489
120174,82036,1613
118174,82037,1725
150184,83019,191
149183,83020,220
149184,83021,271
149184,83022,329
152174,83024,434
147180,83026,594
143182,83028,749
139177,83031,1006
136176,83032,1109
133175,83033,1241
129175,83034,1361
124175,83035,1490
120175,83036,1614
119175,83037,1726
150185,84019,192
150185,84020,221
149185,84021,272
149185,84022,330
152176,84024,435
136177,84032,1110
133176,84033,1242
129176,84034,1362
124176,84035,1491
120177,84036,1615
118177,84037,1727
150189,85019,193
149188,85020,222
149188,85021,273
147187,85022,331
136178,85032,1111
133178,85033,1243
129178,85034,1363
124178,85035,1492
120179,85036,1616
117179,85037,1728
153194,86016,137
153191,86017,156
150192,86018,171
148192,86019,194
147192,86020,223
146191,86021,274
145190,86022,332
143187,86026,595
142187,86027,679
141185,86028,750
141184,86029,830
140182,86030,912
139180,86031,1007
136180,86032,1112
132180,86033,1244
128180,86034,1364
124180,86035,1493
120181,86036,1617
118181,86037,1729
147194,87019,195
146194,87020,224
145193,87021,275
144192,87022,333
143190,87023,381
143189,87024,436
142188,87025,510
142187,87026,596
141187,87027,680
141185,87028,751
141184,87029,831
140183,87030,913
138182,87031,1008
135181,87032,1113
132181,87033,1245
128182,87034,1365
125182,87035,1494
122183,87036,1618
121183,87037,1730
146196,88019,196
145195,88020,225
144194,88021,276
142193,88022,334
142191,88023,382
141190,88024,437
141189,88025,511
141188,88026,597
140187,88027,681
140186,88028,752
139185,88029,832
139184,88030,914
137183,88031,1009
134183,88032,1114
132183,88033,1246
128184,88034,1366
125184,88035,1495
123185,88036,1619
122185,88037,1731
145197,89019,197
144196,89020,226
142195,89021,277
141193,89022,335
140191,89023,383
140190,89024,438
140189,89025,512
139188,89026,598
139188,89027,682
138187,89028,753
138187,89029,833
137186,89030,915
136185,89031,1010
134185,89032,1115
132185,89033,1247
128186,89034,1367
125186,89035,1496
124186,89036,1620
123186,89037,1732
144197,90019,198
143196,90020,227
141195,90021,278
139194,90022,336
138192,90023,384
138190,90024,439
139189,90025,513
135187,90031,1011
133187,90032,1116
132187,90033,1248
129187,90034,1368
125188,90035,1497
124188,90036,1621
122188,90037,1733
121188,90038,1805
120188,90039,1877
119188,90040,1938
118188,90041,1992
135188,91031,1012
133188,91032,1117
132188,91033,1249
129188,91034,1369
126189,91035,1498
124189,91036,1622
123189,91037,1734
120189,91039,1878
135189,92031,1013
133189,92032,1118
132189,92033,1250
129189,92034,1370
126190,92035,1499
124190,92036,1623
123190,92037,1735
135191,93031,1014
134190,93032,1119
132191,93033,1251
129191,93034,1371
126191,93035,1500
125192,93036,1624
123192,93037,1736
122192,93038,1806
120193,93039,1879
119193,93040,1939
119193,93041,1993
134193,94031,1015
134193,94032,1120
132193,94033,1252
129193,94034,1372
127194,94035,1501
126194,94036,1625
125194,94037,1737
134196,95031,1016
134196,95032,1121
132196,95033,1253
129196,95034,1373
128196,95035,1502
126197,95036,1626
125197,95037,1738
123197,95038,1807
121197,95039,1880
120197,95040,1940
119196,95041,1994
118197,95042,2040
118197,95043,2082
145201,96020,228
145201,96021,279
145201,96022,337
145201,96023,385
144201,96024,440
144201,96025,514
143201,96026,599
142201,96027,683
141201,96028,754
134200,96031,1017
133200,96032,1122
132200,96033,1254
129200,96034,1374
128200,96035,1503
127200,96036,1627
104214,96047,2243
146201,97020,229
145202,97021,280
145202,97022,338
145202,97023,386
144202,97024,441
144202,97025,515
143202,97026,600
141202,97027,684
140202,97028,755
138202,97029,834
136203,97030,916
134204,97031,1018
133204,97032,1123
131204,97033,1255
129204,97034,1375
126204,97035,1504
125205,97036,1628
123205,97037,1739
120205,97038,1808
118205,97039,1881
104215,97047,2244
146201,98020,230
146202,98021,281
145203,98022,339
145203,98023,387
144204,98024,442
144204,98025,516
143203,98026,601
141203,98027,685
140203,98028,756
138204,98029,835
137205,98030,917
135206,98031,1019
134206,98032,1124
132206,98033,1256
128207,98034,1376
124207,98035,1505
122208,98036,1629
110213,98041,1995
108213,98043,2083
102216,98047,2245
147201,99020,231
147202,99021,282
147202,99022,340
147203,99023,388
147204,99024,443
147204,99025,517
140206,99028,757
139206,99029,836
137207,99030,918
136208,99031,1020
134208,99032,1125
132209,99033,1257
127210,99034,1377
123210,99035,1506
121211,99036,1630
117212,99037,1740
115214,99038,1809
113214,99039,1882
111214,99040,1941
110214,99041,1996
109214,99042,2041
107214,99043,2084
106215,99044,2127
105216,99045,2165
104216,99046,2204
102216,99047,2246
100216,99048,2278
99216,99049,2314
150201,100020,232
150201,100021,283
150201,100022,341
149202,100023,389
149202,100024,444
149203,100025,518
149204,100026,602
139210,100029,837
138210,100030,919
136210,100031,1021
133211,100032,1126
131211,100033,1258
127212,100034,1378
123213,100035,1507
120214,100036,1631
117214,100037,1741
114214,100038,1810
113214,100039,1883
111214,100040,1942
110214,100041,1997
109214,100042,2042
107214,100043,2085
106215,100044,2128
105216,100045,2166
104216,100046,2205
102216,100047,2247
101216,100048,2279
99216,100049,2315
153198,101017,157
153199,101018,172
153200,101019,199
153201,101020,233
153201,101021,284
153202,101022,342
152204,101024,445
150205,101026,603
135212,101031,1022
132213,101032,1127
130213,101033,1259
126214,101034,1379
123215,101035,1508
120215,101036,1632
116216,101037,1742
114216,101038,1811
112216,101039,1884
111216,101040,1943
110215,101041,1998
109215,101042,2043
107215,101043,2086
106216,101044,2129
105217,101045,2167
104217,101046,2206
102217,101047,2248
156201,102020,234
156202,102021,285
155202,102022,343
152206,102024,446
132215,102032,1128
131215,102033,1260
128215,102034,1380
124216,102035,1509
120216,102036,1633
116217,102037,1743
114217,102038,1812
112217,102039,1885
111217,102040,1944
109217,102041,1999
108217,102042,2044
107217,102043,2087
106217,102044,2130
105218,102045,2168
104218,102046,2207
102218,102047,2249
100219,102048,2280
159201,103020,235
159201,103021,286
159202,103022,344
153207,103024,447
152207,103025,519
152209,103026,604
133217,103032,1129
132217,103033,1261
128218,103034,1381
124218,103035,1510
120218,103036,1634
116218,103037,1744
113219,103038,1813
112218,103039,1886
110218,103040,1945
109218,103041,2000
108218,103042,2045
107218,103043,2088
106218,103044,2131
105219,103045,2169
104219,103046,2208
102219,103047,2250
100219,103048,2281
162201,104020,236
161201,104021,287
154207,104024,448
133219,104032,1130
132219,104033,1262
128219,104034,1382
124219,104035,1511
119220,104036,1635
116219,104037,1745
111219,104039,1887
107220,104044,2132
162200,105017,158
162200,105018,173
162201,105019,200
162201,105020,237
162201,105021,288
155207,105024,449
133220,105032,1131
132220,105033,1263
128220,105034,1383
124220,105035,1512
119220,105036,1636
116220,105037,1746
164202,106020,238
164202,106021,289
156207,106024,450
134221,106032,1132
132221,106033,1264
128221,106034,1384
124221,106035,1513
120221,106036,1637
116222,106037,1747
114222,106038,1814
113222,106039,1888
112222,106040,1946
111222,106041,2001
110222,106042,2046
110222,106043,2089
166202,107020,239
166202,107021,290
134222,107032,1133
132222,107033,1265
129222,107034,1385
125222,107035,1514
120223,107036,1638
116224,107037,1748
115224,107038,1815
168202,108021,291
134223,108032,1134
132223,108033,1266
129223,108034,1386
125223,108035,1515
121224,108036,1639
118225,108037,1749
116225,108038,1816
114226,108039,1889
111226,108040,1947
169202,109021,292
134223,109032,1135
133223,109033,1267
130223,109034,1387
126224,109035,1516
122224,109036,1640
119225,109037,1750
116226,109038,1817
170202,110021,293
136225,110030,920
136225,110031,1023
135225,110032,1136
133224,110033,1268
131224,110034,1388
127225,110035,1517
123225,110036,1641
120226,110037,1751
118227,110038,1818
116228,110039,1890
172202,111021,294
135225,111032,1137
134225,111033,1269
131225,111034,1389
128225,111035,1518
124226,111036,1642
121227,111037,1752
119228,111038,1819
173202,112021,295
136226,112032,1138
134225,112033,1270
131226,112034,1390
129226,112035,1519
125226,112036,1643
123227,112037,1753
120229,112038,1820
120231,112039,1891
119232,112040,1948
174202,113021,296
136226,113032,1139
134226,113033,1271
131226,113034,1391
128227,113035,1520
126227,113036,1644
122228,113037,1754
121229,113038,1821
122231,113039,1892
120233,113040,1949
118233,113041,2002
117233,113042,2047
116233,113043,2090
136227,114032,1140
134227,114033,1272
131227,114034,1392
128228,114035,1521
126228,114036,1645
138229,115030,921
137229,115031,1024
136228,115032,1141
134228,115033,1273
131229,115034,1393
128230,115035,1522
126231,115036,1646
135230,116032,1142
133231,116033,1274
131231,116034,1394
128232,116035,1523
126234,116036,1647
132234,117032,1143
132233,117033,1275
130234,117034,1395
127236,117035,1524
125237,117036,1648
123237,117037,1755
120237,117038,1822
118237,117039,1893
116237,117040,1950
134237,118030,922
132236,118031,1025
132236,118032,1144
130237,118033,1276
129237,118034,1396
127238,118035,1525
124239,118036,1649
132238,119032,1145
131238,119033,1277
128239,119034,1397
126240,119035,1526
124240,119036,1650
123240,119037,1756
122240,119038,1823
131240,120032,1146
130240,120033,1278
127241,120034,1398
125242,120035,1527
123242,120036,1651
146244,121022,345
145244,121023,390
145244,121024,451
144244,121025,520
143244,121026,605
143244,121027,686
141244,121028,758
140244,121029,838
138243,121030,923
133243,121031,1026
131243,121032,1147
130243,121033,1279
127244,121034,1399
125244,121035,1528
123245,121036,1652
133246,122032,1148
130246,122033,1280
127247,122034,1400
125247,122035,1529
124247,122036,1653
132249,123032,1149
130248,123033,1281
128248,123034,1401
124249,123035,1530
122248,123036,1654
132250,124032,1150
129250,124033,1282
127250,124034,1402
125249,124035,1531
121248,124036,1655
132251,125032,1151
126251,125034,1403
123250,125035,1532
121250,125036,1656
119248,125037,1757
117248,125038,1824
115246,125039,1894
132252,126032,1152
126252,126034,1404
123252,126035,1533
121251,126036,1657
118250,126037,1758
115249,126038,1825
132254,127032,1153
125254,127034,1405
122253,127035,1534
119252,127036,1658
117251,127037,1759
113250,127038,1826
143256,128026,606
142256,128027,687
140256,128028,759
139256,128029,839
136255,128030,924
135255,128031,1027
131255,128032,1154
124255,128034,1406
121254,128035,1535
118253,128036,1659
116253,128037,1760
112252,128038,1827
110252,128039,1895
109252,128040,1951
106252,128041,2003
136256,129030,925
135255,129031,1028
132256,129032,1155
123257,129034,1407
120256,129035,1536
118255,129036,1660
115254,129037,1761
112254,129038,1828
110253,129039,1896
108252,129040,1952
106253,129041,2004
143256,130025,521
142256,130026,607
141256,130027,688
140256,130028,760
138256,130029,840
136256,130030,926
135256,130031,1029
132257,130032,1156
121258,130034,1408
119257,130035,1537
117257,130036,1661
115256,130037,1762
113255,130038,1829
110254,130039,1897
108253,130040,1953
106254,130041,2005
132258,131032,1157
121260,131034,1409
118259,131035,1538
113257,131038,1830
133259,132032,1158
119261,132034,1410
118260,132035,1539
134282,133026,608
134282,133027,689
134280,133028,761
134275,133029,841
134270,133030,927
134265,133031,1030
134261,133032,1159
118262,133034,1411
132262,134032,1160
132264,135032,1161
132266,136032,1162
