TABLE->,MON-NPRETBG#1,MON-NPRETBG#1,MON-NPRETBG#1,MON-NPRETBG#1,MON-NPRETBG#1,MON-NPRETBG#1,MON-NPRETBG#1,MON-NPRETBG#1,MON-NPRETBG#1,MON-NPRETBG#1,MON-NPRETBG#1,MON-NPRETBG#1,MON-NPRETBG#2,MON-NPRETBG#2,MON-NPRETBG#2,MON-NPRETBG#2,MON-NPRETBG#2,MON-NPRETBG#2,MON-NPRETBG#2,MON-NPRETBG#2,MON-NPRETBG#2,MON-NPRETBG#2,MON-NPRETBG#2,MON-NPRETBG#2,MON-NPRETBG#3,MON-NPRETBG#3,MON-NPRETBG#3,MON-NPRETBG#3,MON-NPRETBG#3,MON-NPRETBG#3,MON-NPRETBG#3,MON-NPRETBG#3,MON-NPRETBG#3,MON-NPRETBG#3,MON-NPRETBG#3,MON-NPRETBG#3,MON-NPRETBG#4,MON-NPRETBG#4,MON-NPRETBG#4,MON-NPRETBG#4,MON-NPRETBG#4,MON-NPRETBG#4,MON-NPRETBG#4,MON-NPRETBG#4,MON-NPRETBG#4,MON-NPRETBG#4,MON-NPRETBG#4,MON-NPRETBG#4,MON-NPRETFBG,MON-NPRETFBG,MON-NPRETFBG,MON-NPRETFBG,MON-NPRETFBG,MON-NPRETFBG,MON-NPRETFBG,MON-NPRETFBG,MON-NPRETFBG,MON-NPRETFBG,MON-NPRETFBG,MON-NPRETFBG
A37067,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A37077,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A37081,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A37131,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A37135,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A37145,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A37157,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A37169,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A37171,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A37181,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A37185,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A37189,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42001,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42009,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42011,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42013,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42015,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42021,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42023,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42025,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42027,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42029,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42033,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42035,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42037,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42041,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42043,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42047,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42055,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42057,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42061,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42063,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42065,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42067,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42069,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42071,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42075,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42079,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42081,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42083,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42087,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42093,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42097,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42099,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42105,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42107,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42109,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42111,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42113,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42115,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42117,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42119,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42127,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42131,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
A42133,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0.01,0.01,0.005,0.0005,0.0001,0.0001,0.0001,0.0001,0.0005,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
