 A51027  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51023,  10,   2.5581,   0.0420,   0.0632,   0.1637,   0.0384,   0.0232,   0.0214,   0.0072
A51023,  11,   3.6002,   0.0570,   0.0819,   0.1196,   0.0396,   0.0326,   0.0302,   0.0102
A51023,  12,   2.8947,   0.0513,   0.0513,   0.1369,   0.0136,   0.0262,   0.0243,   0.0082
 A51023, -0.0164244082,  8.48413765E-05
 A51163  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51163,1984,  48.5611,   0.9181,   1.4042,   1.6746,   1.1437,   0.5495,   0.5083,   0.1717
A51163,1985,  43.0888,   0.8465,   1.0631,   1.6746,   1.1437,   0.4551,   0.4210,   0.1422
A51163,1986,  31.1041,   0.8627,   1.1695,   1.6746,   1.1437,   0.3380,   0.3127,   0.1056
A51163,1987,  47.3907,   0.9424,   1.2572,   1.6746,   1.1437,   0.5635,   0.5212,   0.1761
A51163,1988,  33.4090,   0.8647,   1.1063,   1.6746,   1.1437,   0.3788,   0.3504,   0.1184
A51163,1989,  51.4991,   1.1338,   1.7600,   1.6746,   1.1437,   0.6319,   0.5845,   0.1975
A51163,1990,  44.7790,   0.8904,   1.4333,   1.6746,   1.1437,   0.4980,   0.4607,   0.1556
A51163,1991,  42.1947,   0.9614,   1.2443,   1.6746,   1.1437,   0.4733,   0.4378,   0.1479
A51163,1992,  43.2480,   0.9623,   1.3098,   1.6746,   1.1437,   0.5211,   0.4820,   0.1628
A51163,1993,  43.7766,   1.1225,   1.5582,   1.6746,   1.1437,   0.4946,   0.4575,   0.1546
A51163,1994,  42.0435,   0.9646,   1.3707,   1.6746,   1.1437,   0.4517,   0.4178,   0.1411
A51163,1995,  48.5290,   1.1349,   1.6560,   1.6746,   1.1437,   0.6305,   0.5832,   0.1970
A51163,1996,  54.3614,   1.4104,   1.8363,   1.6746,   1.1437,   0.6118,   0.5659,   0.1912
A51163,1997,  37.0637,   1.0220,   1.2867,   1.6746,   1.1437,   0.4207,   0.3891,   0.1315
A51163,1998,  45.8543,   1.1507,   1.4116,   1.6746,   1.1437,   0.5676,   0.5250,   0.1774
A51163,1999,  38.6807,   0.9000,   1.0786,   1.6746,   1.1437,   0.4087,   0.3780,   0.1277
A51163,2000,  40.7242,   1.0004,   1.2235,   1.6746,   1.1437,   0.4880,   0.4514,   0.1525
A51163,2001,  29.6124,   0.8633,   1.0867,   1.6746,   1.1437,   0.3549,   0.3282,   0.1109
A51163,2002,  39.4206,   0.9612,   1.2464,   1.6746,   1.1437,   0.4356,   0.4029,   0.1361
A51163,2003,  62.4111,   1.3140,   1.8024,   1.6746,   1.1437,   0.7344,   0.6793,   0.2295
A51163,2004,  48.9195,   0.9761,   1.3555,   1.6746,   1.1437,   0.5844,   0.5405,   0.1826
A51163,2005,  42.4287,   0.9123,   1.2986,   1.6746,   1.1437,   0.4584,   0.4240,   0.1432
A51163,   1,   3.1965,   0.0524,   0.0712,   0.1228,   0.0231,   0.0290,   0.0268,   0.0091
A51163,   2,   2.8005,   0.0502,   0.0648,   0.1171,   0.0302,   0.0254,   0.0235,   0.0079
A51163,   3,   3.8279,   0.1115,   0.1283,   0.1257,   0.0753,   0.0347,   0.0321,   0.0108
A51163,   4,   3.5764,   0.1016,   0.1757,   0.1600,   0.1035,   0.0648,   0.0600,   0.0203
A51163,   5,   4.3636,   0.1452,   0.2028,   0.1683,   0.1146,   0.0791,   0.0732,   0.0247
A51163,   6,   3.8767,   0.1151,   0.1719,   0.1612,   0.1394,   0.0703,   0.0650,   0.0220
A51163,   7,   4.3228,   0.1116,   0.1434,   0.1504,   0.2075,   0.0392,   0.0362,   0.0122
A51163,   8,   3.7117,   0.0971,   0.1151,   0.1520,   0.1834,   0.0336,   0.0311,   0.0105
A51163,   9,   4.1352,   0.0624,   0.0928,   0.1580,   0.1294,   0.0375,   0.0347,   0.0117
A51163,  10,   2.7199,   0.0442,   0.0631,   0.1401,   0.0712,   0.0247,   0.0228,   0.0077
A51163,  11,   3.9854,   0.0568,   0.0798,   0.1017,   0.0524,   0.0361,   0.0334,   0.0113
A51163,  12,   3.0789,   0.0569,   0.0529,   0.1174,   0.0137,   0.0279,   0.0258,   0.0087
 A51163, -0.0173740815, -8.68294155E-05
 A51161  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51161,1984,  39.3685,   0.6887,   1.6737,   2.1478,   0.8844,   0.4491,   0.4154,   0.1403
A51161,1985,  44.8095,   0.8308,   1.5090,   2.1478,   0.8844,   0.4943,   0.4572,   0.1545
A51161,1986,  34.4877,   0.8563,   1.5950,   2.1478,   0.8844,   0.3705,   0.3427,   0.1158
A51161,1987,  45.9247,   0.7919,   1.4607,   2.1478,   0.8844,   0.5355,   0.4953,   0.1673
A51161,1988,  29.7183,   0.6759,   1.2244,   2.1478,   0.8844,   0.3514,   0.3251,   0.1098
A51161,1989,  48.9897,   0.9937,   2.0942,   2.1478,   0.8844,   0.5856,   0.5417,   0.1830
A51161,1990,  43.6608,   0.7672,   1.8252,   2.1478,   0.8844,   0.4889,   0.4523,   0.1528
A51161,1991,  35.7800,   0.7210,   1.2780,   2.1478,   0.8844,   0.4022,   0.3720,   0.1257
A51161,1992,  45.4285,   0.9375,   1.6146,   2.1478,   0.8844,   0.5646,   0.5222,   0.1764
A51161,1993,  44.2239,   0.9573,   1.5660,   2.1478,   0.8844,   0.4887,   0.4521,   0.1527
A51161,1994,  42.4437,   0.9218,   1.9881,   2.1478,   0.8844,   0.4618,   0.4272,   0.1443
A51161,1995,  40.0722,   0.8967,   1.6536,   2.1478,   0.8844,   0.4943,   0.4572,   0.1545
A51161,1996,  51.9747,   1.1528,   2.0548,   2.1478,   0.8844,   0.5729,   0.5300,   0.1790
A51161,1997,  32.6276,   0.8597,   1.3757,   2.1478,   0.8844,   0.3767,   0.3485,   0.1177
A51161,1998,  44.6313,   1.0053,   1.7999,   2.1478,   0.8844,   0.5288,   0.4892,   0.1653
A51161,1999,  34.9522,   0.7807,   1.2928,   2.1478,   0.8844,   0.3739,   0.3458,   0.1168
A51161,2000,  38.1900,   0.9976,   1.8805,   2.1478,   0.8844,   0.4646,   0.4298,   0.1452
A51161,2001,  29.3574,   0.7430,   1.2888,   2.1478,   0.8844,   0.3552,   0.3286,   0.1110
A51161,2002,  37.5257,   0.7639,   1.3429,   2.1478,   0.8844,   0.4167,   0.3855,   0.1302
A51161,2003,  55.0862,   1.1037,   2.1557,   2.1478,   0.8844,   0.6838,   0.6325,   0.2137
A51161,2004,  47.6450,   0.8946,   1.6123,   2.1478,   0.8844,   0.5517,   0.5104,   0.1724
A51161,2005,  36.0817,   0.7901,   1.4089,   2.1478,   0.8844,   0.3953,   0.3656,   0.1235
A51161,   1,   3.1329,   0.0520,   0.0837,   0.1568,   0.0317,   0.0284,   0.0263,   0.0089
A51161,   2,   2.9768,   0.0531,   0.0946,   0.1473,   0.0338,   0.0270,   0.0250,   0.0084
A51161,   3,   3.5699,   0.0928,   0.1541,   0.1575,   0.0603,   0.0324,   0.0299,   0.0101
A51161,   4,   3.3633,   0.0931,   0.2168,   0.2051,   0.0874,   0.0610,   0.0564,   0.0191
A51161,   5,   4.2009,   0.1184,   0.2364,   0.2104,   0.0975,   0.0762,   0.0704,   0.0238
A51161,   6,   3.5756,   0.1013,   0.1790,   0.1935,   0.1252,   0.0648,   0.0600,   0.0203
A51161,   7,   4.4538,   0.0992,   0.1749,   0.1988,   0.1404,   0.0404,   0.0373,   0.0126
A51161,   8,   3.5875,   0.0798,   0.1465,   0.1862,   0.0951,   0.0325,   0.0301,   0.0102
A51161,   9,   3.7736,   0.0490,   0.1117,   0.2097,   0.0791,   0.0342,   0.0316,   0.0107
A51161,  10,   2.4389,   0.0368,   0.0754,   0.1884,   0.0537,   0.0221,   0.0204,   0.0069
A51161,  11,   3.2475,   0.0511,   0.0902,   0.1362,   0.0578,   0.0294,   0.0272,   0.0092
A51161,  12,   2.7239,   0.0430,   0.0590,   0.1580,   0.0225,   0.0247,   0.0228,   0.0077
 A51161, -0.0186232049, -0.00170602789
 A51015  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51015,1984,  44.9206,   0.9096,   1.5115,   1.7049,   4.3333,   0.5050,   0.4671,   0.1578
A51015,1985,  44.2731,   0.9681,   1.3249,   1.7049,   4.3333,   0.4744,   0.4388,   0.1483
A51015,1986,  30.7012,   0.9612,   1.4415,   1.7049,   4.3333,   0.3397,   0.3142,   0.1062
A51015,1987,  44.5761,   1.0462,   1.4608,   1.7049,   4.3333,   0.5321,   0.4922,   0.1663
A51015,1988,  32.8393,   0.9651,   1.3427,   1.7049,   4.3333,   0.3728,   0.3449,   0.1165
A51015,1989,  48.6995,   1.0878,   1.9574,   1.7049,   4.3333,   0.5836,   0.5398,   0.1824
A51015,1990,  44.3914,   0.9884,   1.7192,   1.7049,   4.3333,   0.5022,   0.4645,   0.1569
A51015,1991,  39.8552,   0.9835,   1.4500,   1.7049,   4.3333,   0.4283,   0.3962,   0.1339
A51015,1992,  41.7856,   1.0584,   1.5226,   1.7049,   4.3333,   0.5055,   0.4676,   0.1580
A51015,1993,  40.6448,   1.1907,   1.7942,   1.7049,   4.3333,   0.4554,   0.4213,   0.1423
A51015,1994,  39.7171,   1.0001,   1.5294,   1.7049,   4.3333,   0.4236,   0.3918,   0.1324
A51015,1995,  45.5004,   1.1820,   1.8145,   1.7049,   4.3333,   0.5737,   0.5307,   0.1793
A51015,1996,  55.6872,   1.4930,   1.9622,   1.7049,   4.3333,   0.6216,   0.5750,   0.1943
A51015,1997,  38.1138,   1.1136,   1.5305,   1.7049,   4.3333,   0.4148,   0.3837,   0.1296
A51015,1998,  44.0395,   1.1850,   1.4982,   1.7049,   4.3333,   0.5383,   0.4979,   0.1682
A51015,1999,  36.1967,   0.9142,   1.1644,   1.7049,   4.3333,   0.3761,   0.3479,   0.1175
A51015,2000,  38.6823,   1.0256,   1.2364,   1.7049,   4.3333,   0.4746,   0.4390,   0.1483
A51015,2001,  29.2103,   0.9281,   1.2245,   1.7049,   4.3333,   0.3486,   0.3225,   0.1089
A51015,2002,  37.5458,   1.1118,   1.5202,   1.7049,   4.3333,   0.4248,   0.3930,   0.1328
A51015,2003,  61.1437,   1.4019,   2.0665,   1.7049,   4.3333,   0.7222,   0.6680,   0.2257
A51015,2004,  46.4305,   1.0113,   1.4875,   1.7049,   4.3333,   0.5378,   0.4975,   0.1681
A51015,2005,  40.4907,   0.9705,   1.8442,   1.7049,   4.3333,   0.4392,   0.4063,   0.1372
A51015,   1,   2.9664,   0.0540,   0.0871,   0.1072,   0.0964,   0.0269,   0.0249,   0.0084
A51015,   2,   2.6973,   0.0577,   0.0815,   0.1047,   0.1191,   0.0244,   0.0226,   0.0076
A51015,   3,   3.5878,   0.1217,   0.1485,   0.1367,   0.2234,   0.0325,   0.0301,   0.0102
A51015,   4,   3.2629,   0.1049,   0.1950,   0.1557,   0.3739,   0.0592,   0.0547,   0.0185
A51015,   5,   4.1544,   0.1579,   0.2244,   0.1769,   0.3633,   0.0753,   0.0697,   0.0235
A51015,   6,   3.6432,   0.1099,   0.1848,   0.1644,   0.4907,   0.0660,   0.0611,   0.0206
A51015,   7,   4.5918,   0.1316,   0.1713,   0.1745,   0.8643,   0.0416,   0.0385,   0.0130
A51015,   8,   3.7602,   0.1055,   0.1436,   0.1613,   0.6610,   0.0341,   0.0315,   0.0107
A51015,   9,   4.1982,   0.0612,   0.0978,   0.1811,   0.4763,   0.0381,   0.0352,   0.0119
A51015,  10,   2.7183,   0.0494,   0.0766,   0.1506,   0.3718,   0.0246,   0.0228,   0.0077
A51015,  11,   3.6951,   0.0569,   0.0839,   0.0950,   0.2532,   0.0335,   0.0310,   0.0105
A51015,  12,   2.7903,   0.0574,   0.0694,   0.0968,   0.0400,   0.0253,   0.0234,   0.0079
 A51015, -0.0191941671,  0.00255169044
 B51015  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
B51015,1984,  47.7384,   0.9403,   1.4019,   2.1241,   2.5405,   0.5418,   0.5012,   0.1693
B51015,1985,  47.9281,   1.0242,   1.2593,   2.1241,   2.5405,   0.5105,   0.4722,   0.1595
B51015,1986,  32.9036,   1.0064,   1.3842,   2.1241,   2.5405,   0.3563,   0.3296,   0.1113
B51015,1987,  47.5177,   1.0443,   1.2872,   2.1241,   2.5405,   0.5678,   0.5252,   0.1774
B51015,1988,  33.4897,   0.9567,   1.2676,   2.1241,   2.5405,   0.3866,   0.3577,   0.1208
B51015,1989,  52.5391,   1.1204,   1.9132,   2.1241,   2.5405,   0.6251,   0.5783,   0.1954
B51015,1990,  45.9785,   0.9921,   1.5850,   2.1241,   2.5405,   0.5251,   0.4857,   0.1641
B51015,1991,  41.0000,   0.9586,   1.3025,   2.1241,   2.5405,   0.4413,   0.4082,   0.1379
B51015,1992,  44.4925,   1.0543,   1.3713,   2.1241,   2.5405,   0.5279,   0.4883,   0.1650
B51015,1993,  43.7004,   1.2508,   1.7773,   2.1241,   2.5405,   0.4878,   0.4512,   0.1524
B51015,1994,  42.8871,   1.0245,   1.4722,   2.1241,   2.5405,   0.4504,   0.4166,   0.1407
B51015,1995,  47.5376,   1.1955,   1.7285,   2.1241,   2.5405,   0.6002,   0.5552,   0.1876
B51015,1996,  54.5811,   1.3840,   1.7179,   2.1241,   2.5405,   0.6044,   0.5591,   0.1889
B51015,1997,  40.0543,   1.1025,   1.4744,   2.1241,   2.5405,   0.4332,   0.4008,   0.1354
B51015,1998,  47.0982,   1.2073,   1.3673,   2.1241,   2.5405,   0.5731,   0.5301,   0.1791
B51015,1999,  39.9766,   0.9182,   1.1250,   2.1241,   2.5405,   0.4116,   0.3807,   0.1286
B51015,2000,  40.7111,   0.9955,   1.1316,   2.1241,   2.5405,   0.4973,   0.4600,   0.1554
B51015,2001,  30.8650,   0.9241,   1.1868,   2.1241,   2.5405,   0.3660,   0.3385,   0.1144
B51015,2002,  38.4958,   1.1176,   1.4840,   2.1241,   2.5405,   0.4277,   0.3956,   0.1337
B51015,2003,  66.1988,   1.3718,   1.9852,   2.1241,   2.5405,   0.7764,   0.7182,   0.2426
B51015,2004,  46.6407,   0.9258,   1.3248,   2.1241,   2.5405,   0.5334,   0.4934,   0.1667
B51015,2005,  44.0410,   0.9541,   1.6526,   2.1241,   2.5405,   0.4774,   0.4416,   0.1492
B51015,   1,   3.1494,   0.0567,   0.0732,   0.1608,   0.0585,   0.0285,   0.0264,   0.0089
B51015,   2,   2.8467,   0.0544,   0.0720,   0.1383,   0.0778,   0.0258,   0.0239,   0.0081
B51015,   3,   3.7010,   0.1174,   0.1328,   0.1728,   0.1203,   0.0335,   0.0310,   0.0105
B51015,   4,   3.3256,   0.1034,   0.1794,   0.1794,   0.2201,   0.0603,   0.0558,   0.0188
B51015,   5,   4.3071,   0.1547,   0.2070,   0.2007,   0.2147,   0.0781,   0.0722,   0.0244
B51015,   6,   3.7541,   0.1050,   0.1738,   0.1799,   0.2754,   0.0681,   0.0630,   0.0213
B51015,   7,   4.9038,   0.1299,   0.1794,   0.1956,   0.5708,   0.0445,   0.0411,   0.0139
B51015,   8,   4.0529,   0.1129,   0.1456,   0.1855,   0.3907,   0.0367,   0.0340,   0.0115
B51015,   9,   4.5927,   0.0642,   0.0928,   0.2115,   0.2535,   0.0416,   0.0385,   0.0130
B51015,  10,   2.9459,   0.0517,   0.0740,   0.2028,   0.1791,   0.0267,   0.0247,   0.0083
B51015,  11,   3.8725,   0.0584,   0.0779,   0.1386,   0.1562,   0.0351,   0.0325,   0.0110
B51015,  12,   2.9288,   0.0580,   0.0557,   0.1582,   0.0234,   0.0265,   0.0246,   0.0083
 B51015, -0.015761001,  0.00124361191
 B51163  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
B51163,1984,  48.6492,   0.9350,   1.3296,   1.9982,   1.1652,   0.5560,   0.5143,   0.1738
B51163,1985,  44.4744,   0.9017,   1.0403,   1.9982,   1.1652,   0.4741,   0.4386,   0.1482
B51163,1986,  32.6553,   0.9232,   1.1944,   1.9982,   1.1652,   0.3498,   0.3236,   0.1093
B51163,1987,  47.7225,   0.9454,   1.1804,   1.9982,   1.1652,   0.5713,   0.5285,   0.1785
B51163,1988,  32.4892,   0.8591,   1.0704,   1.9982,   1.1652,   0.3767,   0.3484,   0.1177
B51163,1989,  52.7428,   1.1751,   1.7536,   1.9982,   1.1652,   0.6515,   0.6026,   0.2036
B51163,1990,  45.0825,   0.8926,   1.3686,   1.9982,   1.1652,   0.4999,   0.4624,   0.1562
B51163,1991,  40.8816,   0.9331,   1.1794,   1.9982,   1.1652,   0.4594,   0.4249,   0.1436
B51163,1992,  44.3705,   0.9596,   1.2391,   1.9982,   1.1652,   0.5286,   0.4890,   0.1652
B51163,1993,  46.3166,   1.1642,   1.6036,   1.9982,   1.1652,   0.5203,   0.4813,   0.1626
B51163,1994,  42.3792,   0.9712,   1.3469,   1.9982,   1.1652,   0.4541,   0.4200,   0.1419
B51163,1995,  51.5922,   1.2088,   1.6917,   1.9982,   1.1652,   0.6665,   0.6165,   0.2083
B51163,1996,  54.1541,   1.3706,   1.7357,   1.9982,   1.1652,   0.6081,   0.5625,   0.1900
B51163,1997,  37.3069,   1.0127,   1.2787,   1.9982,   1.1652,   0.4228,   0.3910,   0.1321
B51163,1998,  46.4011,   1.1437,   1.3312,   1.9982,   1.1652,   0.5676,   0.5250,   0.1774
B51163,1999,  39.4099,   0.8940,   1.0574,   1.9982,   1.1652,   0.4148,   0.3837,   0.1296
B51163,2000,  40.5689,   0.9809,   1.1585,   1.9982,   1.1652,   0.4853,   0.4489,   0.1517
B51163,2001,  29.3756,   0.8775,   1.0699,   1.9982,   1.1652,   0.3471,   0.3211,   0.1085
B51163,2002,  38.1233,   0.9480,   1.1917,   1.9982,   1.1652,   0.4116,   0.3808,   0.1286
B51163,2003,  63.8998,   1.3271,   1.7615,   1.9982,   1.1652,   0.7500,   0.6937,   0.2344
B51163,2004,  46.3636,   0.9084,   1.2377,   1.9982,   1.1652,   0.5420,   0.5013,   0.1694
B51163,2005,  42.4652,   0.8653,   1.1947,   1.9982,   1.1652,   0.4553,   0.4211,   0.1423
B51163,   1,   3.2411,   0.0515,   0.0658,   0.1636,   0.0216,   0.0294,   0.0272,   0.0092
B51163,   2,   2.8401,   0.0501,   0.0618,   0.1452,   0.0325,   0.0257,   0.0238,   0.0080
B51163,   3,   3.8400,   0.1094,   0.1258,   0.1512,   0.0637,   0.0348,   0.0322,   0.0109
B51163,   4,   3.6244,   0.1058,   0.1751,   0.1799,   0.1162,   0.0657,   0.0608,   0.0205
B51163,   5,   4.3114,   0.1588,   0.1952,   0.1878,   0.1264,   0.0782,   0.0723,   0.0244
B51163,   6,   3.8153,   0.1067,   0.1615,   0.1757,   0.1364,   0.0692,   0.0640,   0.0216
B51163,   7,   4.3124,   0.1106,   0.1430,   0.1727,   0.2263,   0.0391,   0.0362,   0.0122
B51163,   8,   3.7502,   0.1011,   0.1154,   0.1709,   0.1776,   0.0340,   0.0314,   0.0106
B51163,   9,   4.3068,   0.0597,   0.0904,   0.1804,   0.1195,   0.0390,   0.0361,   0.0122
B51163,  10,   2.8287,   0.0434,   0.0604,   0.1802,   0.0727,   0.0256,   0.0237,   0.0080
B51163,  11,   4.0021,   0.0563,   0.0765,   0.1375,   0.0601,   0.0363,   0.0336,   0.0113
B51163,  12,   3.1014,   0.0555,   0.0479,   0.1532,   0.0121,   0.0281,   0.0260,   0.0088
 B51163, -0.016035283,  0.000261021516
 C51015  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
C51015,1984,  42.4915,   0.7949,   1.2239,   1.8442,   1.7998,   0.4709,   0.4356,   0.1472
C51015,1985,  43.7645,   0.8793,   1.1454,   1.8442,   1.7998,   0.4680,   0.4329,   0.1463
C51015,1986,  30.6955,   0.8790,   1.2271,   1.8442,   1.7998,   0.3464,   0.3204,   0.1082
C51015,1987,  42.6543,   0.9648,   1.2929,   1.8442,   1.7998,   0.5077,   0.4696,   0.1586
C51015,1988,  31.5872,   0.8527,   1.0761,   1.8442,   1.7998,   0.3556,   0.3289,   0.1111
C51015,1989,  49.4816,   1.1017,   1.6775,   1.8442,   1.7998,   0.5948,   0.5502,   0.1859
C51015,1990,  43.5542,   0.9105,   1.4294,   1.8442,   1.7998,   0.4914,   0.4546,   0.1536
C51015,1991,  39.6128,   0.9138,   1.1974,   1.8442,   1.7998,   0.4214,   0.3898,   0.1317
C51015,1992,  41.8103,   1.0463,   1.3713,   1.8442,   1.7998,   0.5083,   0.4702,   0.1588
C51015,1993,  41.0229,   1.1480,   1.5188,   1.8442,   1.7998,   0.4611,   0.4265,   0.1441
C51015,1994,  39.9447,   0.9541,   1.3096,   1.8442,   1.7998,   0.4306,   0.3983,   0.1346
C51015,1995,  43.2599,   1.0920,   1.5079,   1.8442,   1.7998,   0.5441,   0.5033,   0.1700
C51015,1996,  56.3993,   1.4490,   1.7339,   1.8442,   1.7998,   0.6373,   0.5895,   0.1991
C51015,1997,  37.4645,   1.0469,   1.2724,   1.8442,   1.7998,   0.4118,   0.3809,   0.1287
C51015,1998,  42.3624,   1.1155,   1.3007,   1.8442,   1.7998,   0.5204,   0.4813,   0.1626
C51015,1999,  35.0222,   0.8800,   0.9923,   1.8442,   1.7998,   0.3673,   0.3397,   0.1148
C51015,2000,  38.3915,   1.0018,   1.1241,   1.8442,   1.7998,   0.4694,   0.4342,   0.1467
C51015,2001,  29.7567,   0.8806,   1.0432,   1.8442,   1.7998,   0.3547,   0.3281,   0.1108
C51015,2002,  38.3303,   1.0263,   1.2791,   1.8442,   1.7998,   0.4385,   0.4056,   0.1370
C51015,2003,  59.6207,   1.3679,   1.7927,   1.8442,   1.7998,   0.7089,   0.6558,   0.2215
C51015,2004,  46.4428,   0.9818,   1.2938,   1.8442,   1.7998,   0.5437,   0.5030,   0.1699
C51015,2005,  40.0827,   0.9555,   1.5113,   1.8442,   1.7998,   0.4369,   0.4042,   0.1365
C51015,   1,   2.9497,   0.0520,   0.0732,   0.1413,   0.0350,   0.0267,   0.0247,   0.0084
C51015,   2,   2.6884,   0.0556,   0.0650,   0.1279,   0.0488,   0.0244,   0.0225,   0.0076
C51015,   3,   3.5863,   0.1170,   0.1259,   0.1520,   0.1047,   0.0325,   0.0301,   0.0102
C51015,   4,   3.2372,   0.1066,   0.1775,   0.1640,   0.1429,   0.0587,   0.0543,   0.0183
C51015,   5,   4.3081,   0.1466,   0.1950,   0.1831,   0.1468,   0.0781,   0.0722,   0.0244
C51015,   6,   3.5184,   0.1154,   0.1620,   0.1656,   0.1999,   0.0638,   0.0590,   0.0199
C51015,   7,   4.4492,   0.1077,   0.1419,   0.1613,   0.3515,   0.0403,   0.0373,   0.0126
C51015,   8,   3.7772,   0.0936,   0.1207,   0.1505,   0.2928,   0.0342,   0.0317,   0.0107
C51015,   9,   4.0060,   0.0679,   0.0817,   0.1776,   0.2178,   0.0363,   0.0336,   0.0113
C51015,  10,   2.5464,   0.0444,   0.0627,   0.1604,   0.1442,   0.0231,   0.0214,   0.0072
C51015,  11,   3.6534,   0.0538,   0.0722,   0.1266,   0.0959,   0.0331,   0.0306,   0.0103
C51015,  12,   2.8138,   0.0505,   0.0549,   0.1339,   0.0195,   0.0255,   0.0236,   0.0080
 C51015, -0.0203199163,  0.000684429135
 A51045  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51045,1984,  40.6763,   0.7021,   1.3637,   2.2621,   0.7256,   0.4679,   0.4328,   0.1462
A51045,1985,  40.4549,   0.7938,   1.1394,   2.2621,   0.7256,   0.4497,   0.4159,   0.1405
A51045,1986,  34.8704,   0.9020,   1.3388,   2.2621,   0.7256,   0.3785,   0.3501,   0.1183
A51045,1987,  41.2074,   0.7896,   1.1604,   2.2621,   0.7256,   0.4866,   0.4501,   0.1520
A51045,1988,  30.2022,   0.6970,   1.0066,   2.2621,   0.7256,   0.3463,   0.3203,   0.1082
A51045,1989,  46.9880,   1.0092,   1.6969,   2.2621,   0.7256,   0.5576,   0.5158,   0.1742
A51045,1990,  40.9263,   0.7586,   1.4382,   2.2621,   0.7256,   0.4608,   0.4262,   0.1440
A51045,1991,  34.7704,   0.7148,   0.9912,   2.2621,   0.7256,   0.3879,   0.3588,   0.1212
A51045,1992,  39.1671,   0.8762,   1.1605,   2.2621,   0.7256,   0.4841,   0.4478,   0.1513
A51045,1993,  40.5115,   0.9328,   1.2132,   2.2621,   0.7256,   0.4445,   0.4111,   0.1389
A51045,1994,  38.9875,   0.8587,   1.4782,   2.2621,   0.7256,   0.4282,   0.3961,   0.1338
A51045,1995,  39.4475,   0.9215,   1.3486,   2.2621,   0.7256,   0.4870,   0.4505,   0.1522
A51045,1996,  49.3546,   1.1784,   1.6630,   2.2621,   0.7256,   0.5553,   0.5137,   0.1735
A51045,1997,  31.9085,   0.8755,   1.0891,   2.2621,   0.7256,   0.3667,   0.3392,   0.1146
A51045,1998,  43.6293,   1.0274,   1.4619,   2.2621,   0.7256,   0.5363,   0.4960,   0.1676
A51045,1999,  35.6162,   0.8430,   1.0982,   2.2621,   0.7256,   0.3886,   0.3595,   0.1214
A51045,2000,  37.5060,   0.9753,   1.5184,   2.2621,   0.7256,   0.4487,   0.4150,   0.1402
A51045,2001,  32.0927,   0.8421,   1.1720,   2.2621,   0.7256,   0.3919,   0.3625,   0.1225
A51045,2002,  40.5946,   0.8700,   1.2050,   2.2621,   0.7256,   0.4633,   0.4286,   0.1448
A51045,2003,  55.1240,   1.1340,   1.7316,   2.2621,   0.7256,   0.6756,   0.6249,   0.2111
A51045,2004,  48.6410,   0.9179,   1.2956,   2.2621,   0.7256,   0.5652,   0.5228,   0.1766
A51045,2005,  34.9395,   0.8300,   1.1917,   2.2621,   0.7256,   0.3841,   0.3553,   0.1200
A51045,   1,   2.9489,   0.0489,   0.0685,   0.1948,   0.0204,   0.0267,   0.0247,   0.0084
A51045,   2,   2.8073,   0.0494,   0.0708,   0.1662,   0.0255,   0.0254,   0.0235,   0.0080
A51045,   3,   3.5157,   0.0973,   0.1208,   0.1704,   0.0401,   0.0319,   0.0295,   0.0100
A51045,   4,   3.3034,   0.1004,   0.1740,   0.2072,   0.0737,   0.0599,   0.0554,   0.0187
A51045,   5,   4.3770,   0.1354,   0.1947,   0.2103,   0.0804,   0.0794,   0.0734,   0.0248
A51045,   6,   3.3482,   0.0989,   0.1472,   0.1823,   0.0964,   0.0607,   0.0561,   0.0190
A51045,   7,   4.1488,   0.0927,   0.1370,   0.1881,   0.1314,   0.0376,   0.0348,   0.0118
A51045,   8,   3.5670,   0.0726,   0.1219,   0.1725,   0.0785,   0.0323,   0.0299,   0.0101
A51045,   9,   3.6564,   0.0538,   0.0922,   0.1926,   0.0673,   0.0331,   0.0307,   0.0104
A51045,  10,   2.3334,   0.0381,   0.0618,   0.1966,   0.0378,   0.0212,   0.0196,   0.0066
A51045,  11,   3.1858,   0.0517,   0.0723,   0.1710,   0.0580,   0.0289,   0.0267,   0.0090
A51045,  12,   2.6997,   0.0449,   0.0462,   0.2101,   0.0160,   0.0245,   0.0226,   0.0076
 A51045, -0.018334277,  0.000200688315
 A51071  1984  2005 wet and dry atdep
