TABLE->,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,PSTEMP-TEMPS,PSTEMP-TEMPS,PSTEMP-TEMPS,PSTEMP-TEMPS
F42009,1,1,1,1,0,1,0,0,0,0,29.39,30.99,34.72,40.57,45.31,49.69,51.7,50.78,46.93,41.32,36.36,31.21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.31,30.19,36.89,47.43,55.95,63.84,67.46,65.8,58.88,48.77,39.85,30.57,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42011,1,1,1,1,0,1,0,0,0,0,29.27,30.8,34.87,40.42,45.6,50.16,52.3,51.41,47.29,41.35,36.51,31.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.08,29.85,37.16,47.16,56.47,64.69,68.54,66.94,59.53,48.84,40.11,30.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42013,1,1,1,1,0,1,0,0,0,0,28.74,30.17,33.9,40,44.9,49.39,51.3,50.43,46.59,40.99,36.02,30.69,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.14,28.7,35.42,46.4,55.22,63.31,66.73,65.17,58.27,48.19,39.24,29.64,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42021,1,1,1,1,0,1,0,0,0,0,28.09,29.45,33.18,39.27,44.25,48.62,50.46,49.57,45.85,40.22,35.32,30,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,24.97,27.41,34.12,45.09,54.04,61.91,65.22,63.63,56.93,46.79,37.98,28.39,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42027,1,1,1,1,0,1,0,0,0,0,28.33,29.78,33.6,39.78,44.91,49.22,51.17,50.32,46.34,40.63,35.63,30.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,25.4,28,34.88,46.01,55.24,63,66.51,64.98,57.81,47.54,38.53,29.08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42033,1,1,1,1,0,1,0,0,0,0,27.79,29.17,32.93,39.13,44.21,48.55,50.41,49.65,45.79,40.11,35.13,29.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,24.43,26.9,33.67,44.84,53.98,61.78,65.14,63.76,56.81,46.6,37.64,28.04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42035,1,1,1,1,0,1,0,0,0,0,27.31,28.68,32.52,38.72,44.26,48.27,50.26,49.48,45.56,39.88,34.7,29.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,23.56,26.03,32.93,44.1,54.06,61.28,64.87,63.46,56.41,46.18,36.87,27.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42041,1,1,1,1,0,1,0,0,0,0,30.12,31.78,35.66,41.48,46.52,51.18,53.31,52.34,48.25,42.43,37.31,32.17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.61,31.61,38.6,49.06,58.14,66.52,70.36,68.61,61.25,50.77,41.55,32.31,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42043,1,1,1,1,0,1,0,0,0,0,29.34,30.94,34.9,40.7,45.8,50.39,52.46,51.49,47.47,41.68,36.62,31.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.21,30.1,37.21,47.66,56.84,65.1,68.82,67.08,59.85,49.42,40.31,31.07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42055,1,1,1,1,0,1,0,0,0,0,30.53,32.3,36.12,41.98,46.9,51.39,53.36,52.4,48.38,42.63,37.45,32.37,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.36,32.53,39.42,49.96,58.82,66.91,70.46,68.72,61.48,51.13,41.8,32.67,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42061,1,1,1,1,0,1,0,0,0,0,29.36,30.84,34.51,40.57,45.53,50.04,52.05,51.17,47.25,41.56,36.57,31.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.25,29.92,36.52,47.43,56.35,64.47,68.09,66.51,59.44,49.21,40.23,30.83,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42069,1,1,1,1,0,1,0,0,0,0,27.19,28.52,32.59,38.66,44.09,48.44,50.52,49.72,45.58,39.89,34.92,29.59,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,23.34,25.73,33.07,43.99,53.76,61.59,65.34,63.89,56.44,46.19,37.25,27.67,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42071,1,1,1,1,0,1,0,0,0,0,30.14,31.75,35.7,41.18,46.37,50.96,52.94,52,47.92,42.03,37.01,32.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.66,31.55,38.66,48.53,57.86,66.12,69.69,68.01,60.65,50.05,41.02,32.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42075,1,1,1,1,0,1,0,0,0,0,29.65,31.24,35.27,40.99,46.13,50.67,52.68,51.72,47.73,41.9,36.86,31.76,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.77,30.64,37.89,48.18,57.43,65.61,69.22,67.5,60.31,49.83,40.75,31.56,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42079,1,1,1,1,0,1,0,0,0,0,28,29.43,33.45,39.39,44.73,49.08,51.21,50.39,46.19,40.39,35.54,30.33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,24.8,27.37,34.62,45.3,54.92,62.75,66.58,65.11,57.55,47.1,38.38,28.99,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42081,1,1,1,1,0,1,0,0,0,0,27.22,28.62,32.49,38.67,44.16,48.3,50.29,49.45,45.44,39.8,34.72,29.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,23.4,25.91,32.88,44.01,53.9,61.34,64.91,63.4,56.19,46.04,36.89,27.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42087,1,1,1,1,0,1,0,0,0,0,29.11,30.66,34.39,40.47,45.55,49.95,51.96,51.08,47.1,41.38,36.37,31.16,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.8,29.59,36.3,47.24,56.39,64.3,67.94,66.35,59.18,48.89,39.86,30.48,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42097,1,1,1,1,0,1,0,0,0,0,29.04,30.65,34.64,40.64,45.85,50.38,52.39,51.43,47.31,41.52,36.35,31.14,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.67,29.56,36.75,47.54,56.92,65.08,68.7,66.98,59.55,49.14,39.83,30.45,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42107,1,1,1,1,0,1,0,0,0,0,28.42,29.89,33.96,39.69,44.87,49.33,51.46,50.58,46.53,40.73,35.88,30.62,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,25.56,28.2,35.53,45.83,55.17,63.19,67.03,65.45,58.15,47.72,38.98,29.52,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42115,1,1,1,1,0,1,0,0,0,0,26.71,28.02,32.1,38.29,43.89,48.37,50.34,49.57,45.48,39.74,34.57,29.19,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,22.47,24.84,32.19,43.32,53.41,61.47,65.01,63.62,56.26,45.93,36.63,26.95,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42117,1,1,1,1,0,1,0,0,0,0,26.71,28.02,31.76,37.96,43.56,47.79,49.73,48.96,44.95,39.35,34.32,28.97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,22.48,24.84,31.56,42.73,52.81,60.43,63.91,62.52,55.32,45.23,36.18,26.54,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42119,1,1,1,1,0,1,0,0,0,0,28.32,29.86,33.86,39.93,45.12,49.47,51.44,50.53,46.51,40.82,35.67,30.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,25.38,28.14,35.34,46.28,55.61,63.44,66.99,65.35,58.11,47.88,38.61,29.13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42133,1,1,1,1,0,1,0,0,0,0,30.21,31.95,35.87,41.25,46.37,50.94,52.85,51.86,47.77,41.89,36.92,31.89,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.77,31.9,38.96,48.64,57.86,66.1,69.54,67.75,60.39,49.81,40.86,31.79,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51001,1,1,1,1,0,1,0,0,0,0,34.7,35.91,39.16,43.98,48.55,53.05,55.36,54.34,51.25,45.75,41.13,36.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.86,39.04,44.88,53.56,61.79,69.89,74.05,72.21,66.65,56.75,48.43,39.82,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51003,1,1,1,1,0,1,0,0,0,0,33.26,35.15,38.69,44.18,48.32,52.65,54.58,53.44,49.86,44.18,39.38,34.62,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.27,37.68,44.04,53.92,61.37,69.16,72.65,70.59,64.15,53.93,45.28,36.71,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51005,1,1,1,1,0,1,0,0,0,0,31.39,33.27,36.75,41.77,46.21,50.2,52.07,51.25,47.6,42.11,37.2,32.56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.91,34.28,40.56,49.59,57.58,64.76,68.13,66.66,60.08,50.2,41.36,33.01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51009,1,1,1,1,0,1,0,0,0,0,33.5,35.29,38.82,43.99,48.13,52.39,54.4,53.44,49.82,44.19,39.25,34.67,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.71,37.92,44.27,53.58,61.03,68.71,72.32,70.59,64.07,53.93,45.05,36.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51011,1,1,1,1,0,1,0,0,0,0,33.54,35.38,38.92,44.13,48.32,52.68,54.65,53.62,50.04,44.31,39.39,34.81,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.78,38.08,44.46,53.84,61.37,69.22,72.77,70.92,64.46,54.16,45.3,37.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51013,1,1,1,1,0,1,0,0,0,0,32.78,34.65,38.3,43.61,48.29,52.87,55.03,54.06,50.21,44.18,39.23,34.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.4,36.77,43.35,52.9,61.32,69.56,73.46,71.7,64.77,53.93,45.02,36.39,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51015,1,1,1,1,0,1,0,0,0,0,32.1,33.86,37.33,42.44,46.84,51.09,53.04,52.09,48.44,42.8,38.1,33.32,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.19,35.35,41.59,50.79,58.71,66.36,69.87,68.16,61.6,51.45,42.98,34.38,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51017,1,1,1,1,0,1,0,0,0,0,29.88,31.77,35.24,40.36,44.95,49.07,50.91,50.09,46.43,40.85,35.93,31.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.18,31.58,37.82,47.04,55.31,62.72,66.04,64.56,57.97,47.93,39.07,30.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51019,1,1,1,1,0,1,0,0,0,0,33.69,35.17,38.82,43.4,47.36,51.37,53.29,52.47,48.86,43.88,39.29,34.77,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.04,37.7,44.27,52.52,59.65,66.87,70.32,68.85,62.35,53.38,45.13,36.98,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51023,1,1,1,1,0,1,0,0,0,0,32.85,34.7,38.27,43.34,47.55,51.55,53.44,52.55,48.89,43.42,38.51,33.96,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.53,36.87,43.29,52.41,59.98,67.19,70.59,68.99,62.4,52.55,43.71,35.52,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51033,1,1,1,1,0,1,0,0,0,0,33.58,35.42,39.07,44.31,48.61,53,55.03,53.98,50.43,44.62,39.87,35.04,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.84,38.16,44.73,54.15,61.91,69.8,73.46,71.57,65.17,54.71,46.16,37.48,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51041,1,1,1,1,0,1,0,0,0,0,34.55,36.34,39.94,45.03,49.26,53.52,55.6,54.47,51.01,45.29,40.61,35.99,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.59,39.82,46.29,55.45,63.07,70.73,74.47,72.44,66.22,55.91,47.51,39.18,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51043,1,1,1,1,0,1,0,0,0,0,31.7,33.47,36.95,42.57,47.38,52.1,54.2,53.17,49.25,43.38,38.4,33.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.46,34.64,40.9,51.02,59.68,68.19,71.97,70.1,63.05,52.48,43.53,34.49,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51045,1,1,1,1,0,1,0,0,0,0,31.59,33.4,36.87,41.76,46.07,50.13,52.05,51.12,47.5,42.08,37.29,32.73,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.26,34.51,40.77,49.57,57.33,64.64,68.08,66.41,59.91,50.14,41.52,33.31,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51053,1,1,1,1,0,1,0,0,0,0,34.37,36.22,39.72,44.76,49.14,53.37,55.43,54.21,50.77,44.98,40.42,35.78,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.27,39.59,45.9,54.97,62.84,70.46,74.17,71.98,65.78,55.36,47.16,38.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51057,1,1,1,1,0,1,0,0,0,0,34.39,36.08,39.68,44.89,49.28,53.55,55.53,54.43,51.04,45.32,40.67,35.81,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.3,39.34,45.82,55.2,63.1,70.79,74.36,72.38,66.26,55.97,47.6,38.85,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51059,1,1,1,1,0,1,0,0,0,0,32.45,34.29,37.97,43.31,47.88,52.4,54.57,53.63,49.8,43.78,38.87,34.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.82,36.13,42.75,52.36,60.58,68.72,72.62,70.94,64.03,53.21,44.37,35.74,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51061,1,1,1,1,0,1,0,0,0,0,32.58,34.35,37.94,43.58,48.07,52.59,54.82,53.93,50.25,44.46,39.45,34.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.05,36.23,42.69,52.85,60.93,69.06,73.08,71.47,64.86,54.43,45.41,36.48,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51069,1,1,1,1,0,1,0,0,0,0,31.03,32.75,36.26,41.77,46.55,51.11,53.25,52.21,48.32,42.49,37.67,32.63,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.25,33.34,39.67,49.59,58.2,66.4,70.25,68.38,61.38,50.87,42.2,33.14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51071,1,1,1,1,0,1,0,0,0,0,30.63,32.45,35.88,40.66,44.89,48.92,50.79,49.89,46.39,41.04,36.4,31.81,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.54,32.81,38.98,47.6,55.2,62.46,65.82,64.21,57.9,48.28,39.92,31.66,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51079,1,1,1,1,0,1,0,0,0,0,32.4,34.42,37.92,43.75,48.05,52.51,54.43,53.24,49.71,43.66,38.68,33.87,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.71,36.36,42.66,53.15,60.89,68.91,72.37,70.23,63.87,52.98,44.02,35.37,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51085,1,1,1,1,0,1,0,0,0,0,33.89,35.69,39.36,44.62,48.79,53.07,55.12,54.07,50.55,44.74,39.93,35.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.39,38.64,45.25,54.71,62.23,69.93,73.61,71.72,65.4,54.93,46.27,37.84,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51087,1,1,1,1,0,1,0,0,0,0,34.54,36.32,39.99,45.13,49.29,53.52,55.56,54.48,51.05,45.33,40.59,35.94,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.57,39.78,46.38,55.64,63.12,70.74,74.41,72.46,66.29,55.99,47.47,39.08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51091,1,1,1,1,0,1,0,0,0,0,28.98,30.74,34.04,39.22,43.95,48.02,49.87,49.02,45.51,40.09,35.14,30.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.56,29.73,35.67,44.99,53.51,60.84,64.16,62.64,56.32,46.55,37.65,29.19,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F51095,1,1,1,1,0,1,0,0,0,0,35.16,36.76,40.3,45.26,49.56,53.69,55.75,54.61,51.38,45.89,41.27,36.58,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.7,40.57,46.94,55.86,63.62,71.04,74.76,72.7,66.89,57,48.69,40.24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
