lsegmt,NO3,NH3,LON,RON,PO4,mNH3,mNO3,mLON,mRON,mPO4
B51017,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51019,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51023,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51035,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51061,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51067,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51071,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51077,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51079,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51091,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51105,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51113,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51125,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51139,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51141,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51157,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51161,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51163,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51165,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51167,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51169,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51171,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51173,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51185,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51187,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51191,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51195,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B51197,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B54023,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B54031,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B54057,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
B54071,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
C42009,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
C51015,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
C51071,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
C51165,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F10005,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F11001,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24001,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24003,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24005,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24009,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24013,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24015,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24017,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24019,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24021,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24023,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24025,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24027,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24029,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24031,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24033,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24035,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24037,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24039,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24041,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24043,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24045,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F24510,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F36003,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F36007,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F36015,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F36025,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F36101,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42001,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42009,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42011,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42013,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42021,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42027,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42033,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42035,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42041,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42043,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42055,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42061,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42069,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42071,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42075,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42079,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42081,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42087,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42097,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42107,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42115,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42117,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42119,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F42133,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51001,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51003,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51005,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51009,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51011,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51013,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51015,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51017,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51019,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51023,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51033,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51041,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51043,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51045,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51053,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51057,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51059,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51061,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51069,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51071,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51079,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51085,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51087,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51091,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51095,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51099,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51101,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51107,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51113,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51121,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51125,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51131,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51137,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51139,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51145,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51147,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51149,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51153,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51157,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51159,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51161,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51163,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51165,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51171,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51177,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51179,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51181,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51187,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51193,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51199,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51510,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51530,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51540,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51550,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51580,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51630,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51650,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51660,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51670,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51700,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51710,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51730,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51735,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51740,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51760,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51790,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51800,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51810,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51820,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F51830,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F54003,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F54023,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F54027,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F54031,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F54037,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F54057,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F54063,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F54065,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
F54071,1x-0.05,1x-0.05,2x0.006,2x0.006,3x0.1,D1,D1,D1,D1,D1
end,,,,,,,,,,
