river,land,HGMR
NR3_8290_8170,B51071,PCRN
NR3_8290_8170,C51071,PCRN
NR3_8420_8430,A51063,PCRN
NR3_8420_8430,A51121,PCRN
NR3_8420_8430,A51155,PCRN
NR3_8430_7820,A51121,PCRN
NR3_8430_7820,A51155,PCRN
NR3_8690_8500,A51035,PCRN
NR3_8690_8500,A51063,PCRN
NR3_8690_8500,A51155,PCRN
NR3_8690_8500,A51197,PCRN
NR3_8690_8500,B51141,PCRN
NR3_8740_8500,A51035,PCRN
NR3_8740_8500,A51155,PCRN
NR3_8740_8500,A51197,PCRN
NR3_9170_9130,A37009,BR_N
NR3_9170_9130,A51077,PCRN
NR3_9170_9130,B37009,BR_N
NR3_9170_9130,B51077,PCRN
NR3_9190_9170,A37009,BR_N
NR3_9190_9170,B37009,BR_N
NR3_9190_9170,B51077,PCRN
NR3_9240_9130,A37005,BR_N
NR3_9240_9130,A37009,BR_N
NR3_9240_9130,B37005,BR_N
NR3_9240_9130,B37009,BR_N
NR3_9310_9240,A37009,BR_N
NR3_9310_9240,A37189,BR_N
NR3_9310_9240,B37009,BR_N
NR4_9130_9080,A51077,VRSN
NR4_9130_9080,B37005,BR_N
NR4_9130_9080,B37009,BR_N
NR4_9130_9080,B51077,VRSN
NR5_8700_8640,A51197,VRSN
NR5_8760_8640,A51035,VRSN
NR5_8760_8640,A51197,VRSN
NR5_8870_8760,A51035,VRSN
NR5_8870_8760,A51077,VRSN
NR5_8870_8760,A51197,VRSN
NR5_8870_8760,A51640,VRSN
NR5_8870_8760,B37005,BR_N
NR5_8870_8760,B51077,VRSN
NR5_8870_8760,B51197,VRSN
NR5_9050_8870,A51077,VRSN
NR5_9050_8870,B51077,VRSN
NR5_9080_9050,A37005,BR_N
NR5_9080_9050,A51077,VRSN
NR5_9080_9050,B37005,BR_N
NR5_9080_9050,B51077,VRSN
NR6_7820_7960,A51045,VRSN
NR6_7820_7960,A51071,VRSN
NR6_7820_7960,A51121,VRSN
NR6_7820_7960,A51155,VRSN
NR6_7820_7960,A51750,VRSN
NR6_7820_7960,B51071,VRSN
NR6_7960_8050,A51071,VRSN
NR6_7960_8050,B51071,VRSN
NR6_8000_0000,B51071,VRSN
NR6_8050_8051,A51071,VRSN
NR6_8050_8051,B51071,VRSN
NR6_8050_8051,C51071,VRSN
NR6_8051_8000,A51071,VRSN
NR6_8051_8000,B51071,VRSN
NR6_8051_8000,C51071,VRSN
NR6_8170_7960,B51071,VRSN
NR6_8170_7960,C51071,VRSN
NR6_8180_8051,B51071,VRSN
NR6_8180_8051,C51071,VRSN
NR6_8500_7820,A51155,VRSN
NR6_8500_7820,A51197,VRSN
NR6_8640_8500,A51155,VRSN
NR6_8640_8500,A51197,VRSN
OD1_8910_8930,A37169,PCRN
OD1_8910_8930,A51141,PCRN
OD1_8910_8930,B51141,PCRN
OD1_9270_9110,A37067,PCRN
OD1_9270_9110,A37169,PCRN
OD2_8560_8630,A51063,PCRN
OD2_8560_8630,A51067,CPLN
OD2_8560_8630,A51089,PCRN
OD2_8560_8630,A51141,PCRN
OD2_8560_8630,B51067,CPLN
OD2_8560_8630,B51141,PCRN
OD2_8670_8890,A51089,PCRN
OD2_8670_8890,A51143,VRCN
OD2_8830_8710,A37145,PCRN
OD2_8830_8710,A51083,VRCN
OD2_8840_9020,A37169,PCRN
OD2_8840_9020,A37171,PCRN
OD2_8840_9020,A51141,PCRN
OD2_8840_9020,B51141,PCRN
OD2_8920_8830,A37001,PCRN
OD2_8920_8830,A37033,PCRN
OD2_8920_8830,A37135,PCRN
OD2_8920_8830,A37145,PCRN
OD3_8340_8520,A51083,VRCN
OD3_8340_8520,A51143,VRCN
OD3_8520_8621,A51083,VRCN
OD3_8630_8720,A51067,CPLN
OD3_8630_8720,A51089,PCRN
OD3_8630_8720,A51141,PCRN
OD3_8630_8720,A51690,PCRN
OD3_8710_8470,A37077,PCRN
OD3_8710_8470,A37145,PCRN
OD3_8710_8470,A51083,VRCN
OD3_8720_8900,A37157,PCRN
OD3_8720_8900,A51089,PCRN
OD3_8720_8900,A51690,PCRN
OD3_8850_8931,A51089,PCRN
OD3_8850_8931,A51141,PCRN
OD3_8930_8931,A37157,PCRN
OD3_8930_8931,A37169,PCRN
OD3_8930_8931,A51089,PCRN
OD3_8930_8931,A51141,PCRN
OD3_8931_9140,A37157,PCRN
OD3_8931_9140,A37169,PCRN
OD3_8931_9140,A51089,PCRN
OD3_9020_9110,A37169,PCRN
OD3_9020_9110,A37171,PCRN
OD3_9020_9110,A51141,PCRN
OD4_8990_8900,A37157,PCRN
OD4_8990_8900,A51089,VRCN
OD4_9110_9140,A37067,PCRN
OD4_9110_9140,A37081,PCRN
OD4_9110_9140,A37157,PCRN
OD4_9110_9140,A37169,PCRN
OD4_9140_8990,A37081,PCRN
OD4_9140_8990,A37157,PCRN
OD5_8770_8780,A37033,PCRN
OD5_8770_8780,A37157,PCRN
OD5_8770_8780,A51143,VRCN
OD5_8770_8780,A51590,VRCN
OD5_8780_8660,A37033,PCRN
OD5_8780_8660,A37145,PCRN
OD5_8780_8660,A51083,VRCN
OD5_8780_8660,A51143,VRCN
OD5_8890_8770,A51143,VRCN
OD5_8890_8770,A51590,VRCN
OD5_8900_8770,A37033,PCRN
OD5_8900_8770,A37157,PCRN
OD5_8900_8770,A51089,VRCN
OD5_8900_8770,A51143,VRCN
OD5_8900_8770,A51590,VRCN
OD5_8940_8780,A37033,PCRN
OD5_8940_8780,A37157,PCRN
OD6_8621_8470,A51083,VRCN
OD6_8660_8621,A51083,VRCN
OD6_8660_8621,A51143,VRCN
OR1_7700_7980,A51011,PCRN
OR1_7700_7980,A51037,PCRN
OR1_8280_8020,A51063,PCRN
OR1_8280_8020,A51121,CPLN
OR1_8280_8020,B51161,CPLN
OR1_8320_8271,A51067,CPLN
OR1_8320_8271,B51067,CPLN
OR2_7610_7780,A51019,BR_N
OR2_7610_7780,A51031,PCRN
OR2_7610_7780,A51515,PCRN
OR2_7610_7780,B51019,PCRN
OR2_7650_8070,A51019,BR_N
OR2_7650_8070,A51023,PCRN
OR2_7650_8070,B51019,PCRN
OR2_7670_7840,A51011,PCRN
OR2_7670_7840,A51031,PCRN
OR2_7780_7890,A51031,PCRN
OR2_7780_7890,B51019,PCRN
OR2_7840_7970,A51011,PCRN
OR2_7840_7970,A51031,PCRN
OR2_7840_7970,A51037,PCRN
OR2_7900_7740,A51161,VRCN
OR2_7900_7740,A51770,VRCN
OR2_7900_7740,A51775,VRCN
OR2_7900_7740,B51161,VRCN
OR2_8020_8130,A51121,VRSN
OR2_8020_8130,A51161,VRCN
OR2_8020_8130,B51161,VRSN
OR2_8070_8120,A51031,PCRN
OR2_8070_8120,B51019,PCRN
OR2_8130_7900,A51121,VRSN
OR2_8130_7900,A51161,VRSN
OR2_8130_7900,B51161,VRSN
OR2_8450_8490,A51117,PCRN
OR2_8460_8271,A51067,CPLN
OR2_8460_8271,A51089,PCRN
OR2_8460_8271,A51143,VRCN
OR2_8460_8271,B51067,CPLN
OR3_7740_8271,A51023,VRSN
OR3_7740_8271,A51161,VRSN
OR3_7740_8271,A51770,VRCN
OR3_7740_8271,B51023,BR_N
OR3_7740_8271,B51161,VRCN
OR4_8120_7890,A51031,VRCN
OR4_8120_7890,A51143,VRCN
OR4_8271_8120,A51019,VRCN
OR4_8271_8120,A51031,VRCN
OR4_8271_8120,A51067,VRCN
OR4_8271_8120,A51143,VRCN
OR4_8271_8120,A51161,VRCN
OR4_8271_8120,A51770,VRCN
OR4_8271_8120,B51019,VRCN
OR4_8271_8120,B51067,VRCN
OR4_8271_8120,B51161,VRCN
OR5_7890_7970,A51031,PCRN
OR5_7890_7970,A51083,PCRN
OR5_7890_7970,A51143,PCRN
OR5_7910_8410,A51037,PCRN
OR5_7910_8410,A51147,PCRN
OR5_7970_8200,A51031,VRCN
OR5_7970_8200,A51037,VRCN
OR5_7970_8200,A51083,VRCN
OR5_7980_8200,A51037,PCRN
OR5_8200_8370,A51037,VRCN
OR5_8200_8370,A51083,VRCN
OR5_8370_8410,A51037,VRCN
OR5_8370_8410,A51083,VRCN
OR5_8410_8470,A51037,VRCN
OR5_8410_8470,A51083,VRCN
OR5_8410_8470,A51117,VRCN
OR7_8470_8490,A37077,PCRN
OR7_8470_8490,A37145,PCRN
OR7_8470_8490,A37181,PCRN
OR7_8470_8490,A37185,PCRN
OR7_8470_8490,A51037,VRCN
OR7_8470_8490,A51083,VRCN
OR7_8470_8490,A51117,VRCN
OR7_8490_0000,A51025,VRCN
OR7_8490_0000,A51117,VRCN
PL0_4510_0001,A11001,CPDN
PL0_4510_0001,A24031,PCRN
PL0_4510_0001,A24033,CPDN
PL0_4961_0000,A24033,CPDN
PL0_5000_0001,A51059,PCRN
PL0_5000_0001,A51510,CPDN
PL0_5000_0001,A51610,PCRN
PL0_5010_5130,A51059,PCRN
PL0_5010_5130,A51600,PCRN
PL0_5070_0001,A24033,CPUN
PL0_5090_0000,A51059,CPDN
PL0_5090_0000,A51510,CPDN
PL0_5131_0000,A51059,PCRN
PL0_5131_0000,A51600,PCRN
PL0_5141_5140,A51061,PCRN
PL0_5141_5140,A51153,ML_N
PL0_5251_0000,A51059,CPLN
PL0_5251_0000,A51153,PCRN
PL0_5252_0000,A51059,CPLN
PL0_5253_0000,A51059,CPLN
PL0_5290_0000,A24017,CPLT
PL0_5290_0000,A24033,CPDT
PL0_5390_0000,A24017,CPLN
PL0_5390_0000,A24031,CPLN
PL0_5390_0000,A24033,CPDN
PL0_5391_0000,A24017,CPLN
PL0_5392_0000,A24017,CPLN
PL0_5440_0000,A24017,CPUN
PL0_5450_0000,A24017,CPUN
PL0_5490_0001,A51153,PCRN
PL0_5491_0000,A51153,CPDN
PL0_5491_0000,A51179,PCRN
PL0_5492_0000,A51153,CPDN
PL0_5493_0000,A51099,CPDN
PL0_5493_0000,A51153,CPDN
PL0_5493_0000,A51179,PCRN
PL0_5494_0000,A51179,PCRN
PL0_5495_0000,A51179,PCRN
PL0_5496_0000,A51153,CPDN
PL0_5510_0001,A24017,CPUN
PL0_5510_0001,A24037,CPUN
PL0_5530_5710,A24017,CPUN
PL0_5540_5490,A51153,PCRN
PL0_5580_0000,A24017,CPLN
PL0_5581_0000,A24017,CPLN
PL0_5582_0000,A24017,CPUN
PL0_5583_0000,A24017,CPUN
PL0_5584_0000,A24017,CPDN
PL0_5585_0000,A24017,CPLN
PL0_5670_0000,A24017,CPLT
PL0_5670_0000,A24037,CPLN
PL0_5671_0000,A24017,CPLN
PL0_5671_0000,A24037,CPDN
PL0_5672_0000,A24037,CPDN
PL0_5710_0001,A24017,CPDN
PL0_5720_0001,A24017,CPUN
PL0_5730_5690,A51061,PCRN
PL0_5730_5690,A51179,PCRN
PL0_5750_0001,A24037,CPUN
PL0_5790_0000,A24017,CPDN
PL0_5791_0000,A24017,CPDN
PL0_5830_0001,A24037,CPUN
PL0_5850_0000,A51179,CPDN
PL0_5851_0000,A51179,CPDN
PL0_5860_0000,A24017,CPLN
PL0_5900_0000,A51099,CPDN
PL0_5900_0000,A51179,CPDN
PL0_5901_0000,A51099,CPDN
PL0_5902_0000,A51099,CPDN
PL0_5903_0000,A51099,CPDN
PL0_5904_0000,A51099,CPDN
PL0_5920_0000,A51099,CPLN
PL0_5921_0000,A51099,CPLN
PL0_5922_0000,A51099,CPLN
PL0_5923_0000,A51099,CPLN
PL0_5930_0000,A24017,CPLN
PL0_5950_0000,A24037,CPLT
PL0_5951_0000,A24037,CPLN
PL0_5952_0000,A24037,CPUN
PL0_5960_0000,A24037,CPLT
PL0_5961_0000,A24037,CPUN
PL0_5962_0000,A24037,CPUN
PL0_5980_0000,A24037,CPLN
PL0_5981_0000,A24037,CPUN
PL0_5982_0000,A24037,CPLT
PL0_5983_0000,A24037,CPLN
PL0_6020_0000,A24037,CPLT
PL0_6060_0000,A24037,CPLT
PL0_6100_0000,A51099,CPLN
PL0_6100_0000,A51193,CPLN
PL0_6101_0000,A51193,CPLN
PL0_6110_0000,A24037,CPLN
PL0_6130_0000,A51193,CPUN
PL0_6131_0000,A51193,CPUN
PL0_6140_0000,A51133,CPUN
PL0_6140_0000,A51193,CPLN
PL0_6141_0000,A51193,CPLN
PL0_6270_0000,A51133,CPLN
PL0_6271_0000,A51133,CPLN
PL0_6272_0000,A51133,CPLN
PL1_4460_4780,A11001,PCRN
PL1_4460_4780,A24031,PCRN
PL1_4540_0001,A24031,PCRN
PL1_4540_0001,A24033,CPDN
PL1_4780_0001,A11001,PCRN
PL1_4780_0001,A24031,PCRN
PL1_5060_0000,A24033,CPUN
PL1_5061_0000,A24033,CPLN
PL1_5130_0001,A51059,PCRN
PL1_5230_0001,A24017,CPUN
PL1_5230_0001,A24033,CPUN
PL1_5370_5470,A51061,ML_N
PL1_5690_0001,A51153,PCRN
PL1_5690_0001,A51179,PCRN
PL1_5910_0001,A24037,CPUN
PL2_4810_0000,A11001,CPDN
PL2_4810_0000,A24033,CPDN
PL2_4811_0000,A11001,CPDN
PL2_4811_0000,A24033,CPDN
PL2_4945_0004,A11001,CPLN
PL2_4970_5250,A51059,ML_N
PL2_4970_5250,A51061,PCRN
PL2_4970_5250,A51107,ML_N
PL2_4970_5250,A51153,ML_N
PL2_4970_5250,A51600,PCRN
PL2_4970_5250,A51683,ML_N
PL2_4970_5250,A51685,ML_N
PL2_5140_5360,A51061,ML_N
PL2_5140_5360,A51153,ML_N
PL2_5140_5360,A51683,ML_N
PL2_5300_5630,A24017,CPUN
PL2_5300_5630,A24033,CPUN
PL2_5470_5360,A51061,ML_N
PL2_5470_5360,A51153,ML_N
PL2_5630_0001,A24017,CPDN
PL2_5800_0000,A24017,CPLN
PL3_5250_0001,A51059,PCRN
PL3_5250_0001,A51153,PCRN
PL3_5360_5250,A51153,PCRN
PL3_5360_5250,A51683,ML_N
PL7_4910_0000,A11001,PCRN
PL7_4910_0000,A51059,PCRN
PL7_4911_0000,A51013,PCRN
PL7_4911_0000,A51059,PCRN
PL7_4940_0000,A11001,CPLN
PL7_4941_0000,A51013,CPDN
PL7_4942_0000,A11001,CPLN
PL7_4960_0000,A11001,CPLN
PL7_4960_0000,A24031,CPLN
PL7_4960_0000,A24033,CPDN
PL7_4960_0000,A51059,CPLN
PL7_4960_0000,A51107,CPLN
PL7_4962_0000,A51013,CPDN
PL7_4962_0000,A51059,PCRN
PL7_4962_0000,A51510,CPDN
PL7_4962_0000,A51610,PCRN
PL7_4963_0000,A51510,CPDN
PL7_4964_0000,A51013,CPDN
PL7_4964_0000,A51510,CPDN
PL7_4965_0000,A51510,CPDN
PL7_4980_0000,A24033,CPLN
PL7_4980_0000,A51059,CPLN
PL7_4980_0000,A51510,CPLN
PL7_4981_0000,A51059,CPLN
PL7_4982_0000,A51059,CPLN
PL7_4983_0000,A51059,CPLN
PL7_4984_0000,A51059,CPLN
PM0_4640_4820,A24031,PCRN
PM1_3120_3400,A24013,PCRN
PM1_3450_3400,A24013,PCRN
PM1_3450_3400,A24021,PCRN
PM1_3510_4000,B24021,BR_N
PM1_3710_4040,A24013,PCRN
PM1_3710_4040,A24021,PCRN
PM1_4000_4290,B24021,PCRN
PM1_4250_4500,A24031,PCRN
PM1_4430_4200,A51107,PCRN
PM1_4500_4580,A24031,ML_N
PM2_2860_3040,A24013,ML_N
PM2_2860_3040,A24021,ML_N
PM2_2860_3040,A42001,ML_N
PM2_2860_3040,B42001,BR_N
PM2_3400_3340,A24013,ML_N
PM2_3400_3340,A24021,ML_N
PM2_4860_4670,A51061,PCRN
PM2_4860_4670,A51107,PCRN
PM2_4860_4670,B51061,BR_N
PM3_3040_3340,A24013,ML_N
PM3_3040_3340,A24021,ML_N
PM3_3040_3340,A42001,ML_N
PM3_3040_3340,A42055,BR_N
PM3_3040_3340,B24021,BR_N
PM3_3040_3340,B42001,BR_N
PM3_4660_4620,A51107,ML_N
PM3_4670_4660,A51061,PCRN
PM3_4670_4660,A51107,PCRN
PM4_3340_3341,A24021,ML_N
PM4_3340_3341,B24021,BR_N
PM4_3341_4040,A24021,PCAN
PM4_3341_4040,B24021,BR_N
PM4_4040_4410,A24021,PCRN
PM4_4040_4410,A24031,PCRN
PM4_4040_4410,B24021,BR_N
PM7_4150_4290,A24043,BR_N
PM7_4150_4290,A51107,PCRN
PM7_4150_4290,B24021,PCRN
PM7_4200_4410,A24021,ML_N
PM7_4200_4410,A51107,ML_N
PM7_4200_4410,B24021,BR_N
PM7_4290_4200,A51107,PCRN
PM7_4290_4200,B24021,PCRN
PM7_4410_4620,A24021,PCRN
PM7_4410_4620,A24031,ML_N
PM7_4410_4620,A51107,ML_N
PM7_4580_4820,A24031,PCRN
PM7_4580_4820,A51059,PCRN
PM7_4580_4820,A51600,PCRN
PM7_4620_4580,A24031,ML_N
PM7_4620_4580,A51059,ML_N
PM7_4620_4580,A51107,ML_N
PM7_4820_0001,A11001,PCRN
PM7_4820_0001,A24031,PCRN
PM7_4820_0001,A51059,PCRN
PS0_6150_6160,A51165,VRSN
PS0_6150_6160,A51660,VRSN
PS0_6160_6161,A51165,VRCN
PS0_6160_6161,A51660,VRSN
PS1_4790_4830,A51069,VRSN
PS1_4790_4830,B51171,VRSN
PS1_4830_5080,A51069,VRCN
PS1_4830_5080,A51171,VRCN
PS1_4830_5080,A51187,VRSN
PS1_4830_5080,B51171,VRSN
PS2_5550_5560,A51165,VRCN
PS2_5550_5560,A54031,VRSN
PS2_5550_5560,B51165,VRSN
PS2_5550_5560,B51171,VRSN
PS2_5560_5100,A51165,VRCN
PS2_5560_5100,A51171,VRCN
PS2_5560_5100,A51660,VRSN
PS2_5560_5100,B51165,VRSN
PS2_5560_5100,B51171,VRSN
PS2_6420_6360,A51015,VRCN
PS2_6420_6360,A51165,VRCN
PS2_6420_6360,B51015,BR_N
PS2_6420_6360,C51165,BR_N
PS2_6490_6420,A51015,VRCN
PS2_6490_6420,A51820,VRCN
PS2_6490_6420,B51015,BR_N
PS2_6490_6420,C51165,BR_N
PS2_6660_6490,A51015,VRCN
PS2_6660_6490,A51820,VRCN
PS2_6660_6490,B51015,BR_N
PS2_6730_6660,A51015,VRCN
PS2_6730_6660,A51820,VRSN
PS2_6730_6660,B51015,BR_N
PS3_5100_5080,A51069,VRCN
PS3_5100_5080,A51171,VRCN
PS3_5100_5080,A51187,VRSN
PS3_5100_5080,B51171,VRSN
PS3_5990_6161,A51015,VRCN
PS3_5990_6161,A51165,VRCN
PS3_5990_6161,B51165,VRSN
PS3_5990_6161,C51015,VRSN
PS3_6161_6280,A51165,VRCN
PS3_6280_6230,A51015,VRSN
PS3_6280_6230,A51165,VRCN
PS3_6460_6230,A51015,VRCN
PS3_6460_6230,A51790,VRCN
PS3_6460_6230,C51015,VRSN
PS4_5080_4380,A51069,VRSN
PS4_5080_4380,A51139,VRSN
PS4_5080_4380,A51171,VRSN
PS4_5080_4380,A51187,VRSN
PS4_5840_5240,A51139,VRSN
PS4_5840_5240,A51165,VRSN
PS4_5840_5240,B51139,BR_N
PS4_5840_5240,C51165,BR_N
PS4_6230_6360,A51165,VRSN
PS4_6360_5840,A51165,VRCN
PS4_6360_5840,C51165,BR_N
PS5_4370_4150,A54037,VRCN
PS5_4380_4370,A51043,VRCN
PS5_4380_4370,A51069,VRSN
PS5_4380_4370,A51187,VRCN
PS5_4380_4370,A54037,VRCN
PS5_4380_4370,B51187,BR_N
PS5_5200_4380,A51187,VRSN
PS5_5200_4380,B51187,BR_N
PS5_5240_5200,A51139,VRCN
PS5_5240_5200,A51187,VRSN
PS5_5240_5200,B51139,BR_N
PS5_5240_5200,B51187,BR_N
PU0_3000_3090,A24043,BR_N
PU0_3000_3090,A42055,VRCN
PU0_3000_3090,B42001,BR_N
PU0_3601_3602,A24043,VRCN
PU0_3601_3602,B42055,VRSN
PU0_3611_3530,A24043,VRSN
PU0_3611_3530,A42057,VRSN
PU0_3751_3752,A24043,VRCN
PU0_3871_3690,A24001,VRSN
PU0_3871_3690,C42009,VRSN
PU0_5620_5380,A54071,VRSN
PU0_5620_5380,B54023,VRSN
PU0_5620_5380,B54071,VRSN
PU0_6080_5620,A51091,VRSN
PU0_6080_5620,A54071,VRSN
PU0_6080_5620,B51091,VRCN
PU0_6080_5620,B54071,VRSN
PU1_3030_3440,A24043,VRSN
PU1_3030_3440,A42057,VRSN
PU1_3100_3690,A24001,VRSN
PU1_3100_3690,A24043,VRSN
PU1_3100_3690,A42057,VRSN
PU1_3100_3690,C42009,VRSN
PU1_3170_3580,A42009,VRSN
PU1_3580_3780,A24001,VRSN
PU1_3580_3780,A42009,VRSN
PU1_3580_3780,B24001,VRCN
PU1_3850_4190,A24023,APSN
PU1_3850_4190,B24001,APSN
PU1_3940_3970,A24023,APSN
PU1_3940_3970,B24001,APSN
PU1_4190_4300,A24023,APSN
PU1_4300_4440,A24023,APSN
PU1_4760_4450,A54023,APSN
PU1_4760_4450,A54057,APSN
PU1_4840_4760,A54023,APSN
PU1_5380_5050,A54023,VRCN
PU1_5380_5050,A54071,VRSN
PU1_5380_5050,B54023,VRSN
PU1_5380_5050,B54071,VRSN
PU1_5520_5210,B54071,VRSN
PU1_5820_5380,A54071,VRSN
PU1_5820_5380,B54071,VRSN
PU2_2790_3290,A42055,VRCN
PU2_2790_3290,B42001,BR_N
PU2_2790_3290,B42041,BR_N
PU2_2790_3290,B42055,VRSN
PU2_2840_3080,A24043,VRSN
PU2_2840_3080,A42057,VRSN
PU2_2840_3080,B42055,VRSN
PU2_3080_3640,A24043,VRSN
PU2_3080_3640,B42055,VRSN
PU2_3090_4050,A24043,VRCN
PU2_3090_4050,A42055,VRCN
PU2_3140_3680,A42009,VRCN
PU2_3140_3680,A42111,APSN
PU2_3140_3680,B24001,VRSN
PU2_3140_3680,B42009,VRSN
PU2_3180_3370,A24001,VRSN
PU2_3180_3370,A42009,VRSN
PU2_3180_3370,C42009,VRSN
PU2_3370_4020,A24001,VRSN
PU2_3370_4020,A42009,VRSN
PU2_3630_3590,A51069,VRSN
PU2_3630_3590,A54003,VRSN
PU2_3630_3590,A54065,VRSN
PU2_3770_3600,A51069,VRSN
PU2_3770_3600,A54003,VRSN
PU2_3770_3600,A54065,VRSN
PU2_3900_3750,A54003,VRCN
PU2_3900_3750,A54037,VRCN
PU2_4050_4180,A24043,BR_N
PU2_4160_3930,A54057,VRCN
PU2_4160_3930,B54057,VRSN
PU2_4220_3900,A51043,VRCN
PU2_4220_3900,A51069,VRCN
PU2_4220_3900,A51840,VRCN
PU2_4220_3900,A54003,VRCN
PU2_4220_3900,A54037,VRCN
PU2_4340_3860,A54027,VRSN
PU2_4340_3860,A54031,VRSN
PU2_4360_4160,A54023,VRSN
PU2_4360_4160,A54057,VRCN
PU2_4360_4160,B54023,VRSN
PU2_4360_4160,B54057,VRSN
PU2_4720_4750,A24023,APSN
PU2_4720_4750,A54023,APSN
PU2_4720_4750,A54077,APSN
PU2_4720_4750,A54093,APSN
PU2_4730_4220,A51043,VRSN
PU2_4730_4220,A51069,VRSN
PU2_4730_4220,A51840,VRCN
PU2_4750_4450,A24023,APSN
PU2_4750_4450,A54023,APSN
PU2_5190_4310,A54031,VRSN
PU2_5190_4310,A54071,VRSN
PU2_5190_4310,B54031,VRSN
PU2_5700_5210,A51091,VRSN
PU2_5700_5210,B54071,VRSN
PU2_6050_5190,A54071,VRSN
PU2_6050_5190,B51091,VRSN
PU3_2510_3290,A24043,VRSN
PU3_2510_3290,A42055,VRCN
PU3_2510_3290,A42099,VRSN
PU3_2510_3290,B42055,VRSN
PU3_3290_3390,A24043,VRSN
PU3_3290_3390,A42055,VRCN
PU3_3390_3730,A24043,VRCN
PU3_3390_3730,A42055,VRCN
PU3_3390_3730,B42055,VRSN
PU3_3680_3890,A42111,APSN
PU3_3680_3890,B24001,APSN
PU3_3860_3610,A54027,VRSN
PU3_3860_3610,A54065,VRSN
PU3_4280_3860,A54027,VRSN
PU3_4280_3860,A54031,VRSN
PU3_4450_4440,A24023,APSN
PU3_4450_4440,A54023,APSN
PU3_4450_4440,A54057,APSN
PU3_5210_5050,A54023,VRSN
PU3_5210_5050,B54023,VRSN
PU3_5210_5050,B54071,VRSN
PU4_3780_3930,A24001,VRSN
PU4_3780_3930,A54057,VRCN
PU4_3780_3930,B54057,VRSN
PU4_3890_3990,A24001,VRSN
PU4_3890_3990,A54057,VRCN
PU4_3890_3990,B24001,VRCN
PU4_3970_3890,A54023,VRSN
PU4_3970_3890,A54057,VRSN
PU4_3970_3890,B24001,VRSN
PU4_3990_3780,A24001,VRSN
PU4_3990_3780,B54057,VRSN
PU4_4210_4170,A54027,VRSN
PU4_4310_4210,A54027,VRSN
PU4_4310_4210,A54031,VRSN
PU4_4310_4210,B54031,VRSN
PU4_4440_3970,A54057,APSN
PU4_4440_3970,B24001,APSN
PU4_5050_4310,A54023,VRSN
PU4_5050_4310,A54071,VRSN
PU4_5050_4310,B54023,VRSN
PU4_5050_4310,B54031,VRSN
PU5_3930_4170,A24001,VRSN
PU5_3930_4170,A54027,VRSN
PU5_3930_4170,B54057,VRSN
PU5_4170_4020,A24001,VRSN
PU5_4170_4020,A54027,VRSN
PU6_3440_3590,A24043,VRSN
PU6_3440_3590,A42057,VRSN
PU6_3440_3590,A54065,VRSN
PU6_3530_3440,A24043,VRSN
PU6_3530_3440,A54065,VRSN
PU6_3590_3640,A24043,VRSN
PU6_3590_3640,A54065,VRSN
PU6_3600_3602,A24043,VRCN
PU6_3600_3602,A54003,VRCN
PU6_3602_3730,A24043,VRCN
PU6_3602_3730,A54003,VRSN
PU6_3610_3530,A24043,VRCN
PU6_3610_3530,A54065,VRSN
PU6_3640_3600,A24043,VRSN
PU6_3640_3600,A54003,VRSN
PU6_3640_3600,A54065,VRSN
PU6_3690_3610,A24043,VRSN
PU6_3690_3610,A54065,VRSN
PU6_3730_3750,A24043,VRCN
PU6_3730_3750,A54003,VRSN
PU6_3750_3752,A24043,VRCN
PU6_3750_3752,A54003,VRCN
PU6_3750_3752,A54037,VRCN
PU6_3752_4080,A24043,VRCN
PU6_3752_4080,A54037,VRCN
PU6_3870_3690,A24001,VRSN
PU6_3870_3690,A54027,VRSN
PU6_3870_3690,A54065,VRSN
PU6_4020_3870,A24001,VRSN
PU6_4020_3870,A54027,VRSN
PU6_4020_3870,A54065,VRSN
PU6_4080_4180,A24043,VRCN
PU6_4080_4180,A54037,VRCN
PU6_4180_4150,A24043,BR_N
PU6_4180_4150,A54037,VRCN
RL0_6450_0000,A51103,CPLN
RL0_6450_0000,A51133,CPLN
RL0_6451_0000,A51103,CPLN
RL0_6500_0000,A51057,CPUN
RL0_6500_0000,A51103,CPLN
RL0_6500_0000,A51119,CPLN
RL0_6500_0000,A51159,CPLN
RL0_6501_0000,A51057,CPUN
RL0_6501_0000,A51133,CPUN
RL0_6501_0000,A51159,CPDN
RL0_6501_0000,A51193,CPUN
RL0_6530_0000,A51103,CPUN
RL0_6530_0000,A51119,CPLN
RL0_6530_0000,A51133,CPUN
RL0_6531_0000,A51103,CPUN
RL0_6531_0000,A51119,CPLN
RL0_6540_0001,A51057,CPDN
RL1_6180_0001,A51159,CPUN
RL1_6180_0001,A51193,CPUN
RL1_6322_0000,A51159,CPUN
RL1_6322_0000,A51193,CPUN
RL5_6070_0000,A51033,CPDN
RL5_6070_0000,A51057,CPUN
RL5_6070_0000,A51099,CPLN
RL5_6070_0000,A51177,CPLN
RL5_6070_0000,A51179,CPUN
RL5_6070_0000,A51193,CPLN
RL5_6070_0000,A51630,PCRN
RL5_6071_0000,A51057,CPUN
RL5_6071_0000,A51159,CPLN
RL5_6071_0000,A51193,CPLN
RL5_6072_0000,A51057,CPUN
RL5_6072_0000,A51159,CPLN
RL5_6320_0000,A51057,CPDN
